Source,Target,value,nb_transactions
372749,525,12827672004,2
69668803,BTC-e.com,21829822,1
70377752,ePay.info_CoinJoinMess,491477576,1
71319563,69565872,175334539,4
0,PrimeDice.com,13619165,15
Genesis-Mining.com,BitPay.com,2910759023,1
49672550,ePay.info_CoinJoinMess,18538486,7
Poloniex.com,BTCC.com,698896705,2
37466172,CoinKite.com,1300000000,1
BitcoinVideoCasino.com,1469,4504760,1
138118,424,43659615,1
CoinPayments.net,1083400,1410795,1
69513228,BitPay.com,15544316,2
FYBSG.com,AgoraMarket,317990000,1
33291,289,10369403712,72
354,72811463,1089413230,1
Huobi.com,421,46089855,1
Xapo.com,1598,45765597,2
BTCJam.com,Loanbase.com,173711766,3
61,1469,101000016,1
Xapo.com,72498659,14168957,1
73336567,CoinPayments.net,13100000,1
Bitstamp.net,NucleusMarket,10396999639,1
2454920,BTC-e.com,36810000,1
AbraxasMarket,650395,104252109,1
ePay.info_CoinJoinMess,4395,1543256458288,21
CoinTrader.net_LocalBitcoins.com,110115,7550264587,3
74121228,BitPay.com,191937320,3
70849007,ePay.info_CoinJoinMess,97559461,1
47133752,BTC-e.com,37226407,1
68790575,CoinKite.com,179881427,4
ePay.info_CoinJoinMess,1678539,199990000,1
74226354,72262811,6767545,1
641,Bitcurex.com,201003969,1
AbraxasMarket,411,12380000,2
6911159,CoinGaming.io,121128810,8
73829772,ePay.info_CoinJoinMess,234939827,1
72603304,73596839,28028604,1
69670879,1328107,16032822,1
Genesis-Mining.com,PrimeDice.com,21027312,2
39694960,912,82077850,1
26152,ePay.info_CoinJoinMess,391702159,1
Xapo.com,71371661,700155771,5
ePay.info_CoinJoinMess,194937,70123908668,1
ePay.info_CoinJoinMess,978,210371726004,3
73231072,4570,15071281,1
332555,204438,15505919,3
Xapo.com,SafeDice.com,14507813,1
Cex.io,10440706,7022326,1
289,CoinTrader.net_LocalBitcoins.com,337230536,2
70141387,70167501,26877820,2
16621,12925,15082395,2
71241232,70062141,11481917,1
38565835,860,22909420,2
157228,4186175,78599720623,1
NucleusMarket,BTC-e.com,47292494,4
BTCJam.com,Luno.com,58900000,1
Genesis-Mining.com,29455,2910759023,1
1529846,Xapo.com,4095478,2
39694960,71921521,230594610,1
5000,419,89430,1
130077,421,90824436,5
ePay.info_CoinJoinMess,11582,70123908668,1
70586820,5325883,51375315,1
51282868,4,35990000,1
10172690,70848861,125869290,1
896,96584,5832910785,1
1654888,Cryptsy.com,539626787,1
2338,536,1007158,1
999Dice.com,PrimeDice.com,51011324,11
Bitstamp.net,MiddleEarthMarketplace,3864308963,1
70507731,4355,327455292,1
2026252,4331368,908299200,2
912,424,1765082602,1
259537,CoinTrader.net_LocalBitcoins.com,259749532,1
58763,269,999990000,1
2225103,SecondsTrade.com,6285266,6
131,ePay.info_CoinJoinMess,12086230,1
14368240,74251718,846454527,1
69200072,265,158270214,2
Xapo.com,4484322,13047015,1
13417544,CoinTrader.net_LocalBitcoins.com,11132576,1
536,700,1979990,1
74278522,BTC-e.com,105821015,1
Genesis-Mining.com,16621,167617208,2
Genesis-Mining.com,1805,8816085673,4
Genesis-Mining.com,35576660,2910759023,1
20548429,10857,35492004,1
6355,7667375,2256447801,1
PrimeDice.com,Poloniex.com,5397668,1
NitrogenSports.eu,Bleutrade.com,41980000,1
Cryptsy.com,421,23995502,1
LiteBit.eu,Cex.io,16790050,1
Cex.io,1576,1078532,1
5542742,201738,458837300,8
Hashnest.com,3120,7496139,2
BitVC.com,71005934,195260199593,4
32622877,424,312414063,1
73336527,73231651,842833720,1
4386660,CoinTrader.net_LocalBitcoins.com,574784554,2
Huobi.com,Poloniex.com,241427665,1
73356739,69145419,108537033,1
Huobi.com,Bter.com,232655747,1
71554939,1309,3149724614,3
ePay.info_CoinJoinMess,70796631,1003954240,1
Genesis-Mining.com,523,167617208,2
342,AgoraMarket,5986194783,13
Xapo.com,FaucetBOX.com,788617571,18
354,53817,517058042,1
999Dice.com,FortuneJack.com,315049565,8
1218,294,87431554,1
2237,269,137990000,1
Poloniex.com,289,410641070,3
74225593,BitPay.com,988247709,2
BTCJam.com,MercadoBitcoin.com.br,207760545,1
ePay.info_CoinJoinMess,62046790,17602310,1
Poloniex.com,Betcoin.ag,119335593,2
Genesis-Mining.com,264218,83808604,1
69670973,73074561,38748087,1
37686929,36586430,3619507,1
73858802,CoinTrader.net_LocalBitcoins.com,456035447,1
1147089,GermanPlazaMarket,34065286,2
70403439,999Dice.com,391530000,15
5542742,0,1510256786,31
55834,Bitstamp.net,900073758,2
AgoraMarket,SatoshiMines.com,1098108194,1
Poloniex.com,CoinGaming.io,592595267,1
70192758,860,52960418,1
Rollin.io,NitrogenSports.eu,302188457,2
871,523,568528514,1
71005802,289,3271417,1
70849007,70717641,105232552,1
71999710,71214269,126783282,1
0,Cryptsy.com,8162248,7
2226,70167329,7699990000,1
Xapo.com,777Coin.com,11463540,1
641,ePay.info_CoinJoinMess,14218881,3
33291,497,186992008,2
Matbea.com,7573578,161452944,1
Bitstamp.net,860,339236140,1
73807082,BitcoinWallet.com,183664575,1
Poloniex.com,YoBit.net,64900857,2
71607460,PrimeDice.com,1075657,1
ePay.info_CoinJoinMess,69591287,70123908668,1
Hashnest.com,BTC-e.com,527417383,3
SlushPool.com,72341503,4856298269,1
38565686,1328107,34666416,1
69304322,BitPay.com,126695896,2
396,BTC-e.com,1127882307,3
3368,33444,55800589,1
70796619,1323,32545,1
912,4810,1899992522,1
2026252,CoinTrader.net_LocalBitcoins.com,3361790000,2
0,348,244148,1
Hashnest.com,Bitstamp.net,117990000,1
71267430,17272,14095865,1
5211472,8063818,70320000,1
72052118,580339,260259020,1
19025100,CoinTrader.net_LocalBitcoins.com,31752376,1
71554939,269,6475855351,4
ePay.info_CoinJoinMess,71398149,99990000,1
40948331,BTC-e.com,47418524,1
6521368,LuckyB.it,67644736,7
69276832,BitPay.com,199051925,2
MiddleEarthMarketplace,CoinTrader.net_LocalBitcoins.com,1649756045,7
74330515,Cryptsy.com,14399996000,1
58110279,860,14640012,1
20242,Bittrex.com,44584220,1
Bitstamp.net,8180733,3485116544,2
73413077,71319615,14442571,1
ePay.info_CoinJoinMess,Exmo.com,281055043851,11
BitBargain.co.uk,CoinTrader.net_LocalBitcoins.com,342401360,1
1654888,Poloniex.com,108030481,1
Genesis-Mining.com,72969555,83808604,1
Huobi.com,4,143371984,1
1599554,CoinTrader.net_LocalBitcoins.com,18018224,1
ePay.info_CoinJoinMess,1469,395456907,10
5325883,74304487,123682817,1
396,BTCJam.com,104207280,1
25695512,BTC-e.com,45852951,1
72707270,597,16391212,2
ePay.info_CoinJoinMess,71371668,70123908668,1
71554939,289,11245697321,9
80393,Cex.io,1423569,1
Betcoin.ag,1528188,105280017,1
39694960,19025117,230594610,1
3368,71110749,45484288,1
70037265,61,105507220,1
69644586,CoinTrader.net_LocalBitcoins.com,1593738726,4
Xapo.com,4208,15546826,1
57,655,72008300,1
72603430,4,48343646,1
SecondsTrade.com,2225103,1990000,1
BitPay.com,CoinJar.com,133885480,1
9827200,ePay.info_CoinJoinMess,5556355,1
AgoraMarket,CoinTrader.net_LocalBitcoins.com,152826099692,154
5542742,72943309,53580431,1
ePay.info_CoinJoinMess,1582,91162652,4
39657215,LuckyB.it,697455744,200
536,Xapo.com,170607536,12
70665276,1539,367653,1
92862,BitPay.com,19339230,1
70063369,912,499990000,1
Genesis-Mining.com,829211,83808604,1
YoBit.net,Poloniex.com,30692940,1
73335158,Cubits.com,2030353354,9
20042,Hashnest.com,48728760,7
55834,SatoshiBet.com,18997132,6
73728551,1210796,7090650000,2
472,Huobi.com,801127734,1
2226,BTC-e.com,82899970000,3
1654888,Bittrex.com,560648581,1
122,Purse.io,5788042,1
302372,0,8601300,1
ePay.info_CoinJoinMess,3048881,56285687,1
1095,Cex.io,13707978,2
Kano.is,33117,4977471718,2
ePay.info_CoinJoinMess,855,96449220,1
70219964,332555,10708477,1
BitcoinVideoCasino.com,70115593,19006134,1
Cryptsy.com,Bter.com,3269941,1
Genesis-Mining.com,BitcoinWallet.com,8816085673,4
1144,11332,4500000000,3
131,BitPay.com,7980000,1
72341601,0,28051516,2
1285711,HolyTransaction.com,5938387524,1
Hashnest.com,Indacoin.com,30990000,1
342,BTC-e.com,1460990118,1
73309864,BitPay.com,37507561,3
71293652,BTCC.com,12746164,1
69461201,BitPay.com,7601100,1
16962,Cryptsy.com,363483422,1
69225864,999Dice.com,136710000,36
Cryptsy.com,CoinPayments.net,22055446,1
954,1116,6799970000,3
39694960,1144,1817119060,10
Genesis-Mining.com,871,167617208,2
Genesis-Mining.com,1252,5821518046,2
396,4,1842665948,9
73124646,MeXBT.com,154351234,1
Bitcoin.de,BitPay.com,9215815428,119
502796,ePay.info_CoinJoinMess,120000,1
70769213,BitPay.com,20333883,1
