Source,Target,value,nb_transactions
PrimeDice.com,32354,146080000,1
ePay.info_CoinJoinMess,SatoshiBet.com,39910688,1
197576,CoinGaming.io,158394001,1
ePay.info_CoinJoinMess,Cex.io,2670920577908,833
69251458,CoinTrader.net_LocalBitcoins.com,1815374051,1
Cex.io,294,2551423,1
70531327,69906420,28531140,1
NitrogenSports.eu,CloudBet.com,447810375,5
72104556,71005802,773430328,1
73724891,NitrogenSports.eu,28154521,3
44932733,Cryptsy.com,24990000,1
LiteBit.eu,Cryptsy.com,123688023,2
ePay.info_CoinJoinMess,71293795,5530140958,1
Genesis-Mining.com,119943,2702027740,2
Kraken.com,Bitcoin.de,15768054659,3
4337,Cex.io,1056763,1
10073457,73493149,269816821,2
ePay.info_CoinJoinMess,35,106847196,2
BitBargain.co.uk,Cryptsy.com,332475753,1
Genesis-Mining.com,Coin.mx,5404055480,4
93885,Poloniex.com,318751584,1
72104556,Xapo.com,725548328,1
Cryptsy.com,ePay.info_CoinJoinMess,70503173,2
ePay.info_CoinJoinMess,70822184,46483665,1
VirWoX.com,BTC-e.com,502025731,2
898,ePay.info_CoinJoinMess,303560000,1
FoxBit.com.br,Kraken.com,579401760,1
BtcTrade.com,ePay.info_CoinJoinMess,758902528,2
334316,30613981,74825824,1
72393866,CoinTrader.net_LocalBitcoins.com,9531575,2
1380632,1095,633989,1
C-Cex.com,Cex.io,1557696,1
69173924,149308,40155001,8
ePay.info_CoinJoinMess,1174704,449327334,2
ePay.info_CoinJoinMess,615198,62343517,1
Bittrex.com,PrimeDice.com,109980000,2
ePay.info_CoinJoinMess,134509,36265353,1
289,1144,129819159,1
773461,Bitfinex.com,119081169,1
BTCGuild.com,ePay.info_CoinJoinMess,11976812801,4
ePay.info_CoinJoinMess,1457,59135926,8
ePay.info_CoinJoinMess,342,600485240,9
71554939,FortuneJack.com,330866082,1
BitZillions.com,ePay.info_CoinJoinMess,426042817,18
Exchanging.ir,C-Cex.com,152440157,1
Betcoin.ag,Bittrex.com,76690000,1
ePay.info_CoinJoinMess,72891548,16792082,1
69121535,0,32020000,4
Bittrex.com,421,199683224,5
HolyTransaction.com,999Dice.com,142312406,2
ePay.info_CoinJoinMess,7366,149741492398,11
Peerbet.org,Poloniex.com,2690000,1
69617757,999Dice.com,189990000,1
860,265,14539336451,4
69278079,72786591,152900000,1
4758,BTC-e.com,27546806,4
ePay.info_CoinJoinMess,Bleutrade.com,6702464583,65
1285711,NitrogenSports.eu,14017924552,4
Cex.io,Hashnest.com,2502635547,2
Genesis-Mining.com,71031830,2702027740,2
49319582,199273,7286191,1
Genesis-Mining.com,NitrogenSports.eu,198220851,2
72733276,1469,475280000,1
74304372,12925,23125500,1
Kano.is,CleverCoin.com,2500704365,1
57556,101,1436734,1
NitrogenSports.eu,PrimeDice.com,1617773,1
ePay.info_CoinJoinMess,441956,504998497,7
3167,16756080,126053838,1
4251,2531,2050191,1
69252167,SatoshiMines.com,1809589,1
PrimeDice.com,CoinTrader.net_LocalBitcoins.com,9334817,1
1285711,37160511,5168598759,1
Loanbase.com,PrimeDice.com,4990000,1
Hashnest.com,BTC-e.com,11460471,1
70744026,NitrogenSports.eu,261333000,6
SlushPool.com,70270953,2501665428,1
1521303,Cryptsy.com,293269426,14
LuckyB.it,1166886,1310000,1
71554939,Kraken.com,922828,1
1095,CoinChimp.com,5246939,1
71345206,27972545,33780867,1
CoinPayments.net,71581387,4337493,1
Genesis-Mining.com,421,121288855215,92
ePay.info_CoinJoinMess,Cryptsy.com,858527906975,571
PrimeDice.com,Bitfinex.com,3370977792,1
ePay.info_CoinJoinMess,13793,5570764472,2
295653,NitrogenSports.eu,5991888,1
LuckyB.it,71319609,1963002,3
Cryptsy.com,OKCoin.com,77700036,1
Purse.io,0,450034694,1
