Source,Target,value,nb_transactions
ePay.info_CoinJoinMess,22974624,32922194711,1
5683,Poloniex.com,120783452,2
33291,233,10186190,1
41283,50684,282942552,1
51539,50134,323298483,1
52011,51363,1999990000,1
7933,122,14940000,1
52561,51944,55874451,1
52123,52697,994260000,1
50588,50545,429476083,1
71869209,Huobi.com,18788334,1
44139,LocalBitcoins.com,134935500,1
51261,52263,400480000,1
52710,50423,99990000,1
73884846,73832987,2229928,1
CoinTrader.net_LocalBitcoins.com,605,15685243672,8
1450,Poloniex.com,53987075,1
175320,52150,336829379,1
50826,Luno.com,132562514,3
51115,51030,45330000,1
72128340,2749,5642493,1
Xapo.com,41283,93976220,1
Xapo.com,342,21642098,1
SatoshiMines.com,Bittrex.com,1047139,1
71396,50938,1257252206,1
52767,73231433,48647971,1
50799,563,27960000,1
51629,51386,243633637,1
219,401,7606042024,3
74304268,11706884,5529918551,1
0,331,57132479,6
954,421,1599970160,1
Loanbase.com,Poloniex.com,101189248,1
2218,HitBtc.com,10260043,3
5892,Bittrex.com,404664079,8
83726,3473,1407209,1
Huobi.com,BTC-e.com,33321455348,15
4,2755004,10969593,1
51559,52330,40580000,1
4,BlockTrades.us,549299978,2
51388,50641,200040000,1
41213,52202,114781231,1
52539,50133,30320000,1
52011,73231433,336270000,2
621759,290,8411655823,1
50556,8194,116024152,1
YoBit.net,35,15084653,4
50638,BtcTrade.com,51995500,1
1669,417,7340720000,3
20,72891504,24170937,1
69984656,71137072,2012289,1
53326,40802,99990000,1
50032,51977,982773740,1
52641,53723,110926900,1
52123,50777,21510000,1
220,Exmo.com,13356052,3
Poloniex.com,73361777,6601938843,1
1654888,HitBtc.com,465634900,1
50623,Luno.com,330000,1
1228047,41680,1805508114,2
41035,70842,234938374,1
20,72943876,225248078,1
CoinPayments.net,Cryptonator.com,74893630,3
51998,52080,248935775,1
418562,69564577,123730000,1
28243748,0,485000980,2
ePay.info_CoinJoinMess,139,98766584133,3
ePay.info_CoinJoinMess,72341057,32922194711,1
72262922,69827651,8881025,1
1228047,62537,865572140,2
821,131,12420146500,3
52525,53644,672183406,1
Huobi.com,57,304297202,1
50546,50589,2650361138,3
7884725,Betcoin.tm,23322768,1
51537,50235,11770000,1
72074991,73937585,100132941,1
15408,368,389230380,2
0,SatoshiMines.com,124836996,42
6098,BTC-e.com,1313417020,2
ePay.info_CoinJoinMess,58335538,32922194711,1
53194,BTCC.com,511390000,1
57,BitcoinWallet.com,22680653,4
52307,50054,33184931,1
71450456,0,271846000,1
Huobi.com,695,366438379,1
69330554,883,2059476657,1
51834,51755,31890000,1
Xapo.com,883,294257707,7
2453,417,599932250,2
49158,170,72393309,1
HolyTransaction.com,220,1100001,1
50557,52202,100080000,1
72733583,1316,7135812,1
69357030,368,12451210,1
71371831,220,5609498,4
3614758,LocalBitcoins.com,179002564,1
954,Purse.io,803360081,1
52150,50811,41585171,1
53326,52526,334750000,1
72130182,44,7673400,3
50039,51780,169089951,1
73856542,96,7399818,1
73178555,200,10391341,1
50038,50811,550280000,1
50660,51766,150360000,1
ePay.info_CoinJoinMess,138118,32922194711,1
2166,LocalBitcoins.com,800642863,6
52125,51629,211210000,1
51628,51559,1470325856,1
72629111,SatoshiMines.com,18250834,1
3275268,BTC-e.com,59990000,1
BitAces.me,Cubits.com,2540718,1
1316,Bittrex.com,1116618864,1
50380,50686,297630000,1
52362,70842,2497477916,2
51182,50405,266090000,1
41176,52251,67456408,1
93885,Bittrex.com,24900000,1
73884139,20,197221870,1
0,860,455485,1
73361777,833,15780000,1
51153,51741,863263586,1
CoinPayments.net,70140652,52052053,3
64915121,CoinPayments.net,3612809,1
454,330903,5342105708,1
50054,50640,233776568,1
70612004,ePay.info_CoinJoinMess,224384346,1
50588,50778,948400000,1
69801586,71137165,44541358,1
0,70219815,112178526,1
52078,53346,99990000,1
52057,50826,148650000,1
71997826,44,724462,1
YoBit.net,28663,11010795,1
20,195,76736815509,452
52561,41035,303260000,1
70976754,4,277307487,3
51559,51120,361261483,1
Xapo.com,1575,345051957,6
52123,50639,144990000,1
220,0,60715581,11
1477737,57,3504936132,4
FaucetBOX.com,376300,25330316,1
4,3077,106143731,1
SlushPool.com,398,1305421443,1
2696,73153029,6661000,1
70115466,69906410,79090934,1
20,0,3539993865,20
0,469,40818135,5
73698207,44,1159387,1
189,65,16606379,2
Bit-x.com,70770548,4069734,1
57,Bittrex.com,466611,1
51219,41035,130452226,1
71659791,YoBit.net,3432674,1
52307,51627,221106408,1
51280,51014,74487349,1
Xapo.com,152,741469318,12
73936596,73832987,37969276,3
41680,52222,37298848,1
2696,BitoEX.com,44965818,2
52710,50640,60480000,1
51084,51259,99990000,1
63259,BTC-e.com,10011104087,1
Kano.is,42040,6440017247,5
52165,41672,121718483,1
73284596,71607465,40805581,1
FaucetBOX.com,29392,9599619,1
53030,Luno.com,100170000,1
22603399,73179108,99630000,1
354,2545,466485418,1
354,14035041,466485418,1
51628,70369,21712651,1
73179169,49,2064551,1
FaucetBOX.com,700,281641431,5
Huobi.com,Purse.io,121327126,1
BlockTrades.us,0,49870920,2
51385,51464,924840368,1
70369,52528,99990000,1
27914256,69827661,2685157375,2
53723,50177,1173245906,1
51741,51819,103941283,1
50823,72020,199990000,1
70691540,71423096,129977817,1
51843,51755,108094211,1
50604,51755,58597175,1
Bitcoin.de,ePay.info_CoinJoinMess,649696780,2
51081,Luno.com,979890000,2
107871,Luno.com,645038320,1
51215,50822,530695000,1
6048154,999Dice.com,503903960,6
11894,864,2002130908,2
1477737,73441090,2036403576,1
71895235,62,201929602,1
FaucetBOX.com,62,7995577,1
FaucetBOX.com,BitoEX.com,676360969,40
Xapo.com,20,204924839,4
71786730,0,3377378,1
51781,51575,20870000,1
361,20,87901072,1
74147398,69983090,17985953,1
50425,50684,54683621,1
298,Bittrex.com,7043639,1
54114,51095,116344451,1
20,PocketDice.io,199472974,1
70612396,69853212,31697525,1
52012,51845,9990000,1
17576599,1054,497801408,4
73754556,513,27182,1
SatoshiMines.com,4,763333542,10
69121427,44,7407967,2
57,NitrogenSports.eu,254866051,23
65347997,44,11410497,3
52710,51560,21015262,1
70429641,468,4596583,1
50811,49925,65136000,1
73048147,69932507,420112446,3
220,1294,4086800,2
73649429,ePay.info_CoinJoinMess,651990000,1
28243748,Huobi.com,295285900,1
1183126,CoinPayments.net,1773183,1
53532,50319,20303406,1
71632285,44,23895950,2
70874764,NitrogenSports.eu,4050000,1
67102159,51805,1402388112,1
50365,51364,177576002,1
CoinGaming.io,200,41000062,1
999Dice.com,PocketDice.io,19989988,1
50950,50365,273564587,1
72262922,70533940,24037974,1
10317,19280,20007980686,1
53479,50638,99990000,1
1669,368,5699850000,3
73466970,0,8454645,2
69906258,942,4061414,1
7414521,1747,53565221,2
72681489,BTC-e.com,54777932,1
190674,52263,364071283,1
51030,51627,302235865,1
51976,70369,110350000,1
50698,Huobi.com,310770000,1
51420,51712,738228406,1
74278618,74278522,2367936657,4
51464,51558,452638456,1
74304268,129,51159416507,8
1669,20,24799900000,2
FaucetBOX.com,629,234953436,5
51767,52107,520260000,1
51631,51977,720070000,1
51047,50684,404420222,1
50899,Luno.com,102026086,3
53194,Luno.com,130523497,2
20,70507802,309179624,1
1654888,871,136019711,1
MoonBit.co.in,1294,1439635030,1
50032,50199,1102593740,1
1669,31311,20003620963,1
73989319,44,11102302,2
50365,53644,77666002,1
995,107,29710433,1
ePay.info_CoinJoinMess,472,395066336532,12
50639,51961,399890000,1
8204715,61,93452356,1
4126,425674,53369543,1
72733751,523,14747198,1
0,4,368655689,53
11450149,71476557,205500138,1
36032,1306,67003967,1
52767,71136911,447703338,1
70533701,44,3119405,1
71864890,361,1122471658,1
72051910,FortuneJack.com,263819686,1
52123,Luno.com,17798134,1
ePay.info_CoinJoinMess,72262586,71156953,1
50369,41221,100080000,1
SlushPool.com,57,3885387262,3
50283,51502,324600000,1
51375,563,264008000,3
74304268,999Dice.com,30469663922,1
Poloniex.com,96,482843026,1
51809,1280735,122014176,1
69746273,0,30143123,1
458446,FaucetBOX.com,14623816,3
CoinPayments.net,70874949,534753020,2
51464,71476712,484101596,2
51153,51376,68278951,1
308045,1747,1486800000,36
1070,MercadoBitcoin.com.br,749108,1
50382,50998,90080000,1
HolyTransaction.com,Cubits.com,1150009,1
456,BTC-e.com,34395478,1
51374,50320,428219587,1
69119943,4544,7791195,1
50491,52641,26140354,1
50811,8194,99990000,1
Xapo.com,Luno.com,1489016319,21
51240,50638,101760000,1
999Dice.com,1144,6672817,2
157,0,49963238,2
5162,HaoBTC.com,613434523,1
52081,50926,199990000,1
51376,51558,129990000,1
5026,44,10455292,1
5026,BTC-e.com,70133388,1
BX.in.th,60299,926616292,2
175,472,699886440,1
33597510,Cubits.com,4990000,1
52293,51765,10080000,1
50425,50478,758050000,1
51351,Luno.com,3880000,2
1669,0,5099950000,1
72362899,44,11032471,2
3658,CoinPayments.net,14732380,1
73309700,44,7493350,1
51806,51115,1556940000,2
Xapo.com,1879,508231913,3
74304268,Luno.com,25866496438,2
50491,41082,1345636140,1
227,1747,7495480,1
6098,72550775,26345800,1
50826,73231433,11354106,1
69199942,73336555,93718697,1
641,ePay.info_CoinJoinMess,2840846,2
122,131,151000015,1
73413077,170,442995,1
315,468,1553191070,4
71633838,BTC-e.com,14326512,1
69277857,Luno.com,599970931,1
50648,0,24595800,1
72943679,0,15988320,1
70455660,49,100188304,7
52032,51512,25526775,1
1654888,391,688484464,1
71790585,Huobi.com,1213080283,1
2696,220,72274892,9
52165,50426,63650000,1
1228047,51674,820802043,2
50039,Luno.com,65960000,1
40868,41379,1001926583,1
50888,Luno.com,48541000,1
73100769,44,12914094,2
51712,51351,100090000,1
70369,41176,128510000,1
354,199182,2863896597,4
50425,51629,1471937622,2
47881,59589,104299806900,3
52176,9714,239970000,1
20,Poloniex.com,96793146,1
72498494,50250,129990000,1
1738938,0,164747839,2
129,0,19122706,3
1227,0,3690397,2
32622877,60,314240248,2
52011,50102,974545906,1
YoBit.net,497,1981398,1
396,PocketDice.io,348887133,3
50897,69932,326879607,1
50998,51845,110160000,1
41082,41096,1673576169,1
71240724,44,1479593,1
50588,51805,1587860000,1
41594,51998,299990000,1
69984672,0,72624924,1
50867,52361,9990000,1
51569,51351,69881152,1
7655,0,2971466727,3
11450149,61059670,176375533,1
220,1309,11940002,2
34731,CoinJar.com,14026153,1
129,883,126600360,2
Kano.is,13137,6440017247,5
41334,8194,295807033,1
VirWoX.com,ePay.info_CoinJoinMess,713342120,2
50509,53532,1025662552,1
999Dice.com,170,15811176,6
72341543,49,4034127,1
61,13327,69927240,2
FaucetBOX.com,CoinTrader.net_LocalBitcoins.com,413570395,15
50542,50895,235688570,1
51647,51512,131070000,1
69697281,FortuneJack.com,9429182,1
396,170,1042161966,1
BitBargain.co.uk,ePay.info_CoinJoinMess,349976480,1
284,LocalBitcoins.com,531493365,9
51464,50968,23851471,1
250258,BitBay.net,5337500,1
15523721,CoinTrader.net_LocalBitcoins.com,2476953394,1
4395,Poloniex.com,233281016,1
SlushPool.com,107,2533270274,2
41035,51754,399990000,1
50725,50407,111484883,1
69539543,5509,74745728,1
57,BTC-e.com,83700492,2
71318459,69539113,8367042,1
FaucetBOX.com,348,84548899,5
227,999Dice.com,22419316,8
52442,50897,99990000,1
Poloniex.com,Kraken.com,175827023275,18
60,HappyCoins.com,39344529156,3
906,CoinPayments.net,49988324,1
Xapo.com,1070,1025275299,1
2601192,4,16962342,1
50868,52642,210767890,1
Poloniex.com,CoinMotion.com,4868254904,1
BitVC.com,605,6541074232,1
51559,41283,1123561283,1
60,Cubits.com,10111267249,3
354,BitVC.com,356361931,1
51280,51711,350759441,1
1803,149737,24635134,1
50737,52214,21410000,1
69199942,70953707,50406208,1
51115,173805,79632693,1
CoinTrader.net_LocalBitcoins.com,BTCC.com,2490497400,2
41213,53326,91137896,1
51916,50122,363771462,1
954,354,299982160,1
71528758,Huobi.com,952091384,1
0,44,31878227,21
64740,883,59946265,1
4126,126,61493977,1
Xapo.com,50320,409790745,1
351,HitBtc.com,6055668,2
18128098,3348,37757059701,3
52150,72498494,116928600,1
51647,41672,399990000,1
37686970,70766956,12974971,1
BX.in.th,999Dice.com,1047668273,3
ePay.info_CoinJoinMess,833,65989193154,3
51083,50320,200170000,1
1575,Luno.com,11861040,1
51374,51153,99990000,1
ePay.info_CoinJoinMess,269,154948142,1
1228047,421,3220827478,5
Huobi.com,72577189,30509867188,9
396,51401,143215591,1
54114,51806,400080000,1
16021,LocalBitcoins.com,29728755,2
1228047,269,1504823596,4
65745,26660,4118558,1
50054,51502,203412206,1
41082,Luno.com,14213644,1
354,833,1686825721,5
69749438,BTC-e.com,19990000,1
MoonBit.co.in,FaucetBOX.com,18743305765,15
74042229,49,74490000,1
52329,51365,389344887,2
72733578,LocalBitcoins.com,13791412140,13
73385149,49,9003569,2
50485,53326,890170000,1
50199,50790,120190000,1
FaucetBOX.com,ChangeTip.com,18604398,2
0,YoBit.net,76228823,13
999Dice.com,NitrogenSports.eu,23300888,1
22176,454,90597752,1
64475407,20,20599736,1
Huobi.com,129,5650304815,20
52235,51503,817306871,1
71554939,0,1166662343,19
52282,51082,194765175,1
50799,52441,19990000,1
71814355,5452,5497997,1
HappyCoins.com,72603485,199927400,1
FortuneJack.com,Exmo.com,9114013,1
SafeDice.com,4,2945615,2
52125,50639,20080000,1
2218,1575,4451124,1
50826,51834,60770000,1
70953637,44,4892861,1
52165,50250,9389729,1
4246037,44,7433058,1
72367780,0,107163,1
52081,50490,1102763569,1
Huobi.com,6573,187239816,1
315,AnoniBet.com,2008716531,1
60,745,2879745928,9
50726,50640,100220000,1
Cryptonator.com,61,12840695,3
50556,50221,100587751,1
52362,52484,1139918283,1
51629,51121,253543637,1
51069,169991,100990000,1
51376,51806,200170000,1
53944833,331,699669000,1
0,3751,8842076,1
36557,454,91364441,1
72262922,71842873,104464028,2
70848252,44,5797345,2
50411,152,499890000,1
41176,50542,40180000,1
Poloniex.com,1309,19630905954,5
842,55137511,797120000,1
Xapo.com,50701,501150000,1
Bitstamp.net,Bittrex.com,3400697061,4
50039,52306,51269951,1
69330624,52078,699988327,1
69879430,1747,3994055,1
454,59065,16384945556,3
69801483,Huobi.com,362908815,2
157,CoinGaming.io,20754702,3
2811,526142,25003000008,3
50509,51753,527522552,1
PocketDice.io,348,3790160,1
1228047,73963487,225524499,1
53150,51219,57277743,1
41213,51767,142608649,1
41213,53194,40221969,1
51374,50762,358309587,1
2696,331,74729029,10
50811,51483,101016000,1
51806,50423,28440000,1
72733751,2896419,9456530,1
50023,51711,99990000,1
51809,50826,108600000,1
15287886,CoinJar.com,31149476,1
61177029,LocalBitcoins.com,64161786,1
FaucetBOX.com,331,528747036,21
41594,51365,40813211,1
8204715,233,116551294,1
50405,169991,301345987,1
238610,0,55996498,1
71659609,74330045,135545420,1
FaucetBOX.com,Cubits.com,19174122,2
50546,50638,759780569,1
41213,51502,214932041,1
122,3279,9235187,1
74226366,3370,766672169892,48
Poloniex.com,8388,38390856411,2
52375,52527,52235856,1
456,LocalBitcoins.com,1145136343,9
0,9310,193861920,1
52710,51629,478417744,1
72020,51845,678938507,1
7645,BTC-e.com,70453662,1
51741,51512,201520000,1
73179451,CoinHako.com,2445824891,5
4,Cryptonator.com,233136021,2
50556,52610,324911436,1
73465160,1959,730532918,1
50640,52251,100620000,1
50422,51218,47636827,1
1654888,1144,1494345609,4
69121618,227,31404770,1
51121,563,119880000,1
51363,52307,189962637,1
19010237,0,57744099,1
65,189,27007694,1
52362,52108,1307738283,1
2696,1309,19990000,1
51350,BTCC.com,54291500,1
51805,Xapo.com,39910000,1
1654888,YoBit.net,1004665299,2
MoonBit.co.in,227,1292352255,1
74274392,HolyTransaction.com,32040227,1
354,CoinTrader.net_LocalBitcoins.com,1072049696,3
72049960,52030,2019478326,1
5959635,1144,526832,1
269,0,26944777,9
70089242,70396117,24713718,1
315,44,44033019579,2
8194,50023,200250000,1
CoinGaming.io,Bittrex.com,16840030,1
Cryptonator.com,513,1100021,1
4,NitrogenSports.eu,1291969543,21
73126668,44,22417615,2
1918,0,590000,1
51262,73231433,17552376,1
52375,Huobi.com,26684275,1
FaucetBOX.com,298,127869162,5
51944,Luno.com,9890000,1
CoinPayments.net,883,1275005482,20
354,269,1771656086,6
69330554,4,4014480677,1
52768,52375,261980000,1
227,1294,50036016,2
72419711,BTC-e.com,588678852,5
50998,52539,99990000,1
Kano.is,213756,6440017247,5
69145419,69330752,47450971,1
72943862,70377588,4984486,1
50822,Luno.com,260000,1
FaucetBOX.com,47313,198537700,2
FaucetBOX.com,1294,687669622,11
74304268,Cubits.com,1234237040,1
3022186,BTC-e.com,872386278,1
52373,52594,101100000,1
52525,50542,80080000,1
