Source,Target,value,nb_transactions
72811485,5509,77448245,1
52527,52735,99990000,1
Rollin.io,227,1930000,1
292,391,2372201,1
72367929,73126961,73177275,1
69697250,18340295,13221580000,3
51119,50639,15367935,1
0,73231837,40788484,1
73646648,49,50303649,3
60,5026,101869245,1
Bitcoin.de,6620224,299938408,1
73414707,44,4647257,3
CoinPayments.net,371,436288658,5
73336533,331,27766161428,7
FaucetBOX.com,BitcoinWallet.com,21899101,2
6925269,BX.in.th,14791350,1
92587,BTC-e.com,6211756,1
74304268,Bitbond.com,6717144599,1
Huobi.com,OKCoin.com,594883914855,99
354,7683210,465399680,1
42046,51291,100490000,1
52033,50686,109840000,1
51767,52078,99990000,1
52263,Huobi.com,131990000,1
3751,56097,15977860,1
52386,1223413,12990000,1
73020598,52841921,21066414,1
3751,72130679,15977860,1
1762296,Paymium.com,2342840712,2
101,MercadoBitcoin.com.br,59329593,4
5162,1566,2786489660,2
164,20,1679867,1
51755,50380,100060000,1
51537,50606,1711703760,1
52666,73258092,33720000,1
CoinPayments.net,72655525,6979309,1
405610,107063,98421946,1
SatoshiMines.com,Xapo.com,11374374,9
41573,41334,1380091000,1
Poloniex.com,Xapo.com,58080794482,24
FaucetBOX.com,Bitstamp.net,23426951,1
1654888,69644715,1209753901,2
50478,70369,189890000,1
Rollin.io,0,277801869,6
PocketDice.io,289,38183562,22
69984672,70377394,25649270,1
52408,50589,40850000,1
16621,227,260873,1
5026,200,34555497,1
73151810,72707469,284867157,2
69147641,69984672,111247500,2
621759,Huobi.com,7519333223,1
Poloniex.com,315,19211092657,5
FaucetBOX.com,2024,10848164,1
42893,CoinTrader.net_LocalBitcoins.com,44885606,1
71842562,368,18270302,2
70560560,Luno.com,487350280,1
CoinPayments.net,4780412,20291880,1
50606,50811,292282231,2
72812867,Xapo.com,19988314,1
73284596,73153028,35297342,1
49954,40802,322570000,1
50039,51712,302351952,1
50509,52106,50080000,1
1654888,1469,738170629,1
Rollin.io,72733583,32095490,3
ePay.info_CoinJoinMess,24656539,15879994,1
3473,390063,48831043,2
64769,BTC-e.com,2403246,1
Huobi.com,472,3396059775,6
51610,Xapo.com,119880000,1
70115038,7277,383830,11
ePay.info_CoinJoinMess,73518448,75141363067,1
Poloniex.com,662,4707954336,1
7933,809,48360000,2
Xapo.com,368,26526412,1
405610,292,362549121,3
CoinJar.com,Poloniex.com,1149294029,2
405610,331,1553624387,11
694678,Rollin.io,7400000,1
69984509,72940378,140243693,1
72209815,4,4721136,1
20,70455430,183466958,1
2545,BTCC.com,4434799,3
52437,51376,399990000,1
74278362,BitcoinWallet.com,31794270,1
122,3348,1299949833,1
219,MercadoBitcoin.com.br,106133476672,25
71188404,7,5824745,3
69173741,YoBit.net,699990000,1
472,LocalBitcoins.com,725972760,1
46977898,44,2994777,1
72891563,811,31580278,2
51630,1223413,752149335,2
72733961,8226,973752,1
73465765,44,2353502,1
1215,0,29999955000,1
60,Bitcurex.com,15360974183,2
51418,12168,1789550000,1
2227706,833,10164014,6
52593,51711,504215628,1
72677739,71814798,488315,1
18972,SpectroCoin.com,145867301,17
51084,51869,199990000,1
72576446,2895,2855314,1
5184258,CoinTrader.net_LocalBitcoins.com,2467787800,1
CoinTrader.net_LocalBitcoins.com,605,459377085422,5
71251,50899,100332934,1
41082,52684,1798315699,1
451,4164121,4550923,1
51294,50420,303164000,1
1228047,348,171501483,1
6048154,Xapo.com,840252900,2
51575,52251,199990000,1
70586820,71267295,34427122,1
74147398,69932507,3261641,1
FortuneJack.com,Cryptonator.com,1883200,1
70350013,73963155,19834182,2
