Source,Target,value,nb_transactions
37904064,566,10506000,1
SlushPool.com,41194305,2560964854,1
995,MercadoBitcoin.com.br,492800951,1
7582,MaiCoin.com,66700113,1
468,HolyTransaction.com,7588962,1
71448568,4801325,13730679,1
50038,Luno.com,27825971,1
51754,49925,257132281,2
354,BitVC.com,257795942,1
7779201,70979540,292062710,2
74225362,0,6817480,1
20640336,BitZillions.com,210801893,24
6048154,0,2367937962,8
1654888,BTC-e.com,2048103757,7
8194,41447,1632350000,1
ePay.info_CoinJoinMess,58809,77167914383,1
61843996,BTC-e.com,179678600,1
Poloniex.com,4810,6188945019,3
354,70795870,335506901,1
73231433,Luno.com,1021775485,1
51727,50102,298899805,1
74304268,CloudBet.com,76974194256,2
70377588,CoinGaming.io,49075189,3
4126,Bittrex.com,726516632,9
50491,51351,546914056,3
50557,51755,107030000,1
298,220,1937687,2
3751,3348,443625513,1
73413077,MercadoBitcoin.com.br,23767529,1
69697250,BitcoinWallet.com,12194750000,1
73362177,61,6954561,1
50826,51153,140970000,1
51977,50223,99990000,1
52684,51916,161350000,1
107,MercadoBitcoin.com.br,1180075672,1
3541551,71633728,261719371,1
52870,8194,1200710000,1
42046,50180,99990000,1
52528,51182,99990000,1
41594,51830,16990000,1
173805,51524,338770000,1
Hashnest.com,19099,10580000,1
73046372,0,29804026,1
52307,52528,1477642408,1
3368,71972657,8706937,1
72020,Luno.com,51450000,1
52538,52202,99990000,1
1228047,Bit-x.com,2973652494,1
904,179,126383706,2
74304268,Bitcoin.de,58400482784,3
52307,BTCC.com,36570000,1
SlushPool.com,64652674,8904977617,2
YoBit.net,CloudBet.com,31000761,1
1654888,Xapo.com,32655080142,72
71554675,50810,1099352710,1
52125,41447,1013697135,1
219,101,227820640,1
52057,51843,356358800,1
Cryptonator.com,Cubits.com,4557108,4
50102,152,20080000,1
73047698,71527589,23016510,1
735,ePay.info_CoinJoinMess,1006920,1
566,1227,6053258,1
51219,52437,1981940933,1
52176,1289937,599990000,1
396,Cryptopay.me,203369839,1
70638589,44,1474713,1
SlushPool.com,315,7605319113,2
70063369,Cryptopay.me,612649077,1
2696,331,2728052,2
51512,70690987,300220000,1
2218,LocalBitcoins.com,6309249,1
Hashnest.com,995,5330406,1
50822,50425,18840000,1
44932,454,4570298,1
303639,70037420,228714072,1
72183382,71136944,13376970,1
17086482,44,6218052,1
50927,52104,266950000,1
1477737,4,5417728620,11
52222,51691,99990000,1
Huobi.com,101,2131535,1
69409522,70766956,9644011,1
69747602,5806528,5010766,1
50250,73231433,41542037,1
271437,0,2537574,1
50938,51120,215472422,1
72388,73152880,272340000,1
12280,Bitstamp.net,25273301,1
1654888,421,1882057416,3
864,1762296,522957109,1
71659901,44,1182044,1
72183382,71790493,12369975,1
69120997,Huobi.com,3854570,1
1598311,1747,10460246,1
641,PocketDice.io,1484195,1
10317,15879,10999969506,1
70927666,ePay.info_CoinJoinMess,18359929,1
70427437,CloudBet.com,85139999,1
51293,50405,456125957,1
354,20042,1397544239,3
