Source,Target,value,nb_transactions
Xapo.com,2331,5325055041,2
129,162,4739286096,1
50826,Xapo.com,19890000,1
73467037,69775901,70114743,2
289,Bitstamp.net,2206020000,1
19025100,BTC-e.com,62097274,1
57,566,129049083,2
69591713,51805,116065463,1
Betcoin.tm,1589747,4914680,3
69827719,73623739,54877024,1
40948331,70638332,350688840,1
ePay.info_CoinJoinMess,VirWoX.com,168518223,2
BitZino.com,SwCPoker.eu,4621863,1
73387706,72078407,56245967,1
NucleusMarket,43851,13839183,2
1070,896,163445857,1
71763755,NucleusMarket,354907198,12
NucleusMarket,HelixMixer,4769869526,35
71424633,883,44311974,1
5276159,1747,7294444,1
4126,421,396603740,4
107198,269,20812,1
0,7,379378062,360
354,829211,522441863,1
52236,70089229,199980000,1
Poloniex.com,1116,4693599070,3
NitrogenSports.eu,292,4060000,1
50200,51351,1249990000,1
CoinKite.com,LocalBitcoins.com,4413315808,5
454,36557,171193567097,3
71580357,SatoshiMines.com,9803400,1
Kano.is,6075,9999005707,4
50223,52538,300900000,1
BX.in.th,563,13340132500,3
72916433,72916591,84862625,2
3348,84127,47785129427,2
405610,48668419,42132933,1
HaoBTC.com,71738275,29932950000,1
118992,527291,4040980941,2
Paymium.com,LocalBitcoins.com,5493777826,1
69200089,CoinTrader.net_LocalBitcoins.com,41239705,1
5959635,CoinKite.com,225098,1
Xapo.com,641,5038595538,2
69487163,883,696888400,1
FortuneJack.com,2012172,2527894,1
50475,41096,247219891,1
70822388,73962381,31834811,3
33291,6919,113733590,1
CoinPayments.net,5941,2293328,1
Bitcoin.de,7,234108010,1
BitcoinWeBank.com,Xapo.com,73706497,6
Xapo.com,28663,2628840369,1
70717037,71633838,5210797,1
Xapo.com,OKCoin.com,7296012840,2
CoinPayments.net,LocalBitcoins.com,98992277,3
71920572,73832987,8962712,1
12381,BTC-e.com,44690780,1
1652,72944024,261000111,1
SatoshiMines.com,HolyTransaction.com,21462246,1
SlushPool.com,Xapo.com,35299951834,9
483243,35,3806949000,1
1654888,6875843,216497439,1
51217,Luno.com,1380000,3
0,52841921,41983404,1
70029,51115,177949000,1
71058153,LocalBitcoins.com,5011383,1
71685867,69433114,13748732,1
Genesis-Mining.com,73074553,2669494200,1
1012210,LuckyB.it,1090000,1
289,YoBit.net,212647611,1
Huobi.com,73128,11104823,1
906,5155233,499993261,1
72020,52078,100420000,1
2717523,1747,120494352,3
