Source,Target,value,nb_transactions
72128340,34281,35852889,1
Poloniex.com,849,30286685765,2
74094975,Kraken.com,1803477956,2
22353081,BTC-e.com,108033463,2
7655,3348,1065120900,1
Bitstamp.net,162,16405742656,7
1228047,Luno.com,59298612302,224
73780798,0,9920760,1
37,ePay.info_CoinJoinMess,712948436,1
Poloniex.com,7036,139189374076,11
Poloniex.com,24493,24939403324,1
53061831,733,15762589,1
1228047,860,370566317,1
SatoshiMines.com,Poloniex.com,5232158,1
3113201,Xapo.com,30706054,1
73545490,Xapo.com,984613055,1
0,544,4022882920,2
60,35049846,501938876,1
Bittrex.com,24493,2196704906,1
69906500,275,4239169517,7
BX.in.th,14,6678651704,4
131,217,1821024555,5
73388653,51,17605130,2
139,57,1774809453,1
YoBit.net,65,13569977,2
72753525,9,12129360,4
275,BitBay.net,14943500,1
340,129,175213988,2
340,Xapo.com,112649661,2
PocketDice.io,289,6930545,5
48009518,Poloniex.com,913120,1
864,432,12762848,1
4833806,91,165616666,1
Poloniex.com,BlockTrades.us,68577845525,7
27914256,20,7292025153,1
5714831,CloudBet.com,190752494636,1
0,272,18367018,2
Bittrex.com,1120,11483634411,2
1228047,417,156205525,1
354,0,8122431076,10
71450805,39,3235451728,3
0,4014,5134364,1
HolyTransaction.com,158,66142658,1
1622,Xapo.com,31086186,3
4,60,193959391,4
ePay.info_CoinJoinMess,525,18535374345,1
Bittrex.com,859,51387910036,9
20,70404041,1969130362,2
29548069,44,11111760,1
354,YoBit.net,5522195633,5
72419711,0,353279422,2
Xapo.com,163,91174626,8
Poloniex.com,893,2899830735,1
348,883,264301497,2
1654888,35255,617417912,1
Xapo.com,17622,131163,1
69199627,Luno.com,5650923870,30
14,523,14970171307,16
117,BitcoinWallet.com,34001486,2
PocketDice.io,152,27278282,7
CoinJar.com,0,205713687,2
21112,HaoBTC.com,1399714216,2
94,544,118900150,1
Bit-x.com,Xapo.com,5403781921,25
ePay.info_CoinJoinMess,CloudBet.com,6945316,2
2575,223,738347752,2
33117,11686,4630464692,3
391,Luno.com,74578360,2
73205479,62,3299446,1
1182362,391,60447405,1
Poloniex.com,7655,35085070736,1
Bittrex.com,175,109945035525,11
175,60,2596612564,6
72052102,14,1638491,1
ePay.info_CoinJoinMess,904,18535374345,1
163,ePay.info_CoinJoinMess,4014639,3
72419695,195,413862,1
234,102,6880874,2
MoonBit.co.in,3820,101513082,1
4,275,7652004090,81
14,13220,10588127662,4
MoonBit.co.in,MercadoBitcoin.com.br,332737500,3
1228047,60,8994141186,28
175,131,7949736686,16
MoonBit.co.in,5370574,101513082,1
MoonBit.co.in,37,797034403,11
Poloniex.com,175,1528364559290,59
396,20,10557654181,2
0,52197630,702211,1
4,386,435724719,9
Bittrex.com,4,111193057380,19
60,37,108150789067,10
39,286,226242758,1
4833806,ePay.info_CoinJoinMess,11927864,1
72157076,Poloniex.com,104346506,2
65,60,29937280,1
131,189,999821800,1
4,1567,22749021,2
19172839,ePay.info_CoinJoinMess,1705691,1
BX.in.th,BTC-e.com,730985396,5
MoonBit.co.in,1098,72457673,1
4833806,158,332149399,7
1432,777,31882200,1
387,BTC-e.com,2118717407,1
102,162,10605985,1
Xapo.com,SatoshiMines.com,218410515,18
15693,Poloniex.com,999824584,2
ePay.info_CoinJoinMess,Cex.io,55606123035,3
33117,BTC-e.com,47829142829,31
1228047,391,477332557,1
396,269,9998592000,1
Vaultoro.com,60,10532118592,2
5714831,Bitstamp.net,20529762649,5
175,276,10687537,1
1654888,FYBSG.com,477428358,1
14,33824,1569858916,3
20889164,14,839005,1
1228047,217,35546186,1
234,PocketDice.io,1500017,1
MoonBit.co.in,4,8984751452,124
70691730,195,97068724,2
5714831,BlockTrades.us,172555565583,2
14,472,36798976,1
Bittrex.com,ePay.info_CoinJoinMess,182659510852,23
MoonBit.co.in,891,217373019,3
Poloniex.com,39,4298179526281,217
14,71528500,225353,1
70744154,942,11723244,1
10018926,398,9660072,1
46590,283,181772291,6
Bittrex.com,695,2938430513,1
19172839,Cryptonator.com,3411382,2
Poloniex.com,275,548776161717,28
HolyTransaction.com,289,99959320,1
6300,223,3699873240,2
Poloniex.com,999Dice.com,37880198596,3
776,234,37187270,3
ePay.info_CoinJoinMess,58809,18535374345,1
163,162,179430015,4
444,13546,117693583,3
387,62,1007078212,1
14,CoinPayments.net,88985934816,151
267,1236,7967111,4
292,170,2509566,1
39,417,2506875460,2
456,29,31932607,2
4208,40262234,2921429,1
24142,Poloniex.com,1499950000,1
432,Bittrex.com,2250674,1
72130092,BTC-e.com,19133288,1
1228047,733,144224773,1
93141,175,2634736400,1
833,Poloniex.com,91928967,1
60,CloudBet.com,4446492839,6
Xapo.com,Bitstamp.net,22827610277,13
HaoBTC.com,20,9499428219,12
444,51,1579389195,19
71554098,CloudBet.com,450734,1
217,Poloniex.com,3152616389,22
37,Bittrex.com,64358505374,51
4,Poloniex.com,20060469840,158
16768780,20,25732206,1
Bittrex.com,BlockTrades.us,25400062299,5
Bitcoin.de,94,5831950523,5
801,Xapo.com,71140532,7
879,117,209029968,1
4208,YoBit.net,2417006,1
995,331,5709817,1
4823363,BTC-e.com,249990000,1
139,101,2497345738,1
Bitstamp.net,2214,12108814802,1
MoonBit.co.in,126,72457673,1
YoBit.net,Cryptonator.com,2000782,1
19172839,91,1705691,1
Bit-x.com,Bitstamp.net,4000127303,2
139,Huobi.com,412733868,1
4014,233,46011152,3
1120,Xapo.com,8988178829,8
73336518,70114757,843460150,1
1120,2545659,1748321272,1
Bitcoin.de,Cryptonator.com,1610790506,2
340,CloudBet.com,929339,1
5162,BTCC.com,114631889963,1
129,37,6766414,1
1228047,HolyTransaction.com,110653260,1
0,732,24263341,2
HaoBTC.com,71738275,39199689400,1
72314955,73832987,4004056,2
72367051,0,2067653,1
39,Cubits.com,292464112,4
69435335,14,22030000,1
39,Poloniex.com,74863213065,36
72970155,4,214941,1
20,544,99498068,1
Poloniex.com,578,250480011912,2
Xapo.com,276,57318909,2
Xapo.com,768,32608787,2
YoBit.net,801,1350068,1
72943679,73675164,2404761,1
4,SatoshiMines.com,858223254,1
126,7036,999857848,1
Bittrex.com,2480,14853312871,5
745,44,1776550,1
39,267,33596038,1
3690470,14,161417890,2
Poloniex.com,73466284,21779147182,1
1612,HaoBTC.com,1113424926000,37
4014,HitBtc.com,2534730,1
70770073,Xapo.com,659400,1
4,3648,8061812,1
Bittrex.com,61,73447315278,5
Xapo.com,Cryptonator.com,1093482882,18
107,695,74940000,1
Bitstamp.net,484,62106503379,5
284,15693,6511000204,13
289,152,36780993,1
0,129,29410423,5
5801,44,920175535,4
72943763,233,114896400,1
4823363,94,49950000,1
139,94,891126887,1
1436,HitBtc.com,73736010,1
139,45539,54310291738,20
