Source,Target,value,nb_transactions
833,94,702427267,2
4,70508324,19386053,1
MoonBit.co.in,BitBay.net,89441074,1
Poloniex.com,398,1260710210,1
5162,Bter.com,1522882438,1
292,14,8995094,1
50684,50023,49980000,1
396,Poloniex.com,1581418497,9
74304487,69302877,11994380,1
27140713,Xapo.com,246227516,1
368,3702,178000321,12
1450,340,2144892,1
70193650,ePay.info_CoinJoinMess,18436991,4
131,Poloniex.com,733777000,6
2457856,LocalBitcoins.com,404337132,1
Bitstamp.net,40097114,75385205123,21
0,152,12169779,9
157,14,12901911,2
131,170,1189000,2
7277,5611,402480,1
74042229,73231288,79269731,1
387,HaoBTC.com,9110369,1
71160053,71736907,6411916,1
ePay.info_CoinJoinMess,5941,23672159,1
71344493,860,13287170,1
9373931,BTC-e.com,34799777087,1
41334,51560,307030000,1
72733578,BtcTrade.com,489615508,1
Rollin.io,999Dice.com,2394903,2
72445728,860,13687632,2
Xapo.com,50288,92220822,1
Bitcoin.de,39,399969819,1
51351,BitoEX.com,66880555,1
ePay.info_CoinJoinMess,220,93089858,4
73485,70842,20060000,1
72524685,44,17036021,2
20,888,216580471,1
0,CloudBet.com,321099619,67
73362600,368,12003186,2
50897,9714,111620000,1
219,Xapo.com,2288914019,6
67813183,44,3706221,1
70976754,MercadoBitcoin.com.br,152214634,2
LuckyB.it,70874764,16559030,20
17622,275,1101308,1
410034,29,501801000,7
BtcMarkets.net,Hashnest.com,101005800,1
17548750,ePay.info_CoinJoinMess,14704748,1
ePay.info_CoinJoinMess,700,13899138,1
848667,2403,99735256,1
163,35,4939046,3
0,4395,75994320,1
69668580,ePay.info_CoinJoinMess,17463700,1
111896,70377594,1005436676,1
74120289,ePay.info_CoinJoinMess,407955966,3
39740391,0,12416129,1
51447,BitoEX.com,19340000,1
70976754,331,76107317,1
354,Cryptonator.com,43850768290,129
69409235,96,2373748,1
71450805,72837735,2548411034,1
4,SwCPoker.eu,19997288,2
23336637,1652,30204655,1
70166936,71866195,10506965,1
1654888,4359631,327788250,1
41190071,4620,25402,1
1903,122,86893001,1
217,Xapo.com,305598764,2
FortuneJack.com,BitoEX.com,183600580,3
50589,Huobi.com,27918379,1
60,163,399973600,1
Loanbase.com,0,99484132,1
20902,BitVC.com,5099772071,2
70534688,70875348,201080000,1
888,15493,46628704,21
70216571,CloudBet.com,5628385,1
1903,122608,17641669,1
131,417,1538782000,3
Bitstamp.net,39,891809657,1
20350828,906167,5525860280,1
11432272,73701984,23771700,1
1230513,20,278519497,1
50408,50478,7040000,1
102,Rollin.io,1632434,1
41176,53150,152367273,1
71554939,HolyTransaction.com,87214539,1
40868,51203,17697409,1
70063369,14,126034783,2
71162539,29,439520160,1
0,72916777,1500000,1
20,Bleutrade.com,667756700,1
7345,FortuneJack.com,76512328,2
1903,HitBtc.com,97385001,1
424,1669,182957445030,23
Huobi.com,2643,95159010,1
175,354,401006299,1
152121,BX.in.th,684306391,1
396,72754738,156927144,1
50250,50557,48398819,1
Coinroll.com,0,16133968,5
Poloniex.com,20,155452480,1
28873361,44,8508851,2
4,Bitstamp.net,98815421,1
71658987,44,8810720,1
354,MaiCoin.com,452905870,2
73153283,BitcoinWallet.com,6099432,1
220,20,1912173,1
37,Xapo.com,159077547,2
14,Bittrex.com,1751738390,4
72393183,29,1345286,1
69199627,0,443650207,29
4661129,61,37178912,1
57,FortuneJack.com,21058782,1
ePay.info_CoinJoinMess,292,87065008344,10
13328,50102,124987570,1
129,35,1489758,1
46798,91,3705330,1
1215,BtcTrade.com,403950791562,66
954,94,29499946240,3
72183367,200,29013570,1
20,Bitstamp.net,127831742,1
219,20,414413793,3
1228047,ePay.info_CoinJoinMess,17833867284,44
746299,563,178501686728,24
70325170,44,2607707,1
Poloniex.com,AnoniBet.com,5648915352,2
71711877,0,151641449,3
ePay.info_CoinJoinMess,Crypto-Games.net,18624571,1
660229,29,6250300,1
Xapo.com,Poloniex.com,827065493,43
Xapo.com,578,49286033,4
1612,17655,90256693553,8
SatoshiMines.com,ePay.info_CoinJoinMess,84580147,5
Huobi.com,2803,10001585047,1
354,370,173292166,1
39,4,23282067733,1
6048154,14,2402057023,5
3368,35,20486405,1
50039,52698,4950000,1
Xapo.com,72943668,103872686,2
12831237,8889192,69987570,1
YoBit.net,BTCJam.com,45609505,1
0,YABTCL.com,325700,4
FaucetBOX.com,348,40141480,2
ePay.info_CoinJoinMess,432,15754923,1
51419,Xapo.com,4811000,1
CoinGaming.io,497,1688661,1
19474319,49,1468710,1
849,Poloniex.com,86667231,1
267689,0,549985699,1
PocketDice.io,129,1745390,1
129,OKCoin.com,91601443,2
1215,73204717,10289704048,1
14,777,543343526,1
87610,SatoshiMines.com,8786694404,1
129,421,9035978,3
60089117,29,311344646,1
848667,BitoEX.com,38126389,1
4,340,55128413,1
175,CoinGaming.io,120125090,1
ePay.info_CoinJoinMess,3578,17890984,1
FaucetBOX.com,386,27082694,2
1567,4,418263822,3
405595,Hashnest.com,6066125444,1
4126,0,953957356,21
31767,6931,25367200,1
70821514,29,2426790,1
942,Xapo.com,100000,1
5540,Xapo.com,199950000,1
6048154,Poloniex.com,383011600,1
0,6048154,2071171002,2
ePay.info_CoinJoinMess,63073,28989875799,1
0,72103894,33254521,1
2877763,0,7538035,2
1215,BTCC.com,95485704495,19
ePay.info_CoinJoinMess,CoinSpot.com.au,15487972,1
1450,SatoshiMines.com,2182555,2
73310607,44,2998069,1
1654888,71814713,381893991,1
1306,29,40907248,1
Rollin.io,SafeDice.com,1816195,1
69827501,Bitcoin.de,31543149,1
PocketDice.io,CoinPayments.net,3464534,2
FaucetBOX.com,ePay.info_CoinJoinMess,711617729,19
110962,31943,30110937,2
