Source,Target,value,nb_transactions
72183022,44,3980000,1
64740,Poloniex.com,188082972,7
391,91,1803779,1
Xapo.com,4195,110004774261,1
19172839,107,9608274,1
14,Kraken.com,235545,1
71527073,44,7948374,3
Poloniex.com,CoinPayments.net,54080628203,1
HaoBTC.com,BTCCPool,123900000,1
58474589,Xapo.com,52877280,1
0,1149,80300,1
1903,417,18828327947,13
20,ePay.info_CoinJoinMess,2523191168,7
1654888,20,298901606,1
45243305,44,5087030,1
70822757,29,275430540,1
1228047,BitcoinWallet.com,2767642401,3
71921494,733,10373620,1
72392317,29,184485,1
13864293,189,217663039,1
74304181,49,9378961,1
4833806,Bitstamp.net,32795261,1
SatoshiDice.com,1316,10241489,1
35,4,2732781,1
4014,Poloniex.com,43304740,1
74304268,71032223,19395039124,1
22457176,999Dice.com,64813313,1
Bitstamp.net,276,28844564959,2
451,36332,3503778,1
64740,YoBit.net,26868996,1
BTCJam.com,6597,19542832,1
14,34476,4053868353,1
70691730,44,23136283,1
32413624,2769976,4007802,1
Bitstamp.net,BitcoinWallet.com,1077568803,2
1863,175,71691834,1
129,Xapo.com,67997574,1
0,Cryptonator.com,5001485,18
Xapo.com,2189,292251343,2
Poloniex.com,70377563,72836231097,1
72865519,BTC-e.com,2835663,1
238,2575,776592508,1
Poloniex.com,65,475469300292,4
71528260,69513521,13827935,1
39,60,7729973470,6
1834695,29,64073614,1
1075,61,4000667,1
72341558,73336518,99672881,1
71031884,36586430,8493700,1
73204630,44,11573548,1
57,14,8453874,1
219,Xapo.com,12670146346,13
Poloniex.com,BitPay.com,65476914789,1
Loanbase.com,102,21284400,1
4,163,6179443103,60
72104671,368,39418021,2
YoBit.net,217,50045274,1
69120844,331,5406680,1
94,269,599919612,1
72681482,44,11337273,1
1548,BTC-e.com,61099757,1
94,CoinGaming.io,582146253,11
0,1450,2040127,2
776,25914,72174150,2
405595,1566,117673747961,11
4,108,13588288,1
60,879,471374022,1
14,472,96805884381,32
Xapo.com,SatoshiDice.com,4910000,1
1391,29,4222913,2
72524092,96,1299986,1
39,417,87761853095,19
801,154,18197493,2
7655,TheRockTrading.com,566841300,1
126,29,13799569,1
74225593,Xapo.com,309297670,1
PocketDice.io,BX.in.th,19871354,1
776,107,72174150,2
2218,170,37787568,4
ePay.info_CoinJoinMess,29,117165324512,20
71188601,91,2509787719,23
HaoBTC.com,Luno.com,788427,1
0,72550978,15710360,1
ePay.info_CoinJoinMess,1300,149962927,1
72812733,61,71248840,7
175,131,40534677826,12
20,18946,221267796,1
74304268,999Dice.com,18600828553,1
71423294,49,7360750,2
Bitbond.com,BX.in.th,8950000,1
2093,Xapo.com,699943314,1
163,70454962,69001680,2
14,697,450585354,1
72419695,811,10439374,1
71110666,20,58552117,1
864,BTC-e.com,2043813636,3
999Dice.com,HolyTransaction.com,881543,1
848667,Luno.com,2881895817,4
74147564,14,38319606,2
70063369,102,50616485,1
73409706,5026,21354846,1
73622173,0,460680,1
70976754,0,162963044,4
69905904,BTC-e.com,10067198,1
396,275,59996136400,2
4810,BTC-e.com,511230191,3
73728662,44,1152435,1
72446493,Luno.com,22004757,1
14,315,490469,1
1332,163,299950949,1
87610,2189,3879529000,1
3656,72446493,28775714,1
ePay.info_CoinJoinMess,6919,189323734,1
20,70011208,124551881,1
0,1833,3251200,3
Poloniex.com,152,2579130208957,33
