Source,Target,value,nb_transactions
94,61177029,119400000,1
4823363,Bitbond.com,49950000,1
87610,37,2738642248,3
5540,578,199925000,1
Bitstamp.net,289,17395294076,1
Luno.com,Cryptopay.me,181451713866,17
14,578,17917836264,6
107,Xapo.com,13119021561,45
4195,29,12075784977,2
94,340,199928348,1
1436,152,1199346080,8
1070,HitBtc.com,1914266,1
57,276,42385384584,1
139,0,9949754965,2
163,SwCPoker.eu,7941955,3
340,91,1603127092,21
219,289,15468261717,4
639,BTC-e.com,14960000,1
Xapo.com,269,14246374,3
62,331,8083685003,3
Cryptonator.com,999Dice.com,25657994,19
64740,94,28315246,1
57,CoinJar.com,13213589,1
354,0,17052661841,16
102,69644289,3020573,1
Poloniex.com,195,219477544905,1
968,2230,61247113,1
387,883,9999915138,1
Poloniex.com,131,1993584454850,59
Xapo.com,18972,9868653,1
4661129,Poloniex.com,5568797421,17
Poloniex.com,CoinHako.com,182176414016,10
73100528,Poloniex.com,97458796,1
157,Bittrex.com,1905098,1
70034075,811,845760,1
117,342,2816386,1
14,70534041,76275689,2
69431810,Poloniex.com,62472286,2
72891482,44,2995760,1
7582,284,4602429,1
219,10497631,668476673,1
387,697,31123621,1
37,354,479619789,1
4661129,20,1051863,1
0,MercadoBitcoin.com.br,991206095,11
MoonBit.co.in,62,218251220,1
Poloniex.com,Cryptopay.me,3417131905302,105
139,417,2890224422,2
73336518,Bittrex.com,426638210,2
163,3648,1115898,1
62,348,2077590128,1
0,9,28490324,41
20705,0,19337400,1
1228047,65,3092057284,1
217,Bittrex.com,1868887194,31
65,Xapo.com,16935695,1
14,284,328975214,1
72943763,HolyTransaction.com,156625583,1
SatoshiMines.com,Xapo.com,3889641,3
Bit-x.com,44,1293577,1
776,2899,73908328,1
376300,421,131279,1
4014,ePay.info_CoinJoinMess,3784499,1
0,348,435743,1
340,Poloniex.com,1694971980,26
73074741,22823356,4952623,1
57,14,16839889,3
Poloniex.com,CoinPayments.net,151557484144,4
37,44,2859212253,2
27914256,Luno.com,3754256166,1
69199627,0,12735119826,89
14,MaiCoin.com,2492001814,1
20,70404041,557317908,2
0,42040,10968924,1
11264,Xapo.com,151468360,1
62,189,3265107854,1
94,162,2558567955,13
101,CoinSpot.com.au,1744668,1
20,398,2504961715,5
0,94,93062109,13
HaoBTC.com,162,5797273955,17
107,4,334800850,3
MoonBit.co.in,BitoEX.com,285616087,1
Bitstamp.net,91,146916144141,12
ePay.info_CoinJoinMess,289,61241533665,3
Bitstamp.net,HitBtc.com,59040455791,3
94,37,4330736847,11
BX.in.th,283,1369516327,4
0,PocketDice.io,578070,3
0,61,50242860,12
74304268,BX.in.th,487357970194,40
Bitstamp.net,39,331232155527,30
14,158,23531634924,5
340,170,50682624,1
Cryptonator.com,2218,2533694,2
74304372,811,4318801,1
916927,BX.in.th,2285385,1
Poloniex.com,16768780,11714003632,1
108,ePay.info_CoinJoinMess,1115817,1
