Source,Target,value,nb_transactions
71554939,101,87202992,1
Huobi.com,1226,2933938354,8
73336533,107,998895719,2
605,179,393484516,1
52841921,73832987,20981849,3
74042229,71032404,175391603,1
405610,73258135,485763404,2
73910111,49,24380049,1
0,70638958,5203456,1
354,417,1940972408,2
21513315,290,70924773,1
3368,BTCCPool,22291080,1
372665,898,451527700,2
33291,70377652,95208917,1
ePay.info_CoinJoinMess,4673,19018990,1
5211472,2918032,99950000,1
52469,51998,17970000,1
1215,HaoBTC.com,77129199408,7
271437,HolyTransaction.com,8044917,1
35806,454,3653881342,1
SecondsTrade.com,0,1308241,1
269,70638485,2938546,1
469,Cex.io,30789000,1
33291,72733939,183705764,1
FaucetBOX.com,227,1358131764,41
0,566,148691790,22
405610,MercadoBitcoin.com.br,1943053616,8
69615965,1103,13492000,1
1151,0,11997168,1
146276,Bittrex.com,3007047,1
42738489,368,7650036,1
Genesis-Mining.com,Hashnest.com,74743128382,16
1228047,401,1372584212,1
50546,50639,252992839,1
32622877,60,789911197,1
Hashnest.com,421,56062974,4
10168,73205118,99980000,1
14628432,368,256684330,3
72472364,73545432,76935175,2
5542047,MercadoBitcoin.com.br,141156690,2
ePay.info_CoinJoinMess,71685884,1380128,1
GermanPlazaMarket,69513979,27559598,6
73387706,69434947,13296109,1
101,LocalBitcoins.com,5573733,1
BTCJam.com,1769,1209087,1
15523721,CoinTrader.net_LocalBitcoins.com,4245800000,4
71215126,LocalBitcoins.com,1049994464,1
50725,73441091,130942000,1
51,1539,14163760,2
17427381,Bittrex.com,1963632,1
906,Luno.com,3371591004,4
40097114,Luno.com,508217000,1
69304322,BTC-e.com,108053921,1
33971,72785816,15168626,1
39694960,Hashnest.com,93622440,2
18340295,898,10191710000,7
6252,289,71127715,5
0,37,88575000,4
ePay.info_CoinJoinMess,64479,85293525058,1
74200162,4,39487056,2
2230,60,15569619,1
64479,290,25756393,1
39694960,1539,93622440,2
189,6748,30614546,1
70979322,ePay.info_CoinJoinMess,36990000,1
Poloniex.com,Bitcurex.com,6032292068,3
Genesis-Mining.com,25364188,1911010724,1
0,71633725,3834893,1
6764,BTC-e.com,2649380100,1
FaucetBOX.com,70848997,10439734,1
999Dice.com,72367944,1848452,1
70403439,999Dice.com,54323960,8
69906410,72472364,190212560,1
NucleusMarket,7319,5553048,1
76526,454,7023077618,1
71633153,70192666,7965049,1
0,Purse.io,93609966,14
60,193086,12032505812,2
0,60,2547728741,30
51631,52374,1999990000,1
BitKonan.com,Bittrex.com,86928035,1
OKCoin.com,954,618873814355,61
73963518,CoinGaming.io,150269698,4
33291,Cryptopay.me,45271586,1
71816350,56097,2866890307,2
405610,BitoEX.com,971526808,4
73310094,71450805,2300082340,1
139,6084388,2170749370,1
51834,52561,167931749,2
3368,CoinTrader.net_LocalBitcoins.com,61235286,2
Bleutrade.com,Bittrex.com,413327103,9
73753714,LocalBitcoins.com,4007706,1
144847,354,166900000,1
33291,33444,255734499,2
Poloniex.com,871,3371752973,2
50421,50032,137480000,1
60,Cex.io,4979623819,1
35270791,96,17394464,1
74042306,74147372,71091195,1
2238,Xapo.com,2504000,1
Hashnest.com,641,17221111,1
73858741,LocalBitcoins.com,6491005,1
315,1294,312303661,1
Rollin.io,NitrogenSports.eu,2549323,2
Genesis-Mining.com,1805,7670475208,1
51262,51834,203136400,1
Cryptonator.com,Hashnest.com,1603310,1
FaucetBOX.com,1443066,40832341,1
1654888,5267096,288908853,1
FaucetBOX.com,1149,103252307,7
1872,0,1205542932,9
1654888,57,172365135,1
Bitbond.com,4,69995410,1
72367929,73519165,118387789,3
33291,1469,555614863,5
5137,SatoshiMines.com,300190118,3
1226470,70743894,495446372,1
33291,ePay.info_CoinJoinMess,7354676028,56
4126,289,292589796,4
70455777,368,2456329,1
1022532,233,3471677504,21
2403,Xapo.com,1450225,1
Hashnest.com,3120,6998567,1
1215,BitoEX.com,80019900000,2
71188562,73832987,4698000,1
405610,CoinKite.com,242881702,1
Xapo.com,YoBit.net,83414587188,32
72627169,PocketDice.io,1360000,1
Xapo.com,1918,15183653185,5
Genesis-Mining.com,70638485,7670475208,1
70089217,73963652,134100958,1
50542,52361,199990000,1
Poloniex.com,4126,10418117377,4
GHash.io,Bitstamp.net,2535342547,1
12067426,1138,85366507,1
5211472,4,299850000,3
6252,107,16002816,2
1598311,1747,1805840000,6
Genesis-Mining.com,5137,1911010724,1
1769,CloudBet.com,50446454,3
ePay.info_CoinJoinMess,72262817,195141261,1
39694960,1469,152258744,2
Genesis-Mining.com,25001421,9581485932,2
Poloniex.com,1116,7810156652,2
0,BTCJam.com,129063020,6
BitcoinWeBank.com,0,75239840,4
64698442,855,973372,1
ePay.info_CoinJoinMess,72130745,99426213,1
70325050,Cex.io,73134338,1
ePay.info_CoinJoinMess,4570,372543000,1
NucleusMarket,71763755,186900000,1
40075,11031,78692463,5
72917838,69878799,28120994,1
405610,Igot.com,242881702,1
269,354,613888319,5
21503424,401,34770000,1
71449835,401,12225504,1
170,71554939,2019112028,12
CoinPayments.net,74067866,3481704,1
2384,Bitstamp.net,77919416,1
5543010,617075,1289141,1
871,Poloniex.com,29739333,1
1144,7369,6002000005,4
483499,BTC-e.com,469533537,1
354,Cex.io,5299514045,10
Poloniex.com,122,26445205787,4
1654888,BX.in.th,239342120,1
ePay.info_CoinJoinMess,72262586,78045753,1
Bitstamp.net,70965830,4103651959,2
0,292,683235,1
Xapo.com,995,2710584324,1
Genesis-Mining.com,290,3836363429,1
Poloniex.com,330978,2800362101,1
Xapo.com,OkLink.com,15225383186,4
Xapo.com,Igot.com,2671452177,1
405610,3578,485763404,2
CoinPayments.net,69383112,2331403,1
Bit-x.com,CloudBet.com,1615309,1
YoBit.net,2403,1401819,1
9779883,1747,9655104,1
Kano.is,29227,4982164053,2
73153035,58471,10349581,1
69984509,70245912,289525491,2
33291,MercadoBitcoin.com.br,13377762958,126
40097114,70481397,40415000,1
62939720,411,44116566,1
72996114,BTCC.com,22659009,1
118992,5460169,9418983712,3
72367415,4,1053562,1
70089418,Hashnest.com,2791574,2
ePay.info_CoinJoinMess,Purse.io,1011709900,2
451,69249539,18968483,1
220232,833,4836380,1
71735387,69589804,11570000,1
Exchanging.ir,74173688,9980000,1
289,Poloniex.com,25993299,1
396,CloudBet.com,2289455617,1
2227706,833,5159983,1
259537,315,52918542,1
FaucetBOX.com,62035,28498138,1
70611284,58102,16602595,1
16621,5620,23720995,1
72786173,1144,754353608,3
38161,ChBtc.com,345893856,1
2566,2643,365667290,1
70717619,7,6900000,3
73151810,70455593,48045612,1
74304372,10789,19067274,1
BitBargain.co.uk,73832987,393727821,1
39694960,833,391197301,4
43156702,596297,241373572,2
Cryptonator.com,1294,33842042,1
57,7,87095493,66
39694960,331,683061133,9
Genesis-Mining.com,72916777,1911010724,1
70482085,49,123015219,2
50236,72154967,353070000,2
71685540,17570478,224481046,1
72419170,51373,118180000,1
1918,4,1632375,1
GHash.io,Kraken.com,2535342547,1
30745899,1203370,4970700,1
4908,0,2082675838,17
29562533,70717836,535980000,1
Xapo.com,107,10225503490,4
1226470,233,6785707000,1
SlushPool.com,525,2500770391,1
Xapo.com,11851,5398378072,2
3223,OKCoin.com,112603237,3
FaucetBOX.com,126,32932097,1
1769,101,5089091,1
Loanbase.com,Poloniex.com,1208144933,2
118992,2439565,2010848064,1
73701243,368,16178893,2
72472408,72812926,9802822,1
72812937,1170198,169575800,1
Bleutrade.com,354,1292451,1
71816350,315,5398137538,3
Xapo.com,7351,10102796146,3
1391,Cryptsy.com,27756889,1
Rollin.io,Luno.com,13687852,10
73178252,9767926,33104703,1
61,7,2004600,1
26590,833,42004118,2
50791,51805,99990000,1
72289111,70037420,224595130,1
