Source,Target,value,nb_transactions
50826,51753,52760672,1
1391,BitoEX.com,59358336,1
21266,72078095,33472215,1
1215,424,9999985350,1
3368,70822184,10379293,1
999Dice.com,71163214,13669060,3
72707471,73441091,299978996,1
73336077,49,14183980,2
70953395,BitPay.com,58036025,1
FaucetBOX.com,348,61265219,4
52032,51598,9990000,1
Xapo.com,SimpleCoin.cz,425056226,3
73414099,SatoshiMines.com,47625,1
PocketDice.io,BTCJam.com,3886120,1
FaucetBOX.com,292,210599676,7
SlushPool.com,14950759,6100502282,2
Bitcoin.de,269,53056002,1
69827719,73231288,84463549,1
354,CleverCoin.com,489660184,1
73544254,1138,58737648,1
ePay.info_CoinJoinMess,999Dice.com,1318910600,16
1144,7369,3001000001,2
472,Poloniex.com,33702249091,16
21266,126252,33448057,1
Genesis-Mining.com,CoinHako.com,1197703296,2
0,368,8996910,5
70586820,73623721,53055426,1
999Dice.com,73911137,4901522,1
61,18918,142152215,4
Xapo.com,OKCoin.com,10222222,1
69278238,ePay.info_CoinJoinMess,7893841,1
72943763,0,37861600,4
51203,51944,198309775,1
69304177,BitPay.com,485644855,1
CoinPayments.net,497,847309171,2
7366,526142,15001000011,1
72262922,69906078,34334778,1
Bitstamp.net,71121318,124201272,1
354,2643,4042409701,5
71816350,937,470210856,1
HaoBTC.com,Luno.com,1621000,1
71996727,368,7003506,1
101,16962,14822614,2
354,61394841,489660184,1
50777,50927,253160000,1
57,6597,53753009,3
71394941,811,201326014,3
461416,Cryptopay.me,1114686594,1
50546,51870,25936042,1
Poloniex.com,13637,1433248990,2
50996,70089229,42510000,1
Xapo.com,5232,4623324,1
50407,50477,70750000,2
42003527,LocalBitcoins.com,33683450,1
0,69121354,89086440,1
Kano.is,CoinTrader.net_LocalBitcoins.com,10045876999,4
777,FortuneJack.com,12875552,1
3693472,444,100090701,1
ePay.info_CoinJoinMess,69697248,90966288296,1
365071,22974624,34999009637,1
1911405,Paymium.com,56660768,1
28243748,Cubits.com,1151394544,3
354,0,345997460498,506
11907,LocalBitcoins.com,73133000,1
6193,811,12468700,1
SafeDice.com,Rollin.io,1169683,1
Xapo.com,252,4982405,1
Crypto-Games.net,2696,54001461,4
6252,BX.in.th,15687264,2
BitBargain.co.uk,HelixMixer,299983700,1
CoinPayments.net,129,12865534,2
22603399,73179108,427874000,1
229519,61,14246600634,11
51870,50199,522495051,1
220,4,547663015,31
126,773461,82018381,1
20,CoinPayments.net,212268297,1
1228047,Hashnest.com,569120705,2
69853541,44,96000976,3
271437,Xapo.com,35524877,4
69984483,50777,399961630,1
71251,50133,32090651,1
70429641,4013,5109329,1
BX.in.th,3957,863581253,2
ePay.info_CoinJoinMess,6252,252629576,2
292,Rollin.io,1106101,1
60,70901336,999986469,1
51612,50996,103440000,1
Kano.is,Bit-x.com,10045876999,4
71684684,BTC-e.com,306469308,1
1228047,41447,154985066,1
126,398,8417575,1
0,SafeDice.com,5109943,7
4126,60,1588612497,12
PocketDice.io,MercadoBitcoin.com.br,100597838,20
50685,51903,365301731,1
9749,Poloniex.com,699980000,1
70089229,51192,575753694,1
71787943,44,2235119,1
52082,50411,99990000,1
41672,51562,46130000,1
71816350,37,723800295,3
74251532,BTC-e.com,141815256,1
74304437,Cryptopay.me,157190422,1
50888,51612,799990000,1
0,398,140320690,5
112485,BitPay.com,13175593,2
Genesis-Mining.com,MeXBT.com,919385616,2
1247276,51805,89780000,2
57,20,1573883383,5
69827694,CoinPayments.net,2268559,1
52176,51598,200080000,1
71343970,71816597,63143418,1
71554939,29478,125221021,2
SimpleCoin.cz,BTC-e.com,337884000,2
51294,52104,248258000,1
ePay.info_CoinJoinMess,Huobi.com,79581214550282,869
70429474,LocalBitcoins.com,58374045,1
1228047,41035,517964031,1
52735,Xapo.com,22009387,1
41672,52685,90980000,1
41379,51153,430241349,1
954,290,5162898805,7
22399362,CloudBet.com,2106587000,3
74120870,44,1683497494,8
72235728,44,5161571,1
71816350,16621,981209641,3
1228047,170,513075897,2
7582,0,357322600,3
50421,1573711,1999990000,1
FortuneJack.com,ePay.info_CoinJoinMess,24893735,4
3368,37,10379293,1
51834,8194,185990000,1
51115,51182,1202873358,1
20,4,460747497,2
107,FaucetBOX.com,261193,1
71057993,58102,5478000,1
24951,1848635,138234500,1
73205118,44,19344809,2
72940378,52841921,12799504,1
73937548,73701243,596094753,1
52307,50639,381440000,1
51237,51376,342869180,2
354,YoBit.net,972505605,3
73153029,SatoshiMines.com,23643,1
51192,52735,287789029,1
Poloniex.com,BX.in.th,7413385394,5
1477737,ePay.info_CoinJoinMess,9206940,1
2329,523,13990000,1
69697250,9914133,130793670000,8
70796631,LocalBitcoins.com,238159210,1
7430,60,6382297739,2
ePay.info_CoinJoinMess,Poloniex.com,1101390162544,35
71816350,22823032,520474043,4
71736993,368,5376990,1
20,PocketDice.io,70528116,1
72157147,44,465716308,2
8387,Bitstamp.net,999981079,1
ePay.info_CoinJoinMess,3073,90966288296,1
Poloniex.com,CoinMotion.com,2058061373,1
74304268,SatoshiMines.com,9869244322,1
71346041,Huobi.com,3759839256,2
ePay.info_CoinJoinMess,239609,90966288296,1
29343298,700,22396702,2
70770527,LocalBitcoins.com,1334894762,2
51387,50420,799990000,1
35,BTC-e.com,17790797,1
SlushPool.com,Genesis-Mining.com,63713598048,17
821,175,3351990000,1
70586820,74303170,35214196,1
74304268,821,20128694533,2
72943916,44,6664778,1
398,71345333,23532194,1
1227,CloudBet.com,2056002,1
60,821,1361986427,2
Xapo.com,51560,609978212,2
73937508,BitPay.com,144739623,1
74278362,69382546,28494273,1
73413077,421,4873550,2
5325883,74147398,331101703,2
71738089,4,50294474,1
50102,50423,218890000,1
72679314,368,48919534,1
Genesis-Mining.com,2214,598851648,1
0,70665166,430000,1
51870,52684,73512471,1
8194,51069,977865200,1
PocketDice.io,Xapo.com,504911533,129
72023831,Xapo.com,11658317,1
51975,8194,1081126743,1
74226233,289,472009,1
1477737,Poloniex.com,52320710,2
71816350,298,3437491170,15
69827661,6320370,83314292,1
69827719,73936949,37592250,1
51069,50640,1199990000,1
999Dice.com,220,1200264,2
60,303647,1999975473,1
Genesis-Mining.com,6652,598851648,1
22286811,Cubits.com,619140000,2
69879885,CloudBet.com,307038,1
70822457,BTC-e.com,17500692,2
1215,72051726,49999963200,1
71816350,61,421385864,1
50623,52221,99990000,1
8194,50289,176040410,1
70744146,0,1594500,1
3649592,34281,80254582,1
51560,50180,99990000,1
ePay.info_CoinJoinMess,315,91361144891,2
50895,50199,198000000,1
71251,71396,399990000,1
842,129,223902296,2
YoBit.net,662,1161275,1
69409245,4,231054859,1
ePay.info_CoinJoinMess,1151,90966288296,1
ePay.info_CoinJoinMess,1539,273717411674,10
73519226,ePay.info_CoinJoinMess,147779005,2
57,Bitstamp.net,69970,1
354,129,1300297325,5
71947449,44,6518200,1
1803,HelixMixer,88860873,1
69984100,42893,395745832,1
71236684,64256851,54470760,1
52032,50112,9321451,1
MoonBit.co.in,405610,1609754171,2
220,37904064,30995104,1
50640,51056,259890000,1
20,ePay.info_CoinJoinMess,949368852,8
MoonBit.co.in,52842109,29985252,1
Cryptonator.com,ePay.info_CoinJoinMess,24076432,8
365071,0,244993067459,7
73649514,70822403,37467264,1
70534041,BitcoinWallet.com,1331713164,2
9639228,860,834328706,1
12168,51502,273194427,1
Bitbond.com,YoBit.net,144516654,1
1654888,70770548,343803564,1
396,544,778384042,1
105641,BTC-e.com,9830146656,2
1654888,69409296,270087167,1
483243,386,799970262,1
71057993,22583343,6774203,1
5269440,Cex.io,957212,1
1841887,4403,2175382,1
101,74301842,3238654,1
SatoshiMines.com,1294,4084223,2
238610,ePay.info_CoinJoinMess,199301458,1
71659791,Xapo.com,555484,1
72262753,73441091,5318738996,2
Poloniex.com,227,6402301725,1
315,101,791375495,1
71947411,5620,70823518,1
52165,51753,35885877,1
3615819,1747,84289982,3
Rollin.io,2696,1163279,1
69539616,44,5265810,1
37458036,7215724,1018541194,1
69432558,BX.in.th,188717215,1
289,Poloniex.com,284075491,4
35049846,CoinPayments.net,838632818,1
60,523,1999975472,1
0,44,76163671,19
FortuneJack.com,HolyTransaction.com,2052700,1
483243,3312,1568373279,1
52965,50370,921723112,1
ePay.info_CoinJoinMess,CloudBet.com,27146081,2
PocketDice.io,879,1515010,1
Huobi.com,0,37361872,2
50777,41447,1230798000,1
2550070,ePay.info_CoinJoinMess,271914570,3
51597,50352,1499990000,1
34387,454,115637195,1
1215,BTCC.com,80000960533,3
57,LocalBitcoins.com,737675760,5
Genesis-Mining.com,292,2395406592,4
315,69121354,1189915337,2
0,129,705117,2
3473,Poloniex.com,65412985,1
220,129,3001100,1
1228047,386,396657851,2
354,292,428731536,1
73336644,FortuneJack.com,61622,1
71293438,200,23574967,1
Huobi.com,Paxful.com,4180634872,3
295687,OkLink.com,1422815504,1
73336533,Bit-x.com,7187330601,1
50640,52484,299880000,1
73570928,Huobi.com,10584296,1
57,Bittrex.com,23861178,4
72236229,44,21250000,1
73150432,BTC-e.com,282602000,1
954,Loanbase.com,999950000,1
1654888,421,493243014,3
70770088,13645,1996181881,1
51975,50762,1269270743,1
5673845,368,58668152,1
Kano.is,73519155,2489979476,1
4907947,FaucetBOX.com,31832356,8
2748119,BTC-e.com,431951900,2
50421,51569,127071903,1
1654888,16621,466651177,1
472,BTCCPool,91208753,1
50557,50265,29990000,1
Genesis-Mining.com,5137,598851648,1
74223331,292,7073945,1
50289,Xapo.com,39980000,1
20,774,294458006,1
8194,Luno.com,5750229,1
73542445,2895,44909550,1
7655,Poloniex.com,6029964768,7
FaucetBOX.com,Bitcoin.de,76612542,4
2496802,101,19541349,1
50422,51401,120475000,1
Xapo.com,HelixMixer,112434892,1
74173464,51420,129879502,1
57,497,82073622,1
74120870,BTC-e.com,8401500,1
51845,52306,99990000,1
842,41680,35733193,1
50826,BitoEX.com,58700000,1
1149,1747,37013984,2
52307,50301,115320000,1
FaucetBOX.com,71738316,29692238,1
71999749,PocketDice.io,3021436,1
SlushPool.com,995,2546222240,1
396,ePay.info_CoinJoinMess,6393160374,10
396,Bitbond.com,734479945,2
FaucetBOX.com,BTC-e.com,636077529,24
FaucetBOX.com,891,53383407,5
34171420,LocalBitcoins.com,458989493,1
640281,821,71531422,3
60,24007,999972938,1
HolyTransaction.com,1294,4100122,1
107,3348,2250327471,1
Xapo.com,51293,11213508,1
1228047,50698,348292237,1
72208160,44,10597546,2
Bitbond.com,BTCJam.com,2990000,1
73467037,44,65683579,1
FaucetBOX.com,71606356,14651794,1
71554939,1309,163857596,4
52376,51374,199990000,1
MeXBT.com,LocalBitcoins.com,448010000,1
Huobi.com,70034075,11840000,1
69906434,4403,26180335,1
70482207,BTC-e.com,609456704,1
57,73178179,4850375,1
73597791,513,1187674,2
472,1226,1499794000,2
50331,53130,656169401,1
1335,Poloniex.com,199970000,1
220,ePay.info_CoinJoinMess,38626980,2
937,CoinGaming.io,3275201,1
FaucetBOX.com,1769,29837272,2
69929013,BitoEX.com,1245166,1
50265,50779,754393000,1
49985443,BitPay.com,47550059,1
24743912,96,3165938,1
122,Xapo.com,61338524,2
Huobi.com,129,37157555047,9
MoonBit.co.in,Cryptonator.com,688378350,2
69460930,61,49958764,1
74274307,70428892,1113229924,1
833,Luno.com,13678300,1
41213,52011,93340000,1
50826,51562,402490672,1
70953422,BTC-e.com,9106000,1
52266,51032,42599440,1
69330819,70717613,80900137,1
Poloniex.com,24493,2353679731,1
72262922,73465982,5427764,1
0,MercadoBitcoin.com.br,36915744,21
CoinJar.com,Bittrex.com,13698879,1
71816350,999Dice.com,1388934588,6
2160,70298723,455430,2
73413077,Vircurex.com,1049719,1
43156702,Xapo.com,50065429,1
52561,Huobi.com,1224400000,2
50867,51808,67741158,1
0,101,346959724,32
SatoshiDice.com,66692,1557493,1
52373,50490,700180000,1
69880033,860,102637500,1
Genesis-Mining.com,417,1518237264,3
Poloniex.com,255623,1021836737,1
PocketDice.io,60,28980091,3
Genesis-Mining.com,BitoEX.com,6714016992,14
73466795,BitPay.com,2973895532,24
SatoshiDice.com,46559,29980000,2
5010,Huobi.com,1030199,1
2231466,3053082,1680384079,2
71816350,29478,153335116,1
2425431,1747,291699519,7
1228047,15681814,540686485,1
70979683,15681814,153968866,3
35930791,LocalBitcoins.com,1004853216,1
FortuneJack.com,74330389,23100781,1
101,57556,186656564,2
71816350,233,440669640,2
72655180,73441091,121944091,1
220,Luno.com,5257007,1
0,289,180000,1
71816350,315,3076884205,11
3473,220,7350581,1
220,0,69468962,7
17786694,BTC-e.com,161676293,1
108,Xapo.com,16878075,1
52725,169991,171868976,1
134509,Xapo.com,20971000,1
Bitcoin.de,101,62067489,1
131,Cryptopay.me,4037191000,1
0,1144,3892062,4
SlushPool.com,Loanbase.com,3325438816,1
354,1769,850272600,1
52011,52306,193481000,1
72891504,BTCJam.com,13049644,1
0,195,142829705,34
1391,170,59358336,1
51515,OKCoin.com,110440000,1
14228,BitPay.com,8469060,2
FaucetBOX.com,1386,11471214,1
1522581,Poloniex.com,462619,1
71816350,69671033,331791475,1
69749438,2820290,69671000,1
8507696,NitrogenSports.eu,987100,1
51781,50606,966513416,1
72445534,72262720,297823970,2
154,44,12017768,1
Kano.is,72341503,10045876999,4
954,Huobi.com,23746420240,2
40097114,BTC-e.com,56169000,1
71581193,50726,959950000,1
629,Bittrex.com,1386080,1
999Dice.com,Exmo.com,7930593,2
74173464,51503,130969498,1
14264,4013,141808760,2
50039,50023,25870000,1
1228047,50199,407301933,1
74304268,417,56985089757,2
Xapo.com,2218,29357302,3
41194305,269,4656395,1
283,Xapo.com,391555,1
71789096,170,1052258,1
Poloniex.com,BitBay.net,11914845637,2
220,FortuneJack.com,3643598,2
71920572,52841921,13811350,1
1798,Poloniex.com,15190630,1
HaoBTC.com,LocalBitcoins.com,3116135927,10
621759,OKCoin.com,2510993667,1
41190071,Xapo.com,49029,2
HolyTransaction.com,Xapo.com,1050200,1
37463324,44,15328528,4
70482037,96,9511208,2
1215,Hashnest.com,49999963200,1
Bitstamp.net,69378439,8741567182,1
71842456,1585,11933047,1
Kano.is,72498745,10045876999,4
SlushPool.com,Bitcoin.de,27178297129,7
69278079,72706288,40768193,2
51096,169991,48920000,1
12067426,0,104979004,1
Cryptonator.com,3765,1200130,1
Huobi.com,ePay.info_CoinJoinMess,31110413737,6
SlushPool.com,BitcoinWallet.com,7569573278,2
VirWoX.com,Xapo.com,43891284,2
7645,0,292308477,3
69906265,44,5447183,1
69984509,70796482,219456251,1
69147640,ePay.info_CoinJoinMess,114619674,2
71369879,19431,10081442,1
0,1972,1045625,1
71735387,809,4457722,1
ePay.info_CoinJoinMess,CoinApult.com,91090616453,2
6572902,BTC-e.com,6552428,1
60,2640,6999895236,7
Huobi.com,51386,11804795,1
72020,8194,99990000,1
70979675,44,34700534,3
73179290,44,673412,1
2125413,1747,470343500,4
69277210,ePay.info_CoinJoinMess,6829084,2
71581193,50950,459900000,1
