Source,Target,value,nb_transactions
1328107,GermanPlazaMarket,40615635,1
354,Bittrex.com,29053500052,33
ePay.info_CoinJoinMess,879,71996752006,1
71291793,70011173,23327223,1
SlushPool.com,Poloniex.com,7413850318,2
71554939,72576990,988719944,2
Xapo.com,Bleutrade.com,330862422,7
69668803,BTC-e.com,7556600,1
73388652,10440706,121643254,1
HolyTransaction.com,NucleusMarket,64863281,1
354,85197,1222918812,1
3226874,Xapo.com,1285598685,1
70639009,69775684,40097488,1
PrimeDice.com,1470093,1154240,1
Cryptsy.com,PrimeDice.com,2345866,1
622667,Bittrex.com,217940810,1
Kraken.com,8679,2983050143,1
26259724,Paymium.com,250694729,1
3219197,AlphaBayMarket,7260011,1
447334,AlphaBayMarket,1489049422,3
MiddleEarthMarketplace,Xapo.com,240883158,1
48668419,Cryptonator.com,156793,1
71450805,AbraxasMarket,1503439278,1
DoctorDMarket,38147,244561909,1
Xapo.com,FortuneJack.com,124207141,7
70612568,Cubits.com,243309,1
Hashnest.com,Cex.io,1944201,1
PrimeDice.com,1370,131201587,2
ePay.info_CoinJoinMess,2545,1079951280090,15
YoBit.net,269,1751890,1
612782,BTCCPool,74999787564,1
5553070,4,40974565,2
354,29427,7739966394,4
898,Cryptsy.com,1839035793,1
Genesis-Mining.com,1227,6924312271,5
72341601,AlphaBayMarket,216021874,3
MoonBit.co.in,1144,7826316,1
Genesis-Mining.com,29455,2211715157,1
354,149405,2865707362,2
71554939,Rollin.io,649378171,2
1654888,0,8039966367,9
BitoEX.com,BTCCPool,20975068148,6
444438,CoinTrader.net_LocalBitcoins.com,1255925410,1
0,Xapo.com,94188233,20
5542742,883,19852840,1
73807082,0,10126615,1
69383113,72289129,170654358,1
73623721,368,39929292,1
ePay.info_CoinJoinMess,27789501,71996752006,1
70927603,73466833,72475825,1
107,CoinTrader.net_LocalBitcoins.com,159031208680,11
Rollin.io,ePay.info_CoinJoinMess,3686653,2
70455774,73153035,42539144,1
5283,4,16441150418,1
70979644,Kraken.com,4269762089,4
853912,1747,32838581,3
74278522,73545276,84245158,1
70874550,0,39975605,1
69199627,57,183279768,1
Rollin.io,162,990000,1
57,CoinTrader.net_LocalBitcoins.com,14068376,2
69827719,71371977,437452702,1
0,272046,2975165,1
Bitstamp.net,SwCPoker.eu,999992857,1
72732586,71397591,26888210,1
73336533,Xapo.com,2612883312,1
5152896,1747,44200861,1
107,ePay.info_CoinJoinMess,17625777703,4
AlphaBayMarket,Hashnest.com,4493480,1
1420757,CoinCafe.com,5566929942,1
3215837,CoinTrader.net_LocalBitcoins.com,43936099,1
72183514,NitrogenSports.eu,25869080,2
6355,QuadrigaCX.com,735099863,1
69409522,69984672,71449614,1
70900879,70482093,85838054,1
354,3120,6098790696,10
Xapo.com,Paxful.com,80068943,1
CoinKite.com,HolyTransaction.com,1293381,1
61843996,61,8140383900,48
73012179,1218,12160385,1
PrimeDice.com,BitcoinVideoCasino.com,18303497,1
3368,3179,6888870,1
73387955,265,20415858,1
70063356,Poloniex.com,3723208,1
1925,62915604,785600319,2
BitAces.me,16247858,24050000,1
2331,72944088,1132005,1
4338203,73622524,91994008,1
61843996,1539,99161000,2
SlushPool.com,4411380,6509647827,2
73284568,4348611,32145395,1
73623403,ePay.info_CoinJoinMess,23590465,1
32342926,Paxful.com,199990000,1
CoinKite.com,0,107336559,5
Genesis-Mining.com,56717,2316420248,2
2961236,FaucetBOX.com,22475074,3
71162980,SatoshiMines.com,20810000,1
354,73310609,559350067,1
69199627,AbraxasMarket,183279768,1
122,175,20171935010,5
CoinKite.com,71083094,43797000,1
Bitstamp.net,2550070,2324006689,1
2338,CloudBet.com,131576,1
MoonBit.co.in,227,59204385,1
71502419,ePay.info_CoinJoinMess,90868415,1
3170007,860,761490000,1
Bitstamp.net,BitPay.com,11883299382,5
44273792,BTC-e.com,172546661,1
70508252,AlphaBayMarket,28515709,1
73360669,Kraken.com,8684773375,1
354,QuadrigaCX.com,1719538164,2
0,HitBtc.com,4061502,1
6054,61,2289961662,1
ePay.info_CoinJoinMess,Cex.io,2376431996554,35
101,57556,14712036,1
73675789,CoinTrader.net_LocalBitcoins.com,829030000,1
16962,255623,96772630,1
69827719,72288827,238093383,1
70298377,69147778,78436305,1
Huobi.com,BTCC.com,197244405788,75
NucleusMarket,27849,64900000,1
72103703,69487512,31227807,1
71554939,4273,588955625,1
74147656,BitZino.com,15499243,1
3368,HolyTransaction.com,261878454,27
3614758,ePay.info_CoinJoinMess,21561648,1
FortuneJack.com,1539,23600875,1
3368,AbraxasMarket,20100987,2
61,AbraxasMarket,286000000,1
Genesis-Mining.com,255623,2316420248,2
69566026,Cryptonator.com,1293547,1
295653,NitrogenSports.eu,26889138,2
ePay.info_CoinJoinMess,Bittrex.com,359985215937,6
72393857,NitrogenSports.eu,7060000,1
71005802,441956,8470757,1
Poloniex.com,NitrogenSports.eu,142064326,2
472,Poloniex.com,200190000,1
