Source,Target,value,nb_transactions
15568,1149,2420878,1
87610,BTC-e.com,54578360755,4
73074752,0,13796833,1
70319744,Cubits.com,3038271,1
111896,BitoEX.com,18275937760,2
87610,283,36918016002,5
ePay.info_CoinJoinMess,BTCCPool,2600638547944,88
Xapo.com,2479,36594700,1
105520,860,2384248117,3
4327041,BitVC.com,2226410000,1
73701984,0,166478000,1
0,833,2700943,1
201738,29,14800014,1
74304268,289,2487063091,1
14,69513664,614240789,1
MoonBit.co.in,405610,160875996,1
289,60,47332554,1
9796635,289,192000,1
298,Poloniex.com,8543252,1
20,432,2299581832,15
MoonBit.co.in,1356141,197240000,1
Poloniex.com,BTCC.com,505702684284,8
Bit-x.com,284,1032781482,1
CoinJar.com,503,14658343,1
0,94,24138180,5
74304268,421,20782849149,4
Xapo.com,220,1038450257,33
74304268,298,1543584617,1
14,72075381,262431705,1
71554939,995,144194190,1
74171392,69,20674930,1
72209812,44,325794,1
69252057,61,26854930,2
7884725,108,4990000,1
5540,67641,599625000,2
71137165,368,31127199,2
Poloniex.com,Bitstamp.net,822353745733,11
MoonBit.co.in,3473,58676140,1
BTCJam.com,Bittrex.com,3240116,1
73310607,BTC-e.com,20223146,1
MoonBit.co.in,73545461,197240000,1
468,298,676531935,4
354,60,12406008312,9
MoonBit.co.in,69697196,122644047,1
3455,10543670,12044206,1
73152872,198640,5652000,1
220,4,284699100,22
71450805,859,75754928252,5
Bitcoin.de,Poloniex.com,1778304681,5
SlushPool.com,BtcTrade.com,3865630763,3
1120,Cryptonator.com,145293786,1
1182362,158,6983749,1
73048147,71685734,34097246,1
7345,Rollin.io,283558132,2
94,74068271,4578447,1
1316,91,1987118238,6
227,ePay.info_CoinJoinMess,13578754,2
19172839,CoinPayments.net,10472819,2
842,750,1344949423,2
5325883,69643409,36011410,1
71737904,61,230793810,11
1098,451,3446606,3
154,14,516702220,6
801,Xapo.com,45730985,3
70452027,4,3315310,1
36979159,16768780,2869299,1
60,71450805,20910398738,1
1228047,117,117271279,1
Huobi.com,73493372,7465758469,6
0,5342,476640,1
354,OKCoin.com,17767765236,12
5055,444,1074468186,1
72419626,49,3761979,1
999Dice.com,YoBit.net,209799087,1
MoonBit.co.in,4907947,197240000,1
9714,189,1059873380,1
750,424,7444176,1
39,20,3949942567,6
2844,Cubits.com,6056220,1
107,Matbea.com,51602213,1
72418957,44,5511473,1
1612,2214,12357520113,1
73987564,2803,4331546,1
71263388,Cryptopay.me,28650555,1
Huobi.com,BTC-e.com,24828917398,13
1272,0,350582590,3
Huobi.com,71554951,121900457,1
71868073,233,130047040,1
1228047,CoinGaming.io,212740718,2
74304268,YoBit.net,122423012099,20
269,0,201929950,2
0,3578,13923652,4
0,331,15687318,12
Poloniex.com,331,31809023504,1
1182362,Poloniex.com,34686561,5
MoonBit.co.in,Bittrex.com,8168859997,68
MoonBit.co.in,HaoBTC.com,46465345,1
444,220,2521106,1
848667,52841915,801123681,2
2433866,162,528970000,1
1347,72471893,149727040,4
14,175,205942582,1
PocketDice.io,999Dice.com,4523330,4
MoonBit.co.in,18972,46465345,1
229519,233,4734260000,2
SlushPool.com,144847,7428235916,3
74304428,BTC-e.com,10521367,1
368,72209943,66000013,1
74304268,386,20255030276,1
61,BitcoinFog,120489000,1
298,468,79483213,1
70611904,29,1445538,1
405595,Luno.com,33997430880,4
37,999Dice.com,785004498,4
139,107,4520063981,2
746299,18946,49995244988,1
74304268,BitcoinWeBank.com,21096380621,1
PocketDice.io,3648,1073807,1
87610,0,38204394689,3
14,13864293,19473466,1
1575,2184,14230772189,1
ePay.info_CoinJoinMess,942,81027372,1
Huobi.com,2184,334033192,1
14,4483461,312322157,18
14,70193855,74943700,1
71685787,14,1624349,1
Rollin.io,Xapo.com,5848440,5
157,CloudBet.com,22946317,2
101,371,1244326,1
YoBit.net,444,122080036,2
0,MoonBit.co.in,2122726,1
37686929,36586430,2109392,1
746299,6075,4164476033,1
69668580,ePay.info_CoinJoinMess,63846000,2
5714831,131,24110908299,9
72707471,129,1582740,1
111896,491,9137968880,1
73310075,44,3971891,2
14,732,38758037488,34
Rollin.io,275,4530220,1
73388674,67933107,16899406,1
163,Bit-x.com,26002407,1
72156957,44,31241745,3
68381107,14,8962939,1
Xapo.com,170,8341487767,53
73388674,73832987,16329891,1
MoonBit.co.in,13077,197240000,1
71134657,96,5446375,1
220,MercadoBitcoin.com.br,27033036,10
468,331,1823604236,6
87610,101,5628789360,2
14,Bittrex.com,1661848237,6
PocketDice.io,292,1030317,1
354,292,3273858213,2
73048147,72943136,26181765,1
1669,Poloniex.com,34699970000,1
175,Cryptopay.me,1757600,1
129,Bter.com,3475008,1
71554939,421,21474857,1
695,272,3020677,1
33597510,Cubits.com,31500206,1
71895491,163,52260910,1
124473,61351,9009600,1
69984672,71398159,10347031,1
4833806,Bitstamp.net,18067744,1
117,4,592775,3
3607952,Cryptopay.me,89240000,3
351,154,4990000,1
129,Matbea.com,14782395,1
ePay.info_CoinJoinMess,750,173706500112,6
1228047,513,2703176964,5
57,Poloniex.com,113641499,4
74304268,LocalBitcoins.com,17069084704,1
70089387,368,54598915,1
227,BTC-e.com,35635958,2
BitVC.com,Huobi.com,6673856319,6
745,29,246776299,1
1391,57,26259928,2
22858851,BTC-e.com,58168853,1
0,732,190000,2
107,Xapo.com,2262996511,13
