Source,Target,value,nb_transactions
999Dice.com,AllCoin.com,451332773,2
269,Cryptsy.com,80458574,5
73493383,CloudBet.com,680882,1
MoonBit.co.in,AgoraMarket,3228851371,5
16425460,BitcoinWallet.com,104883334,1
17060189,SafeDice.com,290000,1
MoonBit.co.in,71895288,378933181,1
ePay.info_CoinJoinMess,400308,40556259,1
ePay.info_CoinJoinMess,665871,24108830,1
1281001,FaucetBOX.com,15990000,1
ePay.info_CoinJoinMess,Matbea.com,5200943124,10
71554939,227,470122246,1
LiteBit.eu,Cryptsy.com,99990000,1
MoonBit.co.in,32354,772941235,1
HolyTransaction.com,1144,3074605,3
1695643,5308530,2116863400,1
CoinTrader.net_LocalBitcoins.com,AgoraMarket,5168057603,15
17651984,424,136798749,1
6355,BitVC.com,3472971085,1
73907821,71163236,19251000,1
1370,SatoshiMines.com,90000,1
20488,Bitstamp.net,20342559,1
ePay.info_CoinJoinMess,9827200,93394606,1
2172648,400308,35302088,1
1836,5451352,113477000,1
SlushPool.com,31951990,6322509096,2
69409522,71110892,139645612,1
69409280,CoinGaming.io,64970000,2
ePay.info_CoinJoinMess,Xapo.com,650225392394,1452
Exchanging.ir,Betcoin.ag,561099695,1
1732014,Cex.io,1380000,1
70585494,FortuneJack.com,51801288,2
ePay.info_CoinJoinMess,94280,95216480,2
417,Bittrex.com,55850790,1
MoonBit.co.in,74120634,671786486,1
72023831,Cryptsy.com,1623000,1
ePay.info_CoinJoinMess,69225648,27212596,1
72550356,BTC-e.com,41241217,1
71005802,1469,354394954,23
3136180,4570,54990000,1
70063369,BitPay.com,29554431,2
ePay.info_CoinJoinMess,SatoshiDice.com,207053784,8
6166631,Bleutrade.com,10078578,1
69173924,71319609,27497000,7
LuckyB.it,ePay.info_CoinJoinMess,247057873,115
ePay.info_CoinJoinMess,Bitcurex.com,183976513412,11
69278079,72550189,69572743,1
74330515,821,16596230512,3
Loanbase.com,NitrogenSports.eu,1019656225,3
MoonBit.co.in,6637797,413988743,1
70586705,7328,372716041,1
Genesis-Mining.com,421,103725058,1
ePay.info_CoinJoinMess,33351,116185988624,2
MoonBit.co.in,Bter.com,23053738849,35
14959348,0,9947694,2
10166,CoinTrader.net_LocalBitcoins.com,44990000,1
MoonBit.co.in,1709925,174683565,1
14288920,CoinTrader.net_LocalBitcoins.com,799990000,1
269,7366,6586963,1
72262922,69147682,100659552,1
Bitfinex.com,BTCC.com,291912919,2
24493,13637,1023471684,1
15681814,BitYes.com,1523006820,3
0,LuckyB.it,6957830,1
72023831,1144,3246000,2
GHash.io,Bitcoin.de,12628791090,3
47133752,BTC-e.com,20113200,1
MercadoBitcoin.com.br,Huobi.com,149840396,2
2545,1647,127250001,3
2226,OKCoin.com,764001200303,29
MoonBit.co.in,CoinChimp.com,4754872111,7
MoonBit.co.in,46013,403839423,2
71632624,ePay.info_CoinJoinMess,2140000,1
ePay.info_CoinJoinMess,10251,4814925592,3
ePay.info_CoinJoinMess,60722,28200520,1
71005802,1144,604076839,35
MoonBit.co.in,72103925,2047924908,2
ePay.info_CoinJoinMess,21414445,21559233,1
Cex.io,Betcoin.ag,23970006,3
ePay.info_CoinJoinMess,29392,115197185,4
71236684,71607478,34790000,1
61,6054,1797400012,1
ePay.info_CoinJoinMess,71607582,39177200,1
Bitstamp.net,1514897,68234660548,3
ePay.info_CoinJoinMess,BtcTrade.com,6448384050048,113
Cryptsy.com,PrimeDice.com,2353480,1
70662350,1323,150766,1
1836,269,119302000,2
17280279,999Dice.com,12303,1
ePay.info_CoinJoinMess,122,64944790,1
BitAces.me,ePay.info_CoinJoinMess,25662654,2
MoonBit.co.in,70612568,592597523,2
597,48852186,185781519,1
MoonBit.co.in,14208054,2099885849,2
3009,Cryptsy.com,84335469,2
MoonBit.co.in,1281001,1173396457,2
AgoraMarket,441956,300278663,1
289,6294,45421895,1
0,Crypto-Games.net,40000,1
70848219,2229650,25440970,1
29334716,BTC-e.com,124181881,1
72393121,1469,91232336,1
Bit-x.com,20488,2411293,1
269,47678,70959311,2
FaucetBOX.com,52169949,13477973,1
70586820,74330454,24427638,1
70324445,1083400,44670000,1
MoonBit.co.in,Bitcurex.com,3877027137,6
SlushPool.com,1941,4546472711,1
ePay.info_CoinJoinMess,71424539,4756873593,1
ePay.info_CoinJoinMess,199545,363518042,14
Bitstamp.net,BitcoinVideoCasino.com,1520349253,1
1285711,Betcoin.ag,24379193782,4
29976439,0,210291422,1
ePay.info_CoinJoinMess,1323,5740364729,31
71005802,73258135,19840513,2
ePay.info_CoinJoinMess,70822184,53822531,2
PrimeDice.com,999Dice.com,4327832,2
14250,71110892,419366819,1
7216489,424,1953480000,1
Igot.com,BTCJam.com,1100000,1
72707854,C-Cex.com,42268186,1
SlushPool.com,6294,2502288304,1
HappyCoins.com,Bitstamp.net,917909728,1
14378846,BTC-e.com,80652742,1
Bitfinex.com,Bitcoin.de,22369942,1
MoonBit.co.in,70770437,550061017,1
Vircurex.com,4397,9122453,1
ePay.info_CoinJoinMess,21441,58092994312,1
396,Igot.com,204797384,1
1956,Genesis-Mining.com,12125507034,12
20047,898,529008796,2
GHash.io,CoinTrader.net_LocalBitcoins.com,4209597030,1
MoonBit.co.in,73727800,973975791,1
Genesis-Mining.com,71424539,103725058,1
Bitfinex.com,BtcMarkets.net,2025635890,1
Genesis-Mining.com,73179428,29476155,1
CoinTrader.net_LocalBitcoins.com,Purse.io,343697013,1
74330515,1647,24071837306,2
ePay.info_CoinJoinMess,53725739,18420110,1
Bittrex.com,1580,4004501,1
415535,1370,8957794,5
73963652,72393742,32362952,1
1285711,CoinGaming.io,11975233600,2
32354,536,484880,2
CoinPayments.net,69670124,10713441,2
GHash.io,Huobi.com,8419194060,2
BTCJam.com,Cryptsy.com,4630000,1
MoonBit.co.in,VirWoX.com,4033018660,5
Cryptsy.com,SatoshiMines.com,18788168,1
1580,999Dice.com,35928000,1
4395,Huobi.com,12483764058,9
ePay.info_CoinJoinMess,BitPay.com,85870559008,42
8482969,ePay.info_CoinJoinMess,25990000,1
417,BTCC.com,20002790528,3
ePay.info_CoinJoinMess,879,62077884,2
255398,29504847,586913606,1
70717800,BTC-e.com,121855581,1
Betcoin.tm,39030,100000,1
986113,BTC-e.com,44110998,1
74147619,BTC-e.com,85196711,1
0,1972,465664,1
9732896,50092604,8886000,2
BitBargain.co.uk,BitcoinFog,231541787,2
73831356,NitrogenSports.eu,22924861,1
117348,FaucetBOX.com,4175071,2
536,0,3627316,3
GHash.io,BTCCPool,4209597030,1
57,Bitfinex.com,59989482,1
BitVC.com,OKCoin.com,143182718277,43
555136,BTC-e.com,177146210,1
BtcTrade.com,BTC-e.com,25825334660,7
Hashnest.com,Coinomat.com,5127311,1
ePay.info_CoinJoinMess,59881034,4756873593,1
2024,Poloniex.com,167800000,2
72655174,LuckyB.it,1080000,1
74330515,Huobi.com,8071838306,1
ePay.info_CoinJoinMess,2445467,4756873593,1
38097914,Hashnest.com,2251341,2
69827719,72890868,118063676,1
MoonBit.co.in,70455592,378933181,1
71894291,2652,29853311,1
396,BTC-e.com,5174868833,4
MoonBit.co.in,14416956,241857087,1
ePay.info_CoinJoinMess,MercadoBitcoin.com.br,54496159802,74
74330515,122,12364896206,2
SatoshiBet.com,999Dice.com,1013762,1
ePay.info_CoinJoinMess,342,173685756,8
FaucetBOX.com,22698867,83405026,1
Poloniex.com,Cex.io,611813735,2
7491050,8291524,1586770,1
ePay.info_CoinJoinMess,43650,27837074,1
536,1294,1141933,1
LuckyB.it,C-Cex.com,1289388,2
Kraken.com,LakeBTC.com,1478266000,1
1095,150330,7229632,1
MoonBit.co.in,BitcoinVietnam.com.vn,825403227,2
9827200,ePay.info_CoinJoinMess,371868,3
72183406,1309,178161,1
BitcoinWallet.com,265,102641337,1
22883451,69200099,671480782,1
3324393,73989661,246167745,2
ePay.info_CoinJoinMess,7184,268645529,11
CoinPayments.net,Cryptopay.me,1532302,1
MoonBit.co.in,702763,1061997539,2
71005802,70429690,40316939,1
NitrogenSports.eu,CloudBet.com,406833093,3
70639141,71685877,9502732,1
HolyTransaction.com,999Dice.com,9404268,4
73962910,Bter.com,5236933,2
GHash.io,1647,4209597030,1
SlushPool.com,47309,2502288304,1
GHash.io,9378758,4209597030,1
FaucetBOX.com,70665166,20305555,1
MoonBit.co.in,49985443,1589820253,2
ePay.info_CoinJoinMess,70796631,3787482666,2
FoxBit.com.br,BTCJam.com,20500000,1
AgoraMarket,411,1879506467,4
6355,Cavirtex.com,3472971085,1
1226,Btc38.com,12677993,1
20640336,CoinTrader.net_LocalBitcoins.com,77083584,1
72103679,CoinGaming.io,4424693,1
7073000,1580,159116000,1
CoinTrader.net_LocalBitcoins.com,0,117935217,2
73962910,SatoshiBet.com,23413930,1
ePay.info_CoinJoinMess,74199665,28200520,1
FaucetBOX.com,348,40611110,2
269,BTCJam.com,3454080,2
ePay.info_CoinJoinMess,3048834,72531052,3
MoonBit.co.in,1386,1256158324,1
70271513,CoinTrader.net_LocalBitcoins.com,392662115,1
16425460,72603512,149272466,1
25903,0,10560882,1
Betcoin.ag,NitrogenSports.eu,24975000,2
ePay.info_CoinJoinMess,72236394,4756873593,1
Bittrex.com,8360,1590000,1
502796,ePay.info_CoinJoinMess,36800,1
71240589,BitPay.com,10076746,1
9244996,20488,3432337,1
57,Kraken.com,15430025,1
