Source,Target,value,nb_transactions
BitcoinWallet.com,BTC-e.com,4167034,1
1538606,BTC-e.com,4443800,1
566,4331748,99984961,1
71816350,69827696,331178863,1
227,351,4500344,2
ePay.info_CoinJoinMess,58335538,83439028904,1
16247858,Poloniex.com,7859664,1
1289937,51819,43725457,1
0,Bittrex.com,24766995,8
578,348,7856000,1
71554939,20042,10851016,1
70744154,4544,450972165,1
71554909,CoinTrader.net_LocalBitcoins.com,7074197,1
52697,41213,986318927,1
72681496,860,80033225,2
BX.in.th,4,11996619020,13
Poloniex.com,BitPay.com,4630944564,10
6963,15879,27855277048,1
1218,Hashnest.com,4394766,1
BitAces.me,71738297,1271300,1
2799,7,396360000,2
20168665,BitPay.com,5699298,1
FaucetBOX.com,BTC-e.com,3365935848,124
Loanbase.com,CoinKite.com,2190000,1
Bitstamp.net,71969775,786717928,1
ePay.info_CoinJoinMess,Bittrex.com,420717929018,7
396,Paxful.com,272474305,1
69199627,566,116820171,1
58763,1144,14534088613,1
ePay.info_CoinJoinMess,45374539,40706599,1
578,315,7856000,1
69566026,1309,1068731,1
ePay.info_CoinJoinMess,CoinKite.com,1025560774,2
16621,PocketDice.io,83000,1
73936147,BitPay.com,499477460,2
MaiCoin.com,290,4253551261,7
64249570,70926835,117090320,1
CoinSpot.com.au,7,10193732,1
1228047,999Dice.com,654085747,1
367303,AnoniBet.com,149825286,1
483243,SatoshiMines.com,481414631,1
MoonBit.co.in,70796452,277213365,1
BitBargain.co.uk,802787,220335940,1
ePay.info_CoinJoinMess,BitZillions.com,1377597216,17
73490222,860,569247730,2
102885,BlockTrades.us,26232465,1
1116,126,13654045,1
773056,1144,5052574,1
NitrogenSports.eu,57,5939000,1
10251,1805,11016851,1
0,354,153104351,4
0,BetMoose.com,10090818,1
FaucetBOX.com,833,626775415,12
69749654,71633826,3054739,1
SlushPool.com,OKCoin.com,5031745920,2
70586489,Hashnest.com,369351,1
72812924,BTC-e.com,38640946,1
Bitstamp.net,72419935,3950358950,1
74327403,CoinTrader.net_LocalBitcoins.com,31433166,1
MercadoBitcoin.com.br,9749,18623000002,10
FaucetBOX.com,1576,157434523,10
354,1309,2972364605,6
