Source,Target,value,nb_transactions
5325883,70796445,26988144,1
Poloniex.com,23763,6992785336,1
106268,2811,36520625516,2
105520,286,1054291317,2
4014,51,32404594,2
72315294,ePay.info_CoinJoinMess,1872781,2
1654888,42822,158009416,1
71869112,69383161,5540598,1
6048154,275,825308126,1
69145419,368,10776556,1
73540758,BTC-e.com,41204262,1
351,Luno.com,3079061,1
1123,Xapo.com,31248325,6
848667,CoinPayments.net,76045991,1
71267295,44,6386748,2
4833806,29,47701143,5
70976754,HolyTransaction.com,185726146,2
131,108,12232000,2
396,275,8469139268,8
56023950,29,16468210,1
PocketDice.io,YoBit.net,4239697,3
74304268,39,17386651351,3
70953647,73387998,6827261,1
BX.in.th,563,502258277,4
129,162,426060315,3
9639228,860,406485310,1
105520,20,2038112774,4
Poloniex.com,OKCoin.com,2126127636345,51
94,9,48550000,1
ePay.info_CoinJoinMess,361,67973511,1
46590,LocalBitcoins.com,115263552,1
219,1123,4290088736,2
71554939,Xapo.com,1789257428,18
71624909,129,320011577,1
71450805,60,9163072000,1
14,71633838,79136159,1
73910348,368,31406610,1
468,Xapo.com,25691249015,70
Bitstamp.net,195,2389230479,1
2820290,289,9696300,1
71450805,503,26976669952,5
29980689,5269835,197206286,1
71267213,44,1982484,1
73336533,29,84458648900,4
73937585,220,10114240,1
1182362,732,335687,1
87610,ePay.info_CoinJoinMess,69786347315,6
46590,BTC-e.com,555206111,1
11432272,96,422883300,1
70848854,368,136023482,3
1903,995,273845010,1
6320370,70062859,26345439,1
1054,Matbea.com,18058744,1
73231837,96,50444566,3
72786173,29,42950310,1
72733578,BtcTrade.com,974314756,4
71240594,578,1078780,1
1903,298,401979096,2
1228047,354,167957255,1
Luno.com,29,4425866160,1
14,MaiCoin.com,1885489010,3
4,1004,3090386,1
11706884,ePay.info_CoinJoinMess,4244252,1
70063369,1575,80310116,1
864,4010,292001272,3
18946,ePay.info_CoinJoinMess,49984500,1
Huobi.com,1566,1429589808,12
102,Luno.com,62156204,3
71032462,BTC-e.com,1668912,1
4014,170,66505800,1
69617917,4403,2186547,1
1903,733,133227051,1
33822,Bitstamp.net,84380286,1
139,BtcTrade.com,4301626802,2
4620,154,373586180,1
456,1098,15923418,1
69147875,70037062,125455974,1
SlushPool.com,1391,2630316155,1
1879,29,106474056,1
57,39,90038780096,3
20,1138,820446760,7
4833806,107,22399635,2
8387,1098,999960574,1
Poloniex.com,BitcoinWallet.com,94051819111,2
74304268,331,2444570493,1
63150696,286,1085019,1
641,ePay.info_CoinJoinMess,1333990,1
HolyTransaction.com,999Dice.com,1175001,1
11450149,74147656,178019443,1
5714831,821,35030101829,2
199170,0,135369,1
217,CoinGaming.io,2601827,1
1654888,70822184,892335123,1
71214990,220,77886123,1
69749442,70557402,32342899,2
405610,298,1506263503,5
198640,107,5484270,1
69696572,BTC-e.com,26186130,2
396,39,2636553720,1
YoBit.net,44862,21690186,1
69461515,72419711,304970000,1
43705860,Cubits.com,5029935,3
14,175,3292805655,3
70848906,20,110175970,2
69984509,73806419,129748880,2
70796582,66646150,57637810,1
0,BitBay.net,8001319,4
0,126,275154,1
2786285,ePay.info_CoinJoinMess,374283072,2
129,340,2516326,1
71032337,20,59352706,1
Poloniex.com,1959,78819900795,2
46590,Matbea.com,86070087,1
69539900,18946,10146310,2
129,354,240635706,6
YoBit.net,129,640672266,9
70063369,351,22980116,1
1654888,37,325713935,2
70036681,73021461,14062466,2
227,61,1736357,1
5325883,70744055,22038176,1
