Source,Target,value,nb_transactions
111896,Huobi.com,171988749630,10
SlushPool.com,HolyTransaction.com,3197108881,1
72129912,71973427,8021520,2
CoinPayments.net,Cubits.com,252145631,5
70901422,Xapo.com,77837402,2
20,451,1358293055,5
405610,Cex.io,62806552,2
3455,10543670,48424947,2
3368,Xapo.com,141908156,26
71633826,BTC-e.com,4067570,1
269,70638485,1865538,1
Poloniex.com,1798,27351273818,2
37914259,96,27497712,1
73648988,50888,349960000,1
71710302,49,9989293,1
74278551,4,2146570,1
9073287,BitPay.com,4144393,2
40868,51030,238947350,1
50291,50380,78983100,1
405610,Bitcoin.de,94209828,3
41672,52125,45176900,1
175,CoinGaming.io,2643358,1
6193244,29,203706508,1
36979159,96,2624690,1
Xapo.com,OKCoin.com,76011872,1
74303820,67933107,13232100,2
52710,50726,20140000,1
ePay.info_CoinJoinMess,3578,31067903269,1
24618673,CoinPayments.net,71120674,1
Bitcoin.de,BitPay.com,712912819,18
Bitstamp.net,71121318,1159110531,1
CoinPayments.net,Cryptonator.com,317638354,5
OKCoin.com,1669,340255390306,66
SlushPool.com,29,3840549681,2
163,57,34456156,1
72889053,44,1060823,1
4,Huobi.com,215424884,1
52081,Xapo.com,99920000,1
MoonBit.co.in,SatoshiMines.com,987927910,1
51070,51999,300280000,2
41379,51119,250640000,1
71553612,61,849120472,9
73649740,73754427,83919476,2
6167,29,49985949,1
12068690,44,24656835,1
PocketDice.io,ePay.info_CoinJoinMess,67430651,9
1227,72759547,18840000,1
238,OKCoin.com,771405863,2
70953647,73988926,26181076,1
Cryptonator.com,163,1160000,1
Poloniex.com,1151,105786994058,1
71476712,50510,79987570,1
7645,Bittrex.com,194869698,1
4,275,14493559310,67
4,39,1849224064,1
69722373,44,16741478,2
Bitbond.com,Bittrex.com,19600000,1
71790585,41447,499975140,1
70403058,44,5081023,1
HaoBTC.com,66010750,216284498,1
Xapo.com,52724,65404848,1
73518449,44,5455373,1
52561,50134,53210000,1
53620,51203,26320600,1
HaoBTC.com,195,10102549,1
Poloniex.com,6271,52383561912,1
72207892,71476744,12431422,1
ePay.info_CoinJoinMess,1090,314677339,2
YoBit.net,4126,50914552,3
BTCJam.com,CloudBet.com,47601012,2
4833806,Cubits.com,7547705,1
CoinPayments.net,67641,1631749982,3
74329062,44,125073024,1
71761939,0,104660028,1
44932733,220,4250000,1
71842377,44,16509960,1
184809,2542990,82310373,1
74304268,73124200,1983038522,1
1228047,72183518,103493708,1
1477737,Xapo.com,32585071082,9
72944130,29,83871910,1
39,493876,302036780,1
73336533,BTC-e.com,6684888068,1
69539977,69,3167019,1
51808,51916,49980000,1
CoinPayments.net,117,120178627,1
CoinPayments.net,72130679,3672000,1
87324,YoBit.net,22739993,2
50422,50453,28898800,1
57,Huobi.com,22365381,1
4126,57,268257376,4
848667,152,3228922694,9
70534041,69958542,180480102,1
69880033,29,91703570,1
10038,MoonBit.co.in,21000471,1
74304268,Luno.com,78503850781,7
50353,Xapo.com,100050000,1
72760322,72104676,284487102,2
864,69513279,80186230,1
52524,Xapo.com,99840000,1
1228047,52165,15371029,1
HaoBTC.com,354,17855966,2
73336533,189,4979074720,2
1654888,21068,36611967,1
51400,173805,50080000,1
Xapo.com,2899,256049708,4
