Source,Target,value,nb_transactions
70298723,7277,23650,1
6383,LocalBitcoins.com,720419100,2
50898,51753,9990000,1
50868,Luno.com,1380000,1
139,LocalBitcoins.com,77737387567,11
9749,170,1239980000,1
28669643,811,29830001,1
50420,52307,1707031120,1
CoinGaming.io,152,3002000,1
50641,41283,116327061,1
Poloniex.com,MoonBit.co.in,159715755,1
954,3348,10867907946,1
229519,51,510311315,1
MoonBit.co.in,BTC-e.com,571287997,1
1598311,1747,724530780,8
Kano.is,Cex.io,68283101997,27
73126034,7,62220900,5
94280,354,9078116,1
BtcMarkets.net,1769,49712163,1
5540,497,499990000,1
SafeDice.com,4,13011385,3
Xapo.com,995,5403338643,2
ePay.info_CoinJoinMess,292,177120563530,4
ePay.info_CoinJoinMess,4411380,88542723157,1
Kano.is,Loanbase.com,7587011333,3
Genesis-Mining.com,497,93760583,4
83665,LocalBitcoins.com,949459634,2
74120870,69670623,307502010,1
70244222,96,13000000,1
365071,CoinTrader.net_LocalBitcoins.com,29998023650,1
64475407,71005567,24656192,1
73493372,ePay.info_CoinJoinMess,25874849440,7
CoinPayments.net,417,216567393,3
ePay.info_CoinJoinMess,6075,354170892628,4
Xapo.com,1294,41244120322,15
71214976,BTC-e.com,38169958,1
71764229,Xapo.com,24454185,1
52197630,0,24206964,1
ePay.info_CoinJoinMess,17655,88542723157,1
FaucetBOX.com,BitcoinWallet.com,192962219,17
51975,50822,199990000,1
Exchanging.ir,73336644,21438211,1
2166,LocalBitcoins.com,1047004717,2
51387,50868,157940826,1
Xapo.com,1598,18697697568,7
52165,50791,30080000,1
Xapo.com,69409393,2522001867,1
73336533,CoinTrader.net_LocalBitcoins.com,4247415547,1
69199627,1941,78958433,1
CoinPayments.net,7949682,7647165,1
Crypto-Games.net,20,34000034,1
999Dice.com,LocalBitcoins.com,783700537,2
71554939,152,87411664,1
59065,454,652310041,2
69878777,20,6283914,1
30818,Xapo.com,106215703,2
BitVC.com,472,3612354012,2
Bitstamp.net,20110269,7037827133,2
70979322,Cryptonator.com,42207500,1
4398943,0,3044232,1
6252,MercadoBitcoin.com.br,5960000,2
50352,51711,1974321636,1
73519166,BtcTrade.com,4909393,1
107,CloudBet.com,571143,1
1391825,NitrogenSports.eu,986475,1
0,468,36489286,4
Bit-x.com,Poloniex.com,5005284,1
51647,52642,35990000,1
10440706,PocketDice.io,28324089,1
60,CoinGaming.io,1864692,1
50998,52386,299990000,1
50968,51351,64627517,1
69276370,BTC-e.com,46882608,1
405610,3368,157895328,2
809,Huobi.com,4748765961,14
72681637,NitrogenSports.eu,90111474,2
Kano.is,40189,7587011333,3
57,7,88226582,30
40192,1747,106058412,10
70063369,24261,31949398197,99
Genesis-Mining.com,19431,15388001,1
51819,50641,108752465,1
999Dice.com,1294,5775872,1
6919,152,24395,1
37686970,71110892,372852215,2
71816350,298,1381330432,11
MoonBit.co.in,FaucetBOX.com,759042381,8
361,LocalBitcoins.com,133162058,1
24960,2696,64885780,2
8194,51998,169580000,1
70369,41672,726305865,1
53326,73571496,359830000,2
50762,52965,99990000,1
51115,52235,756651636,1
51351,51711,2000000000,1
70244853,BTC-e.com,6802933,1
5078214,ePay.info_CoinJoinMess,119878560,2
5026,1054,925946391,22
50762,50433,299990000,1
50032,51483,129990000,1
5476649,33670164,395490000,2
70796482,73832987,6227567,2
72943763,BTC-e.com,101932900,1
ePay.info_CoinJoinMess,1294,443180319312,12
405610,Matbea.com,78947664,1
700,4,1217116,1
0,40537954,3547600,1
129,2811,45792729,1
72839072,LocalBitcoins.com,20454848,1
72130749,11450149,222563000,1
57,Crypto-Games.net,5402500,1
0,107,15403825,6
60,Bit-x.com,5530849806,2
71554939,60,5120748,1
72524837,71032223,6093966,2
0,108,17423299,8
69932026,52841921,67843612,3
CoinPayments.net,1316,4866276,1
51807,50411,109990000,1
ePay.info_CoinJoinMess,1098,96778182,2
72078303,BitPay.com,3268589,1
Huobi.com,72367940,527659343,1
Genesis-Mining.com,1309,67636389,3
52593,49990,156850000,1
0,6748,1553000,1
71764229,0,13312619,1
50490,173805,10070000,1
6484665,73128,699990000,1
107,LocalBitcoins.com,10476728518,3
107,Poloniex.com,376695420,3
213756,289,3531787,1
Xapo.com,71528435,2785716203,1
Hashnest.com,107,29380362,1
Bitstamp.net,73590338,5029875477,1
72155587,51998,304255296,1
1054,0,107898292,7
2218,468,79161666,1
1436,0,7090659026,11
1654888,57,705638642,2
70979656,70849035,102165510,1
71816350,290,266877623,2
BitPay.com,1621394,2159981,1
343,LocalBitcoins.com,12147740,1
70793557,70638958,17101734,1
833,220,988124792,3
53479,50623,199990000,1
5162,OKCoin.com,8555257680,5
1834605,BitPay.com,15359853,2
6252,72025989,2980000,1
5784856,368,38316982,1
YoBit.net,189,1995500,1
220,69406832,3593963,1
0,AnoniBet.com,21824128,1
6553076,12721,1172312,1
361,9197109,343760353,1
Xapo.com,2024,5250405752,2
129,23653,537333014,2
237443,122,2123000,1
70560050,72498494,466940000,1
640281,821,50356806,2
50251,MaiCoin.com,1756109415,1
70219815,BitPay.com,8413306,1
10656886,0,263646513,1
70219815,70454751,15022220,1
220,Bittrex.com,59915480,1
CoinPayments.net,Bittrex.com,121478102,10
131,BitPay.com,378237183,2
50737,Luno.com,660000,1
52214,70089229,1565690000,1
69409245,BTC-e.com,117515596,1
Xapo.com,Cubits.com,60436929669,23
220,BitPay.com,60514752,2
500116,71319712,24107968,1
71685867,70455035,10813241,1
50423,52092,1765130000,1
49990,Luno.com,280000,1
73046372,1281001,1060723,1
70796302,BitPay.com,163342474,22
70638958,71502511,112739467,1
Xapo.com,107063,2813010970,1
FaucetBOX.com,BX.in.th,465947939,38
737670,Cubits.com,251050,1
70244222,BitPay.com,36912883,2
70770293,LocalBitcoins.com,32342100,1
Huobi.com,5010,201010100,3
20,96,169985176,1
CoinKite.com,72209960,880309868,1
51081,50895,172280000,1
FaucetBOX.com,VirWoX.com,131781113,8
48378,354,45487200,1
13189145,1747,30890000,3
HaoBTC.com,BTCC.com,1954351614,2
33888598,200,40194245,1
36686,1747,195344884,6
2141,Huobi.com,2080024483,13
1654888,BTC-e.com,372161344,1
220,2696,13187602,2
3368,16621,17679771,1
864,468,7175156,1
1477737,MaiCoin.com,2124258302,2
53479,51610,23890000,1
51118,52057,10340000,1
220,292,26385500,1
1215,BTCCPool,197536320695,15
227,1747,11187965,1
PocketDice.io,129,1170000,1
22602397,Kraken.com,1849700000,1
20,401,362750636,3
4338203,70953833,38116903,1
1506795,0,3753651,3
73414706,CoinPayments.net,39088041,1
5806528,1747,22113757,2
28460937,BitPay.com,18061804,1
4338203,74250816,4060071,1
52263,51754,253565500,1
2218,1539,90276407,2
Poloniex.com,Vircurex.com,2340303119,1
122763,Hashnest.com,2787999,1
BitPay.com,ePay.info_CoinJoinMess,80939637,6
73491295,73702174,24367143,1
69356,122,176742389,1
2329,523,23054488,2
PocketDice.io,342,11580000,3
59589,BTCCPool,17807493400,1
289,HolyTransaction.com,173685492,2
34662,67908,79438403,1
69382436,860,36435252,1
55285766,371,98594268,1
821,3223,29999950000,1
7645,94280,177211633,1
Cryptonator.com,999Dice.com,8102633,3
131,3348,2176767000,1
71816350,883,762900393,1
70770285,73807167,136350499,1
5325883,73466769,143596961,1
36455,451,1696422,1
BitVC.com,OKCoin.com,21962242099,9
233,HolyTransaction.com,1257005,1
69906431,7,5777885,1
73231614,LocalBitcoins.com,478211917,1
0,Bittrex.com,195592534,25
35267759,BTC-e.com,33377672,2
354,1956,414944067,1
69827696,PocketDice.io,869474,1
2218,LocalBitcoins.com,355002636,5
Xapo.com,700,2559019525,1
50461354,220,41039428,8
6048154,1138,112267409,1
53944833,0,517399000,1
73205732,BitPay.com,78065930,1
FortuneJack.com,1528995,3483349,1
1654888,HitBtc.com,106992898,1
71554939,1598,258220383,3
3187,6320370,373174569,4
62537,71136911,150070000,1
PocketDice.io,16621,1771169,1
71292774,513,2115105,1
73336533,315,89219945173,7
MoonBit.co.in,2227706,1678167077,6
51028,50715,1999990000,1
60,884,2696330886,3
74252166,Huobi.com,9725707154,2
73179417,CoinTrader.net_LocalBitcoins.com,4117953,1
72287614,7,4832946,1
50623,51515,2713622274,2
Hashnest.com,2445467,2540074,1
Genesis-Mining.com,16621,15388001,1
Genesis-Mining.com,Vaultoro.com,269121863,3
842,73362118,500130000,1
50925,51712,834230000,1
20168665,43156702,73949868,1
Bitcoin.de,BTC-e.com,487042454,3
72078429,73309045,32120573,1
5509656,BitPay.com,17840767,1
0,Bit-x.com,1639844,1
32354,354,65401771,2
Bitstamp.net,497,1634350933,1
FaucetBOX.com,1769,12659122,1
71816350,1566,267195687,3
73701980,BitPay.com,3481390,1
ePay.info_CoinJoinMess,129,231913277,2
Exchanging.ir,2696,3760000,1
70192364,255059,18970000,1
ePay.info_CoinJoinMess,73518448,88542723157,1
51845,51843,350466000,1
354,1769,1167091680,2
SatoshiMines.com,2428,13000070,1
70953245,4,387559849,1
365071,Huobi.com,2459837939300,82
Cryptonator.com,HitBtc.com,1459393,1
0,368,12440075,5
0,Cubits.com,457977118,82
51712,50542,800650000,1
8194,52767,88560000,1
Genesis-Mining.com,2922,15388001,1
483243,Poloniex.com,1112259232,2
51387,51628,716876326,1
Huobi.com,52221,14683320,1
73074551,Cubits.com,40022000,2
ePay.info_CoinJoinMess,37466172,106239972,1
73336533,162,40148889437,4
73441079,BTC-e.com,62684696,1
Xapo.com,VirWoX.com,19223836423,7
51926,50365,154147000,1
FaucetBOX.com,1315126,13849472,1
69827719,71659227,168345713,2
FaucetBOX.com,386,53250017,3
51502,52767,199990000,1
354,Cex.io,9153174716,14
5569060,71869088,2386833,1
PocketDice.io,HolyTransaction.com,120649588,10
72262753,50567,3999975295,1
28243748,4673,115371967,1
70639085,Huobi.com,21959330,1
58112881,OKCoin.com,2050044380,1
6252,4,7055836,2
Huobi.com,51484,40730000,1
70874764,YoBit.net,1340000,1
28243748,Cex.io,113701500,1
7582,0,564469400,3
69879626,12925,1128630000,1
64475407,74015503,21479011,1
7798261,965856,14531000,1
ePay.info_CoinJoinMess,Bitcurex.com,177085446314,2
73910968,368,1324277195,2
52374,50134,8085611,1
50475,53479,403990000,1
1022532,71032399,702789547,1
396,0,5700489579,8
71554939,1144,2716313,1
Genesis-Mining.com,BTCCPool,15388001,1
FaucetBOX.com,131,38690045,3
51115,50799,546354100,1
1228047,PocketDice.io,10032150451,30
Genesis-Mining.com,5137,15388001,1
52266,51903,205245855,1
396,72839110,3037243344,2
