Source,Target,value,nb_transactions
51767,52307,882619630,2
69827380,BitPay.com,18115870,1
50475,51121,201740000,1
52527,50176,200060000,1
472,33930,1953255530,2
50826,50320,56904500,1
71528584,CoinPayments.net,27002226,1
50422,40802,151100000,1
50606,50660,41680720,1
50606,Luno.com,339318021,5
50867,52081,84399220,1
50301,50761,151133920,1
71685787,CoinPayments.net,4402005,1
Xapo.com,50778,559910843,1
50606,70842,99980000,1
51094,50250,49980000,1
472,769077,85443373,1
MoonBit.co.in,FaucetBOX.com,4121103253,17
1612,1566,36441079592,2
52698,50604,200210000,1
71657813,860,73917540,1
33209,Loanbase.com,1239794898,1
50868,72020,27126960,1
70875207,70404020,9412210,1
51401,52593,65243900,1
52080,40868,99940000,1
916927,0,1744915,2
50684,52698,199980000,2
72104561,BTC-e.com,23987570,1
52409,51081,207423020,1
50177,51374,61563720,1
5055,72130580,4027844888,1
50199,50236,5040000,1
50331,Luno.com,48390000,1
53346,50605,59740000,1
51218,Luno.com,23240000,7
50305,50605,12648919,1
41082,50002,41020000,1
1654888,37,953811613,3
BitAces.me,1432,1768459778,4
69591716,69801020,52731455,2
41096,50701,160089020,1
41379,51834,3881920,1
50491,52698,116250000,1
50510,49990,27980000,1
74252186,5509,33577570,1
152121,331,12747961,3
52263,50868,40420000,1
50369,50301,39980000,1
72944030,44,7194738,1
Poloniex.com,72104326,8925227793,1
72733578,YoBit.net,4856865139,2
469,Cex.io,261148434,1
272,0,9028820,1
72367835,BTC-e.com,52370000,1
1669,Huobi.com,59411340668,14
Poloniex.com,Matbea.com,270578566484,8
ePay.info_CoinJoinMess,BitoEX.com,176267256027,43
FaucetBOX.com,57,23739481,2
20,BTC-e.com,3370606087,7
51807,563,43176000,1
50800,50726,40380000,1
51033,51870,38233740,2
51401,50588,99980000,1
41213,50420,511870000,1
49925,51869,14980000,1
51306882,49,4221664,1
50464,50378,99980000,1
73648988,51113,199990000,1
51551,51082,100200000,1
39694960,BitoEX.com,21589838,1
49990,50725,7181820,1
52526,BitoEX.com,99861292,1
Xapo.com,629,792578100,4
51439,52033,24980000,1
62030,160675,7835640,1
37686929,36586430,7583290,1
84127,131,19999988150,1
73623159,BTC-e.com,216890000,1
SlushPool.com,126,4661102758,2
YoBit.net,29902,88289105,1
Luno.com,51008,3499966160,1
Poloniex.com,44,96774671443,1
158,7369,19441974424,19
52437,160675,99960000,1
52092,52724,10160130,1
15278773,BTC-e.com,331581660,1
71251,BitoEX.com,100922000,1
51986,52160,149680000,1
HolyTransaction.com,2238,150000,1
70927451,BitcoinWallet.com,110702115,2
53194,50023,19146600,1
51118,50433,39737520,1
26220,HolyTransaction.com,31551000,1
71476808,BitPay.com,88095140,1
129,162,1216373353,5
1215,368,8193447221,1
YoBit.net,74277974,8344416,1
50251,50102,99980000,1
3368,437,8589731,1
2465,275,2258132,1
50378,53723,83026240,1
52374,51961,9980000,1
2899,124473,289816636,1
64822401,0,858680,1
72550775,233,11076370,1
72051910,BitBay.net,65820363,1
1228047,220,1557268681,2
72020,50287,97582040,1
FortuneJack.com,71058522,31030024,1
72681482,Bittrex.com,299800000,1
69801586,70900479,21201030,1
53346,50102,46879420,1
71554939,0,920980653,13
HolyTransaction.com,BitPay.com,3556000,2
51945,51214,99980000,1
SatoshiMines.com,122,3331793,3
51350,Xapo.com,99940000,1
51830,52408,77075130,1
52698,72020,100180000,1
71999359,ePay.info_CoinJoinMess,1493801267,2
70037290,0,736000,1
50810,Luno.com,95040000,1
Poloniex.com,Cex.io,456561656218,18
74304268,LocalBitcoins.com,130831330982,17
64740,BTC-e.com,57750704,2
Bitstamp.net,342,7231237835,1
107,YoBit.net,249484985,3
41096,53346,654329020,1
126,ePay.info_CoinJoinMess,2649223527,3
Xapo.com,73963643,93359368,1
70089222,71996727,507421910,2
CoinPayments.net,68790575,192702708,1
343,LocalBitcoins.com,628648220,2
73649829,ePay.info_CoinJoinMess,75337,1
Kano.is,269,6281970588,5
50378,40854,100460000,1
50378,52263,200140000,1
Poloniex.com,1450,1530532873,1
33074938,398,50142026,5
70848907,72707685,24972843,3
52527,Xapo.com,99720000,1
50235,51766,30284490,1
50133,52123,101420000,1
1070,0,20292936,1
69356263,44,13730390,1
40802,73231433,100597508,1
MoonBit.co.in,62035,518419047,1
41283,50331,175136390,1
41334,50199,99880000,1
50926,41221,100140000,1
50868,51031,1988920,1
SatoshiDice.com,6084388,3500990302,1
50305,51096,5080000,1
YoBit.net,Cex.io,7113950,1
1215,3208,1346447317,1
50542,52266,956653020,1
50475,50926,10310000,1
52699,51421,30855080,1
50038,70842,66974490,1
50686,52123,126460869,1
51015,51418,53542180,1
53150,51765,154282890,1
CoinPayments.net,71580927,1596995452,1
61,18965,14589910,1
49954,51961,5876920,1
41447,50180,68834720,1
72602911,LocalBitcoins.com,8173515,1
6048154,41283,994580622,2
50407,OKCoin.com,99760000,1
41221,51537,100000000,1
5599574,5308530,42922109,1
50180,Luno.com,492274652,5
2160,70115038,4253690,9
1622,Xapo.com,170901326,1
YoBit.net,56264,9899258,1
52361,50857,6240090,1
50605,50491,9980000,1
73153029,220,36214771,1
51262,51560,111112120,1
52725,51418,49980000,1
51374,Huobi.com,100520000,1
111896,1566,25770451682,1
10262532,52841921,8286170,1
50822,50888,170880440,2
51975,51257,50080000,1
51627,50557,952132120,1
50283,52057,186176810,1
53138,50426,4673120,1
50422,51691,100060000,1
72289129,860,102202860,2
3693472,72681727,143169409,1
1215,20,573422433,1
50950,Luno.com,10557682,4
53346,50556,138967640,1
51115,Xapo.com,159505773,2
41082,51293,218546220,1
175,131,15799625242,6
51350,50038,300160000,1
Luno.com,Cubits.com,19193242568,1
51631,50895,44142870,1
50180,50199,50350000,1
51767,52525,985667630,1
74304268,472,61266718407,6
73753711,71293615,60339570,1
51780,50485,9980000,1
1228047,4331368,362202972,1
51121,52524,49980000,1
50588,51986,49980000,1
0,3578,168074,2
51869,52724,100140000,1
60,8387,1056819274,1
50475,Huobi.com,100620000,1
71241133,0,24075140,1
52220,52698,59232980,1
72943916,44,23154360,1
468,BitoEX.com,2539203175,9
269,71292423,2235938,1
20,200,616257285,5
72839276,69644696,8134820,1
73907604,73386462,174550030,1
51926,52408,131876940,1
52373,50723,59980000,1
53346,50776,251580000,1
51082,41447,154706220,1
71251,51374,9980000,1
71396,52092,9016420,1
51217,51030,15610000,1
50266,50669,96397920,1
51956,51754,15100320,1
51291,51754,110180000,1
51945,52698,399980000,1
848667,Crypto-Games.net,65845768,1
51870,160675,199580000,2
1316,Bittrex.com,744598600,1
50791,41283,29960000,1
50510,51631,58508590,1
1654888,73989308,235231652,1
Kano.is,40189,6281970588,5
50320,50023,87007470,1
3370,Xapo.com,27000000,1
PocketDice.io,4,162666294,26
50320,51363,9980000,1
44862,354,200010100,1
49990,52526,50080000,1
51028,50888,234160080,3
51569,52408,46899830,1
50938,50129,43809830,1
52610,50669,249960000,2
Kano.is,11686,6281970588,5
51999,62,101260000,1
37,468,566463521,2
52965,51464,100140000,1
ePay.info_CoinJoinMess,578,1267413366,2
50968,52484,102520000,1
69330554,CoinPayments.net,1368116332,1
129,Poloniex.com,175463753,12
60,ePay.info_CoinJoinMess,559635196,1
391,0,1900272,1
51094,50352,29250320,1
51575,51153,117319420,1
1585,6721473,5922893,1
73987564,73022039,1161416,1
73047698,70822228,6955455,1
Kano.is,162,6281970588,5
51070,41334,356397240,2
52768,51834,50150000,1
ePay.info_CoinJoinMess,39694960,1129934700,1
71632624,FaucetBOX.com,2020480,1
Cryptonator.com,995,1866851,1
NitrogenSports.eu,BitPay.com,80029103,9
51374,50761,31412340,1
69383113,70454751,19131909,1
74304268,Paymium.com,25722946952,2
52965,50485,150060000,1
52641,52032,4980000,1
50887,51008,127966420,1
50510,51351,100020000,1
51976,Luno.com,49960000,1
NitrogenSports.eu,Poloniex.com,1699263029,5
51014,51830,219620000,1
50283,BitoEX.com,98860000,1
396,FaucetBOX.com,67475230,1
40868,50475,193499840,1
73543423,44,24910019,2
20,Crypto-Games.net,2180520438,6
69955,50032,103305790,1
FaucetBOX.com,Poloniex.com,528986345,22
50408,52593,99780000,1
Bitstamp.net,BitPay.com,14216245943,7
1669,563,4499990000,1
50811,51095,183950440,1
BTCJam.com,Xapo.com,42670054,1
51524,51780,99980000,1
72577151,74226354,23205400,1
52092,Xapo.com,60062000,1
4395,Huobi.com,390328026,2
73752542,NitrogenSports.eu,5087570,1
51153,50669,61860000,1
51830,51612,50060000,1
PocketDice.io,MercadoBitcoin.com.br,141836264,24
1575,158,91215339,1
56576233,0,14601326,3
51374,50420,9980000,1
52160,50895,29980000,1
16694645,BitPay.com,68784400,1
9767741,50800,399990000,1
40868,52057,58282140,1
51977,173805,49860000,1
139,20,9614415634,1
51629,70842,29144550,1
51439,Xapo.com,199840000,2
CoinPayments.net,424,71375471,1
51569,51095,19980000,1
Bitstamp.net,Luno.com,50386264308,2
41082,50236,232045500,1
0,41379,1642320,1
25198,999Dice.com,1651119,3
4,Cubits.com,2201534076,40
52584,41672,149980000,1
5162,Hashnest.com,795280370,1
50038,51916,110337830,1
73485,52540,1370293920,1
9373931,424,127830112644,6
70089040,Luno.com,599010020,1
VirWoX.com,ePay.info_CoinJoinMess,10700000,1
695,Cubits.com,44332203,2
864,11894,859554657,1
51365,51631,954986620,1
Kano.is,YoBit.net,12563941176,10
50491,51569,340174680,1
50291,50544,100540000,1
52092,50223,123205420,2
Poloniex.com,1575,445874068,1
50378,50180,100300000,1
52526,CoinHako.com,100385530,1
69853696,96,2372974,1
Kano.is,290,6281970588,5
12026076,BTC-e.com,17202648,1
354,143306,667208790,1
50778,51400,93920000,1
52609,52767,149980000,1
50301,50475,124355520,1
999Dice.com,227,681236,1
CoinPayments.net,2184,579202639,3
72549510,71528823,15250068,1
11648379,71659840,811406155,1
51808,50177,49980000,1
50331,50898,42653780,1
70036745,286,19760170,1
50129,51419,89980000,1
74304268,71240888,7167175901,1
50175,160675,14980000,1
468,Xapo.com,2015582926,21
MoonBit.co.in,37,349049212,1
41573,51280,55747840,1
51843,50423,101850000,1
45298568,71973251,23429148,2
Xapo.com,20,123067229,2
27140713,96,333328579,1
Huobi.com,51070,182786267,1
41096,52441,898575867,1
0,70717800,410000,1
