Source,Target,value,nb_transactions
8360,4395,2329447,1
3753858,LuckyB.it,42099345,4
69643706,2652,12330891,1
73726982,BitcoinFog,2999990000,1
Genesis-Mining.com,70875269,10742559,1
38097914,Hashnest.com,1700749,1
ePay.info_CoinJoinMess,Bitstamp.net,640399308997,12
5325883,70586702,160415418,2
Genesis-Mining.com,67116153,10742559,1
72025056,73544705,397572454,1
BTCJam.com,OKCoin.com,3055143,1
342,AgoraMarket,1483179191,8
1836,2403740,192945850,1
354,2952485,4409239090,3
29141,CoinTrader.net_LocalBitcoins.com,40728206,1
SlushPool.com,4050,2572576449,1
Genesis-Mining.com,70403596,1182447462,1
Xapo.com,1833,69393081,3
Bitstamp.net,AbraxasMarket,1949036534,1
72104556,14959348,242571568,1
ePay.info_CoinJoinMess,72732806,70429806452,1
ePay.info_CoinJoinMess,4473692,70429806452,1
CoinGaming.io,8482969,426254000,1
Xapo.com,3057173,5082020,1
ePay.info_CoinJoinMess,1323,142922454,4
Cryptsy.com,31707,269804815,1
ePay.info_CoinJoinMess,1711316,70429806452,1
DoctorDMarket,AgoraMarket,170877029,1
69668803,BTC-e.com,2201748,1
PrimeDice.com,Coinichiwa.com,1691138,1
71554939,BTC-e.com,1925341002,1
Cavirtex.com,912,485501286,1
71918230,ePay.info_CoinJoinMess,43383185,1
74226366,53945018,63379451956,3
Genesis-Mining.com,269,1182447462,1
SwCPoker.eu,115921,120087347,2
71004866,289,107775252,1
Bitstamp.net,175,12053403408,3
6355,55782,1303414435,1
5542742,3751,272305360,2
70796631,2137677,1447823106,1
SatoshiMines.com,Cryptsy.com,6069860,1
864,ePay.info_CoinJoinMess,4684438558,2
871,523,501004885,1
ePay.info_CoinJoinMess,2184,70429806452,1
Huobi.com,417,6806945536,1
735,BTC-e.com,704154,1
0,735,284420,1
MiddleEarthMarketplace,72182099,127644539,1
999Dice.com,Poloniex.com,28541540,2
69382393,294,3249675,1
4338203,71161875,5314717,1
70455793,BitPay.com,13603654,2
354,143306,1376412893,2
24621623,31317920,807835,1
354,Poloniex.com,35209061031,32
72943322,265,18406387,1
69251442,999Dice.com,80699,1
40976172,0,13812000,2
5632,CloudBet.com,279106809,8
Xapo.com,18972,42813834,1
269,354,2252984,1
7216489,57,1465590000,1
69303773,AgoraMarket,47984121,1
821,69200022,10183730849,3
833,Bter.com,300282419,1
74042229,70691692,14265424,1
Crypto-Games.net,Xapo.com,1093645,1
4126067,PrimeDice.com,56745223,14
Coin.mx,MiddleEarthMarketplace,46755633,1
72603436,LuckyB.it,2210000,1
968,NucleusMarket,71920534,1
15879,Bitfinex.com,15001043485,1
Coinomat.com,BitcoinWallet.com,49770650,1
162192,Xapo.com,197990000,1
5325883,73545444,229043909,1
ePay.info_CoinJoinMess,68843468,70429806452,1
69513228,41887342,27328387,1
PocketDice.io,536,3970000,3
Bitstamp.net,69539025,11097872205,3
68849562,BTC-e.com,9490000,1
424,2226,954972513928,40
72865409,265,17946126,1
12527,FaucetBOX.com,11540000,2
Bitcoin.de,ePay.info_CoinJoinMess,1641549294,2
1878550,72181972,358110901,1
2390784,CoinGaming.io,1276430599,2
71236684,71607478,49628000,1
6355,BTC-e.com,1303414435,1
71005802,72996069,8860000,1
Huobi.com,BTCCPool,50091170706,3
15278773,BitPay.com,164502508,2
BitMinter.com,Cryptsy.com,2504294684,1
Cryptsy.com,Coin.mx,10927792,1
SlushPool.com,45542,2572576449,1
Huobi.com,796.com,974090000,2
28023393,SatoshiMines.com,11487,1
20914,Bitstamp.net,1590611773,1
31707,4258986,268774866,1
30613981,2545,1515044,1
898,70508252,267990000,1
71659657,CoinTrader.net_LocalBitcoins.com,1515350783,2
72576990,C-Cex.com,35842,1
ePay.info_CoinJoinMess,BX.in.th,70482909021,3
SatoshiDice.com,1830614,49990000,1
Cryptsy.com,1582,403142705,1
Genesis-Mining.com,18972,1210211680,3
7971692,SatoshiMines.com,263013798,3
289,Exmo.com,28582516,1
Cryptsy.com,7787,11973948,1
73231720,4,331712368,7
70927599,69984664,12894119,1
74147656,CoinTrader.net_LocalBitcoins.com,804657069,1
Huobi.com,525,1115990000,1
32354,999Dice.com,5995286,1
42003447,CoinTrader.net_LocalBitcoins.com,210393476,1
Cryptsy.com,Cex.io,87315901,3
581602,Cex.io,6428021,1
FoxBit.com.br,818721,2961710002,2
912,424,89132552687,8
0,513,2222888,2
Bleutrade.com,Cryptsy.com,87754946,3
CoinKite.com,4,1809415309,8
ePay.info_CoinJoinMess,BtcMarkets.net,605099994,1
ePay.info_CoinJoinMess,33971,70429806452,1
AbraxasMarket,72129325,19968806,1
74068308,265,40697544,1
13286399,0,2757448,1
Xapo.com,Poloniex.com,202204129,12
73519158,CoinTrader.net_LocalBitcoins.com,24980000,1
999Dice.com,16083010,1776570,1
73022114,ePay.info_CoinJoinMess,126022205,12
73388652,7787,2364179410,4
CoinGaming.io,6911159,1911325382,4
NitrogenSports.eu,SatoshiMines.com,19679500,1
AgoraMarket,72182099,800383388,1
44935435,2041283,40894585,2
688158,73989529,389156318,1
34169290,8482969,46167909,1
2226,796.com,8902705901,2
ePay.info_CoinJoinMess,HitBtc.com,46948363,2
HaoBTC.com,354,208863137,1
AbraxasMarket,BitcoinFog,706131175,2
96714,BTC-e.com,180980000,2
69251458,FaucetBOX.com,3523590445,1
73906136,73074553,50153539,1
71110794,72812658,364509720,1
7013749,Loanbase.com,6260485,2
1309,11332,1500000000,1
57,Cubits.com,5586965,1
904,Btc38.com,694595580,1
855,Luno.com,3956164,1
35900,CoinTrader.net_LocalBitcoins.com,1999999774,1
CampBX.com,0,51256458,1
BTCJam.com,70953395,136965582,1
ePay.info_CoinJoinMess,5348,211289419356,3
Genesis-Mining.com,154,1182447462,1
SlushPool.com,Xapo.com,17565298700,6
72603304,BitcoinWallet.com,110120510,1
396,421,446931368,3
Genesis-Mining.com,1469,7094684772,6
52842076,Xapo.com,8477494,1
72025897,CoinPayments.net,34105138,1
