Source,Target,value,nb_transactions
848667,51977,97473267,1
CoinGaming.io,122,100005993,1
219,73284596,1153894272,1
1436,2218,102641035,1
69906500,0,76332040,1
70272193,44,2135690,1
70979650,44,5293290,1
5269440,14,985310,1
219,FortuneJack.com,1744818069,1
73622516,69,67410530,1
9373931,BTCCPool,35999776123,1
354,Xapo.com,78429298302,44
71868737,Xapo.com,13739631,2
219,SafeDice.com,2014992287,1
73336533,14,218839356346,29
70796299,69,10434921,1
432,0,53360255,6
72262922,73388181,77308392,1
70532855,ePay.info_CoinJoinMess,1901372,1
1654888,72130679,1105234736,2
37,Poloniex.com,392192051,1
1436,Bitstamp.net,102641035,1
227,735,28454463,1
96584,71528906,112861564880,10
74304268,162,5692157165,2
71450805,468,8217945360,2
70766956,69984672,2037120,1
0,1235,6837792,1
1669,OKCoin.com,83812399973,13
70061898,348,2437866,1
Cryptonator.com,275,1100776,1
60,888,134842503,1
60,7655,6971642136,2
72049755,44,13777090,1
71137072,BitcoinWallet.com,8428048,1
131,1123,718000,1
SlushPool.com,94,21312585973,8
71476744,4238,83437570,1
73832915,29,13530558,1
7582,BitoEX.com,11991100,1
Poloniex.com,5946,707334176,1
YoBit.net,220,21005383,1
131,Cubits.com,1325240036,15
Bitcoin.de,Huobi.com,1000897677,1
Xapo.com,FortuneJack.com,530478153,14
74304268,9444,24871168,1
BlockTrades.us,Cryptopay.me,1976462,1
69827719,0,20318783,1
1497,BTC-e.com,156000512,1
70533810,29,186869954,1
3423,3077,2148010,1
71658987,44,9941840,3
14,70744146,93004597,1
71554939,37,42433376,1
YoBit.net,2647,92594029,1
74042215,ePay.info_CoinJoinMess,22596087,2
0,578,1119084,10
1903,Luno.com,2832862137,9
70534688,72393684,838998458,2
ePay.info_CoinJoinMess,5117614,89313400,1
14,154,9911582436,23
Cryptonator.com,Xapo.com,2168450,2
108,0,6692190,4
4,386,72434914,1
175,CoinGaming.io,2240016,1
732,102,16000076,1
451,325082,1392017,1
73336533,4,26191733878,4
0,HaoBTC.com,92949606,1
238,69330554,36337520,3
Xapo.com,YABTCL.com,29245985,1
71240589,44,10553374,1
3348,84127,99713819935,1
Xapo.com,578,70578792,1
70480848,69,3876854,1
69801759,72420101,51613906,2
74304268,269,14713524181,4
1903,Cryptopay.me,492598359,1
BlockTrades.us,0,4295826,2
1228047,129,1270551245,3
19172839,BitcoinWallet.com,5911999,1
BX.in.th,170,124755163,2
71737867,368,1219113,1
69983732,44,1984936,1
74304069,49,2428646,1
71161818,5026,15583025,1
105520,286,312619982,1
4,73414816,110630348,1
51095,BitoEX.com,12589874,1
69330624,11401,4303881253,1
1436,107,102641035,1
111896,2184,15736948172,1
71476860,20,22441313,1
20,468,304801739,1
229519,220,1096832132,1
YoBit.net,60,99959840,1
0,Huobi.com,457019938,6
69929013,HitBtc.com,14742018,1
80393,Xapo.com,91935140,1
468,70377403,77024222,1
105520,195,1856746964,1
ePay.info_CoinJoinMess,605,27709531185,1
372665,898,548757200,4
73884139,29,28659870,1
Xapo.com,2218,46513915,5
70141523,49,3208358,1
71136941,BTC-e.com,447056000,1
Huobi.com,BitVC.com,10181217294,17
54597475,Bittrex.com,132617511,1
Poloniex.com,893,242798922,1
71214990,883,319143061,1
69330554,129,2299985310,1
472,Poloniex.com,22103798845,16
74120880,49,9366273,2
BTCJam.com,292,8621046,1
74304268,371,3315423982,2
684308,72524419,12457709,1
Huobi.com,152,14404050,2
50205482,69199972,147189430,1
8633,71162532,89250000,2
FaucetBOX.com,SatoshiMines.com,8634774,1
102,331,6267352,1
72943763,HolyTransaction.com,113438028,1
87610,SatoshiMines.com,869295711,1
Poloniex.com,777,63217424473,2
73415059,49,11879538,1
70612004,CloudBet.com,223782400,3
71423380,999Dice.com,2187651,1
SatoshiMines.com,91,101001092,1
70742249,368,20261210,1
999Dice.com,FortuneJack.com,384170,3
0,368,97071728,21
69278079,71711918,150747430,1
MoonBit.co.in,2218,1125539016,3
74011537,69,6562544,1
SpectroCoin.com,5540,90635333560,30
14,MaiCoin.com,828226129,1
70744026,57,7985310,1
Xapo.com,39,505716326,2
361,157,87935220,1
73753714,BTC-e.com,2552094,1
71763802,2190830,8938632,1
5055,29,2239203601,1
Bitstamp.net,0,48291045347,11
YoBit.net,BitcoinWeBank.com,2979660,1
387,0,23489592,2
72183379,368,41694176,3
6048154,220,1412152860,2
69801586,16621,10648779,1
60,48235,4739832164,1
37,Xapo.com,3814966907,13
9373931,Luno.com,35999776123,1
904,354,3308600,1
0,1575,24552,1
73832915,73074575,15178702,1
70481844,0,75988700,1
0,995,32419417,5
72576984,69801413,54182972,1
163,CoinGaming.io,4020714,1
71842975,73362364,9933406,1
14,2803,7300161170,10
40948331,368,223902992,1
ePay.info_CoinJoinMess,238,27709531185,1
17880,54799587,39839443,1
4833806,Bittrex.com,11224346,1
Poloniex.com,94,617094925722,33
69199627,MercadoBitcoin.com.br,100349851,1
SatoshiMines.com,MercadoBitcoin.com.br,7650462,3
70375185,227,22870070,1
4126,Xapo.com,406684823,9
74304268,Cubits.com,9609985826,3
72341229,51203,486980000,1
468,883,304924775,3
52711,51291,20060003,1
396,CoinTrader.net_LocalBitcoins.com,73534933,1
1654888,71341415,345038802,1
14,70377072,182573501,1
70480848,44,4411905,2
73048147,72130182,11974640,1
51392267,73362182,297361470,1
73048226,368,30517370,1
20,HelixMixer,562475043,2
16177,29,151612000,2
131,175,8130194502,7
71188611,73807167,26245766,1
220,FortuneJack.com,1888700,1
70585671,44,5844757,2
57,Rollin.io,5663461,1
72681482,ePay.info_CoinJoinMess,165120000,1
69775175,2895,5665167,1
1151,Xapo.com,3039549,1
2640,Poloniex.com,425310564,2
111896,60,15736948172,1
105520,368,1778394847,1
57,YoBit.net,16490787,1
84127,122,49999980250,1
1228047,ePay.info_CoinJoinMess,3631027996,12
10392,BTCC.com,84948100,2
74304268,289,1911434289,3
67927,200,180544000,1
MoonBit.co.in,LocalBitcoins.com,1870303823,3
71501139,49,8666370,1
19172839,289,8243805,1
0,371,17008468,8
64256851,69720076,50663535,1
CoinGaming.io,4,104275048,3
73936596,368,29899560,2
1669,Huobi.com,92075118372,18
69827719,69539977,42879061,1
3423,158,1105606,1
72943763,Luno.com,237358607,2
354,71555085,3333666864,1
72970182,4081,6380570,1
71398204,73414517,15430,1
Poloniex.com,Bit-x.com,169065606008,5
69801586,65347997,14847450,1
6048154,PocketDice.io,1087713128,3
126,497,899029273,1
ePay.info_CoinJoinMess,CloudBet.com,661975,1
Poloniex.com,OKCoin.com,2265435623764,43
94,0,2562382775,6
Xapo.com,859,76070926,1
73753614,91,233987570,1
Poloniex.com,Luno.com,31966973162,10
73048147,69957884,3374016,1
Poloniex.com,891,22712486612,2
129,0,10527060,1
74330584,29,1502765034,2
20,LocalBitcoins.com,312586778,1
4,695,636948901,1
396,20,1282153572,5
FaucetBOX.com,72550932,55608429,1
72393840,368,6820069,1
1123,331,3861519,3
ePay.info_CoinJoinMess,MaiCoin.com,55840367596,9
821,131,2312160859,2
14,29,27241955532,32
71554939,4,66908588,1
72943763,292,119398966,1
57,SafeDice.com,5193796,2
64740,BTC-e.com,56614176,3
63145928,44,5955071,1
19172839,0,56623216,8
65924636,Cubits.com,370700900,24
37,432,3192150084,2
