Source,Target,value,nb_transactions
69827719,69513958,44658585,1
71189285,70796625,5595780,1
69906437,367303,6507720356,1
Hashnest.com,290,29990000,1
5542047,361,653837460,3
71920743,HelixMixer,754528947,1
BitBargain.co.uk,74173144,196828318,1
Cryptonator.com,513,695103,1
15681814,152,69990000,1
32561,454,142322732,2
70979656,69932357,296058510,1
Genesis-Mining.com,6491115,517545708,1
365071,Cex.io,3499953320,1
Poloniex.com,290,5330938852,5
1654888,Luno.com,921971689,4
1585,CoinPayments.net,3840968,1
Xapo.com,122,1003619991,1
1218,368,47256155,1
FaucetBOX.com,199545,16512934,1
69801586,73493144,108675822,1
FaucetBOX.com,52841915,8173979,1
269,GoCelery.com,10235700,1
73936147,Bitstamp.net,8139213,1
Luno.com,351,5733963880,1
HolyTransaction.com,536,1000000,1
3368,MercadoBitcoin.com.br,95267460,12
AlphaBayMarket,70192364,57012797,3
PrimeDice.com,1539,16115886,2
71816350,Cryptopay.me,76403157,1
6037,25263,518291749,1
Loanbase.com,BTC-e.com,215865964,1
40192,308045,19990000,1
71267439,69878799,12246520,1
50822,50899,18316856,1
60997896,30306876,14747964,1
68870830,7,18972373,1
51082,51401,249091979,1
35,BX.in.th,6004887,1
71476879,ePay.info_CoinJoinMess,117706304,1
69173924,1200666,33202000,1
74121075,CoinKite.com,4852226,1
61,Xapo.com,29785300,1
AlphaBayMarket,96,58002128,8
70037420,152,208201968,2
FaucetBOX.com,70246056,15473444,1
71764440,368,25499500,1
69304029,860,18809679,2
35,ePay.info_CoinJoinMess,53263618,2
72078429,73675314,14639823,1
69697250,73441080,736950000,1
71554939,3077,37416082,2
FaucetBOX.com,74226233,46205293,1
71868502,11576,30514247,2
6022,BTCCPool,111044415,1
4126,Hashnest.com,34887016,4
ePay.info_CoinJoinMess,61,44611755883,8
CoinPayments.net,3219285,5342800,1
51082,50235,209181979,1
5325883,71764440,253831617,1
71816350,289,1554969791,3
73048147,71685734,202855793,1
23052521,BitcoinWallet.com,12297596,1
10139708,BTCJam.com,549603,1
FaucetBOX.com,Btc38.com,42506476,2
69539543,NitrogenSports.eu,29799516,2
Bitcoin.de,DoctorDMarket,1285161141,3
1017,BTC-e.com,3898819103,7
1022532,999Dice.com,10390000,1
BTCJam.com,38660,69957517,1
2990531,72104795,59789816,1
GHash.io,11790,6651519826,1
GoCelery.com,855,11793847,1
21650441,421,349243307,18
0,37,8740390,2
107,HaoBTC.com,3553728434,1
4355,BTC-e.com,55580000,1
HolyTransaction.com,1370,1100015,1
1022532,BTC-e.com,963426504,3
107,544,4044123497,1
69906437,70927603,31687458780,5
50648,8194,150082000,1
Hashnest.com,BTCJam.com,38782223,2
69539680,CoinKite.com,896297,1
50605,51294,746562552,2
FaucetBOX.com,175,65305015,2
35,60,8034088,1
70953245,4,19820144,2
59589,290,29999900000,1
70141210,368,154034578,1
60,0,2285727390,3
71920743,1472686,2490711292,3
1228047,BitPay.com,4995580070,4
72052173,10789,11118638,3
74066429,Luno.com,5783880,1
Poloniex.com,1144,2867711292,4
Xapo.com,1506795,1013069632,1
1022532,Matbea.com,51696932,2
51524,52108,397365000,1
Xapo.com,Luno.com,37393685160,33
Xapo.com,2461,3303894244,3
139,10166,2405093575,1
13951749,69849160,13105781,1
MaiCoin.com,AlphaBayMarket,11850152,1
39802,ePay.info_CoinJoinMess,3030108,1
999Dice.com,HitBtc.com,2760640,3
70978140,811,17558257,2
61,26515,213472902,2
GHash.io,331,6651519826,1
69304322,0,4519476,1
MeXBT.com,CoinTrader.net_LocalBitcoins.com,87770000,1
612782,290,199999857908,2
GHash.io,CoinKite.com,6651519826,1
354,69147203,972282983,2
71816710,655,3452379,2
70744000,AlphaBayMarket,22485837,2
Hashnest.com,20488,64102146,1
52184976,Hashnest.com,15880741,1
Huobi.com,295687,696178122,1
69565218,CoinPayments.net,4490000,1
70586820,73832901,54130386,1
70796631,73545273,194762908,2
Bitstamp.net,AlphaBayMarket,51500676846,6
72391912,BTC-e.com,6975655320,2
BitcoinWallet.com,BTC-e.com,134293165,1
GHash.io,Bitcurex.com,6651519826,1
45048181,2828950,89735436,1
GHash.io,10251,6651519826,1
FaucetBOX.com,22698867,7694444,1
0,Bitbond.com,1237660,1
2990531,37,12120417,1
