Source,Target,value,nb_transactions
7166942,5232508,59391003,2
Genesis-Mining.com,ePay.info_CoinJoinMess,453456784,4
17060189,PrimeDice.com,14732366,2
4395,Huobi.com,1290973802,5
19938530,1576,77398076,1
72262922,BTC-e.com,35863579,1
72839297,1956,60860000,1
269,47678,103222702,2
BitVC.com,Huobi.com,29320398651,12
6355,CoinTrader.net_LocalBitcoins.com,1933086575,1
PrimeDice.com,289,2219054,1
6216423,SatoshiBet.com,65575,1
Kano.is,Xapo.com,2485425807,1
Bitbond.com,2010811,9950000,1
107,71712065,4264009139,3
8360,Bitcoin.de,1328593,1
954,Bittrex.com,11099960000,4
Poloniex.com,OKCoin.com,278240000,1
Bitfinex.com,OKCoin.com,9999990000,1
21646128,1294,179269257,4
2137677,860,419990000,1
2010811,SatoshiBet.com,500578,2
69251458,Igot.com,5961013426,2
72104556,513,254571213,1
40189,BTCJam.com,9021156,1
0,CloudBet.com,2340821,2
71005802,1294,1312862675,38
71005802,PrimeDice.com,219279084,5
Igot.com,53711270,51043162,1
71110895,5232508,99697942,2
72078429,74303643,80693615,1
CoinTrader.net_LocalBitcoins.com,2624,3214474123,3
ePay.info_CoinJoinMess,72156774,43275428,1
Bitfinex.com,PrimeDice.com,301022550,1
Bitstamp.net,BTCC.com,277942621563,4
Cex.io,Hashnest.com,2521281988,4
FaucetBOX.com,Bitcoin.de,43492677,1
50207257,3504685,15864867,1
71005802,0,3733842398,95
417,C-Cex.com,6858417,1
15681814,2652,639316000,1
Huobi.com,OKCoin.com,1378710336,3
45379539,Cex.io,9990000,1
C-Cex.com,769077,59919966,1
46798,1309,1120700,1
BTCJam.com,Betcoin.ag,4457913,1
999Dice.com,0,31955154,3
PrimeDice.com,871,4290050,1
NitrogenSports.eu,421,12960000,2
74147229,69983151,2821201,1
6355,BitVC.com,1933086575,1
72078303,BitPay.com,2485150942,34
3753858,BitAces.me,11290000,1
70062872,72602382,168571379,1
ePay.info_CoinJoinMess,0,5258996004218,408
999Dice.com,4570,8576306,1
VirWoX.com,Cex.io,485214168,1
SlushPool.com,Cryptsy.com,10017979481,4
268196,0,490200,1
71005802,Cex.io,770889292,21
72839276,71685877,70749539,1
Hashnest.com,BTCJam.com,9616360,2
72367940,73153283,601271940,8
Bittrex.com,BTCJam.com,199693898,5
72577151,BitPay.com,15590000,1
SatoshiMines.com,Xapo.com,3412311,4
72262922,70742902,65216911,1
Cryptsy.com,421,272688106,1
818721,1576,109357812,2
Bittrex.com,1323,23780000,1
1116,Bittrex.com,24035268,1
71005802,289,660848350,15
14288920,71554248,491922551,2
5941,1294,1319178,1
916203,ePay.info_CoinJoinMess,8977000,1
CoinTrader.net_LocalBitcoins.com,73597179,561976800,1
71005802,Cryptonator.com,214171276,6
45379539,AgoraMarket,49990000,1
Purse.io,28663,60000000,1
BitVC.com,796.com,10978162677,5
ePay.info_CoinJoinMess,AgoraMarket,180087571044,61
CoinTrader.net_LocalBitcoins.com,Huobi.com,2049185457,1
ChBtc.com,59589,61420022233,3
Bitcoin.de,1155021,115900037,1
MercadoBitcoin.com.br,2624,9567994,1
CoinPayments.net,1294,14686182,2
71946331,860,210948000,1
1252,HolyTransaction.com,1002409,1
ePay.info_CoinJoinMess,70638747,18237566,1
269,Igot.com,2392114,1
1370,SatoshiMines.com,1191726,1
396,CoinSpot.com.au,272497043,1
CoinTrader.net_LocalBitcoins.com,1144,1528322658,1
536,1252,1059000,1
ePay.info_CoinJoinMess,72288535,4652316450,1
