Source,Target,value,nb_transactions
Poloniex.com,CoinHako.com,1041312954,1
50353,53644,100430000,1
YoBit.net,220,62118433,6
50899,51765,545816019,1
50291,51056,406380000,1
73467019,44,19329915,1
50880,52442,13990000,1
69929013,0,47540838,6
405610,MoonBit.co.in,502948336,1
ePay.info_CoinJoinMess,72811242,14035309,1
3473,69198888,23755441,1
396,BtcTrade.com,2830122645,9
Xapo.com,227,265058142,4
51987,51755,100350000,1
Huobi.com,OkLink.com,10632986105,10
1669,OkLink.com,2099950000,1
50122,51056,208129424,1
71450805,859,2193798797,2
SlushPool.com,31767,10199709076,2
999Dice.com,Xapo.com,138080548,33
YoBit.net,Bittrex.com,394978025,11
19172839,0,70215866,14
Poloniex.com,6882,3922383643,1
70927666,2172648,19625919,1
354,199182,413233604,1
1228047,2696,5001128796,5
50950,41082,100160000,1
50968,51857,23462440,1
50526,8194,600057540,1
51153,51192,1776327552,1
533334,1747,103329723,7
0,73310005,1640000,1
50509,51781,424064608,1
472,904,39916626,1
72967225,LocalBitcoins.com,99990000,1
Huobi.com,24333768,37146682,1
69801611,Poloniex.com,18754327860,1
50370,51660,199990000,1
51627,41672,11660000,1
4126,60,1122966982,11
FaucetBOX.com,Matbea.com,28810026,3
51365,52214,119890000,1
60,OKCoin.com,1432249091,5
CoinPayments.net,1539,24369895,1
20,566,1073800712,4
27914256,289,3661314872,1
64475407,20,44293823,1
71842873,73465982,9744949,1
YoBit.net,170,7051904,4
0,896,1500000,1
Poloniex.com,33291,3571570797,1
70369,51869,86987429,1
YoBit.net,OKCoin.com,2018962770,2
71554939,BitcoinWallet.com,91098962,1
57,0,140799644,22
51447,51376,174550014,1
70455660,49,14517451,1
Cryptonator.com,Xapo.com,2288532,1
0,1138,32274637,8
50465,73231433,237342928,1
Crypto-Games.net,Xapo.com,1112436,1
50589,73231433,122700000,1
73728452,4,6457105,1
369141,4,14026295,1
74304268,566,16467748894,1
71058615,Xapo.com,6130003,3
354,970890,5640758625,7
1747,15905960,61016904,1
40868,0,809620000,2
70978230,CloudBet.com,15002868,1
14096,CoinTrader.net_LocalBitcoins.com,25633475,1
71292762,44,3386570,1
52710,51120,662610351,1
Xapo.com,Bitcoin.de,269601660,3
0,995,2350000,1
19741802,ePay.info_CoinJoinMess,19990000,1
MoonBit.co.in,71109524,315590363,1
1669,417,40713483717,10
20,4,267385432,1
11432272,OkLink.com,370471000,1
73046372,Luno.com,35086794,1
20,CoinGaming.io,638782467,13
129,269,1461497,1
SlushPool.com,71947251,2513950996,1
1669,290,1965651930,1
BitBargain.co.uk,HelixMixer,40900510,2
71973585,368,10490000,1
Exchanging.ir,566,1400806924,4
155898,Poloniex.com,23999984326,1
74173464,51216,398587570,1
71947360,BTC-e.com,529089130,2
50122,50968,82203131,1
Xapo.com,1004,31678692,1
52409,49925,292710900,1
954,BTCC.com,2101878220,2
51373,50331,110910000,1
YoBit.net,2329,2590102,1
72916777,Poloniex.com,2386652,1
999Dice.com,8221,6430202,9
72943763,Xapo.com,2950077100,41
70508185,44,6521640,1
0,1294,742907,2
51056,52106,100080000,1
1669,BitVC.com,6128580000,1
52699,52150,10330000,1
Xapo.com,Exmo.com,97556682,1
52747,Luno.com,273980000,1
PocketDice.io,MercadoBitcoin.com.br,47775811,31
51819,51562,9990000,1
64695628,70037420,29730109,1
51028,51262,150801540,1
Bitstamp.net,CoinPayments.net,1011870696,1
ePay.info_CoinJoinMess,69252020,16255780,1
73623547,BTC-e.com,276889391,2
3179,BTC-e.com,29000041,1
Poloniex.com,6931,10259333965,1
50433,51351,199990000,1
69538567,26582,939144951,1
688158,Bitstamp.net,999979430,1
57,6955860,9364014,1
ePay.info_CoinJoinMess,2496802,13968625,1
209813,LocalBitcoins.com,22782654,2
53620,1223413,89980000,1
51216,Luno.com,990000,1
354,CoinTrader.net_LocalBitcoins.com,3704993369,3
28578,3934,15279717,1
ePay.info_CoinJoinMess,MaiCoin.com,176057814570,30
51627,52747,134599797,1
