Source,Target,value,nb_transactions
70063369,170,505447710,2
139,26582,4930749912,1
69278079,BTC-e.com,174915986,1
Bitstamp.net,74147394,43731364746,6
Bitcoin.de,BitcoinFog,88700004,1
10251,Bter.com,2147632,1
51944,50685,14150000,1
4,1090,32172674,2
50509,Xapo.com,80150000,1
50265,0,100190000,1
73832248,LocalBitcoins.com,4475140,1
BX.in.th,Poloniex.com,2922083287,6
189,4,6387591,1
15278773,29,3217390220,2
71842873,44,8951446,2
21325448,71163236,85505230,1
52057,BitoEX.com,100100000,1
ePay.info_CoinJoinMess,OKCoin.com,23680518241423,697
41573,51575,29960000,1
45298568,44,2132600,1
50776,Luno.com,89680000,2
70976754,Bitbond.com,57403352,1
Bitstamp.net,44,22934565287,3
ePay.info_CoinJoinMess,BTC-e.com,1122736655521,40
71997968,2749,66220000,1
67927,Xapo.com,315908954,1
Xapo.com,72052120,21052801,1
FaucetBOX.com,Xapo.com,2815222149,27
2465,YoBit.net,19980138,1
PocketDice.io,999Dice.com,5394830,3
0,468,36832322,5
4,777Coin.com,127950379,2
60,53283409,20681655,1
51868,62537,78370000,1
72733578,60,17628132,1
Bitstamp.net,629,50078252604,1
468,Coinmate.io,49273462,2
129,Cex.io,19987222,1
69906500,Cubits.com,318799740,4
72655543,424,11173711,1
69932008,44,5264329,1
348,BTCCPool,817500029,1
ePay.info_CoinJoinMess,129,263655364,2
50641,50778,100070000,1
735,PocketDice.io,1029233,1
51805,Luno.com,31310000,1
74121066,BTC-e.com,54987570,1
227,220,23672019,3
354,284,580556244,1
70979425,830,22340794,2
20,286,691070005,2
660588,LocalBitcoins.com,47204224,1
0,1075,3459680,3
51755,152,75325154,1
70036708,BitPay.com,19805055,1
51081,Huobi.com,39850000,1
139,29365,5572554506,2
CoinPayments.net,20849,32057556,5
848667,417,441854872,1
4327041,OKCoin.com,1114733500,1
69929013,331,11598745,1
70377403,468,27891211,1
51726,73571496,100040000,1
70743619,BitPay.com,2276478,1
69670973,29,6355570,1
71476712,51291,3109847430,2
1182362,170,884620316,5
SatoshiMines.com,0,96481330,51
Huobi.com,YoBit.net,171382756,3
70842,Luno.com,59900000,1
70796633,419,16290,3
Bitstamp.net,Bittrex.com,8920415501,3
163,LocalBitcoins.com,14744401,1
122608,CoinPayments.net,8758266,1
1575,OKCoin.com,1373043451,1
0,OKCoin.com,7081380,1
57,CoinPayments.net,7878930,5
1182362,331,574971487,3
70403545,129,10917875,1
24414,61,12139068960,75
53944833,331,763309000,1
1654888,0,28691772415,71
398,70874764,5165872,1
ePay.info_CoinJoinMess,2225103,1422836,1
50408,Luno.com,49920000,2
72183504,BTC-e.com,41975589,2
50407,51419,100400000,1
157,57,8184641,1
BitoEX.com,OKCoin.com,37106070848,6
1182362,283,215970757,1
Xapo.com,158,440236864,8
338419,39,80000015000,1
4,70612644,27510219,1
50411,Xapo.com,60750000,1
Poloniex.com,35,4643074487,5
5714831,BTC-e.com,39563594894,6
1228047,51120,295397281,1
2685370,BTC-e.com,49799765,2
69958278,0,10917000,1
SlushPool.com,Luno.com,18930253195,9
41213,50606,75456777,1
Poloniex.com,Bitcoin.de,65768376151,10
71554756,49,7449784,1
73310613,73832987,30832767,2
SlushPool.com,70770548,3495310815,2
52375,Luno.com,29960000,1
52710,41213,50140000,1
70586820,44,119481080,1
52123,Luno.com,73121000,1
Poloniex.com,BitBay.net,25819661474,2
1654888,91,229448340,1
432,7351,2867268,1
70560554,69252057,4749618,1
0,72812867,19796266,1
17880,200,4021320087,2
50287,Luno.com,105520000,1
YoBit.net,340,10980202,2
CoinPayments.net,3578,8685988,1
61,1235,9210339,1
70063369,Crypto-Games.net,8976521,1
74304268,71737930,5287949366,1
69644324,44,10574140,1
1228047,129,522846468,2
Poloniex.com,Huobi.com,112966561904,6
Xapo.com,26220,202699833,3
69199627,1227,79483105,1
50129,51740,101850000,1
HolyTransaction.com,1182,4902260,1
159520,Bitcoin.de,9092530,1
2403,FortuneJack.com,1301206,1
107,348,17385787,1
50251,Luno.com,103440000,1
153526,70325075,919361975,1
368,29,175000004,1
72681482,71214990,522141500,2
51240,11002526,100500089,1
72367929,70612244,59804465,1
354,227,3048009266,6
50998,Xapo.com,51290000,1
69955,Xapo.com,159560000,2
50291,883,60720000,1
BTCJam.com,29,7250964,1
YoBit.net,Xapo.com,172203095,8
Poloniex.com,91,133807074070,2
72550978,0,107230740,1
73780654,44,2119324,1
2506,6098,1410482947,21
51240,152,31025829,1
1654888,20,1394676764,2
69121618,70192841,3943461,1
72707188,968,44171335584,14
157,774,45180263,2
CoinPayments.net,72209849,22006674,2
Xapo.com,432,187997769,3
Poloniex.com,Crypto-Games.net,8344785287,3
71136941,20,931507365,2
69169393,290,35556090,1
72262586,96,82225570,1
472,Huobi.com,138553398,1
70744026,20,29916850,2
71631503,CoinGaming.io,2371840,1
ePay.info_CoinJoinMess,7214906,1970300,1
70637818,44,789240,1
73987564,BTC-e.com,26182468,3
Xapo.com,51629,101780567,1
ePay.info_CoinJoinMess,1098,809666784,1
Xapo.com,LocalBitcoins.com,1294167130,15
Bitstamp.net,11621,2281666171,1
146292,44,16434870,1
52031,52251,500140000,1
4661129,117,635037844,1
3658,421,211115100,1
849,20,12244848,1
73284163,69406736,8998424,1
73467037,BitcoinWallet.com,62736383,1
CoinPayments.net,0,122585227605,558
32413624,HitBtc.com,4110280,1
0,26220,39643388,3
73674992,0,1748384,2
1612,290,897534013368,49
CoinTrader.net_LocalBitcoins.com,OKCoin.com,2255469584604,22
1654888,Bit-x.com,929026786,1
8633,72130569,401560000,4
848667,444,110321884,1
Huobi.com,368,313613681,16
57866224,36586430,6760232,1
Huobi.com,BTCC.com,10052489706,3
326403,73100769,42181096,1
1228047,29,2262534859,7
73152717,71345663,19539124,1
50760093,FortuneJack.com,55390000,7
605,Poloniex.com,659732245,2
3396592,BitPay.com,13337570,1
36030336,811,5250410,1
Poloniex.com,Paxful.com,1432841971,1
4,71659624,71130486,1
69383113,72052097,136658501,1
69383113,73388186,118271708,1
1228047,497,330684413,2
YoBit.net,HitBtc.com,1037665,1
848667,883,649318091,4
Poloniex.com,417,3822428755,1
70089222,Xapo.com,29304140,1
70953245,0,127320342,1
342,CoinGaming.io,23545925,6
MoonBit.co.in,4,2497654840,2
20694,14264,64356680,1
BitPay.com,0,208440474,21
469,109306,277228750,1
1316,SatoshiDice.com,1480489964,2
71554951,71659840,62410627,1
163,BTC-e.com,11002938,1
Poloniex.com,2656200,638395892,1
51294,Xapo.com,81820000,1
1335,ePay.info_CoinJoinMess,299987229,1
107,995,530928339,1
LakeBTC.com,0,28153656,1
Kano.is,BitcoinWallet.com,1243230219,1
52032,51845,100500000,1
1228047,50648,298009151,1
326396,275,9999980000,2
Poloniex.com,Luno.com,192371808977,15
