Source,Target,value,nb_transactions
70953024,72550682,168319177,1
AbraxasMarket,NucleusMarket,390566850,3
0,CoinPayments.net,79205064,10
354,TheRockTrading.com,512343429,1
Xapo.com,289,1546944386,28
2725807,513,2891926,2
Xapo.com,1227,43706573,2
1116,Cubits.com,11382121,1
22882434,69383113,138819762,1
69539894,2184,37637744,1
70586820,72784689,41898434,1
AgoraMarket,12220,3403697555,1
199545,BTC-e.com,3540123,1
61,Matbea.com,1156513510,13
2085170,CoinTrader.net_LocalBitcoins.com,124990000,1
YoBit.net,354,10984400,2
72550682,69278244,6709675,1
Poloniex.com,1539,7973528,2
6022,BtcTrade.com,349960000,1
Igot.com,ePay.info_CoinJoinMess,167879266,1
FaucetBOX.com,70063236,12003960,1
999Dice.com,C-Cex.com,8922335,1
7355958,6075,78392000,1
342,CloudBet.com,299976564,2
BX.in.th,CoinTrader.net_LocalBitcoins.com,2153300696,1
107,HaoBTC.com,834808246,1
16962,Kraken.com,105548254,1
27853737,74041593,22907892,2
72157021,BTC-e.com,201107460,1
CoinKite.com,Bittrex.com,1628831,2
5026149,1095,141575492,2
72157142,4544,6562727912,4
LuckyB.it,23421989,316355931,22
354,Bitcurex.com,4896864640,3
354,Hashnest.com,5896791094,3
1391,0,265756484,10
17272,69147803,156333984,1
69147675,73571260,163880048,1
622667,BabylonMarket,54870497,1
4251,2531,83498368,1
ePay.info_CoinJoinMess,69147675,487133,1
72130773,CoinTrader.net_LocalBitcoins.com,645137375,1
999Dice.com,73178712,150772407,3
Paymium.com,AgoraMarket,44004274848,11
Hashnest.com,FaucetBOX.com,16572424,1
CoinKite.com,71869232,26870000,1
4338203,70665256,60060835,1
999Dice.com,Indacoin.com,2056460,1
71005802,BTC-e.com,11613642,1
72393851,999Dice.com,662273264,2
ePay.info_CoinJoinMess,BtcTrade.com,8641039053450,115
72104556,14959348,321156885,1
72471032,73884724,475859000,1
70953647,74200055,114358563,2
Peerbet.org,1227,5259729,1
ePay.info_CoinJoinMess,5308530,15937016,1
21073819,Cubits.com,12553980,1
SlushPool.com,BTC-e.com,17751840096,7
417,LuckyB.it,8878005,2
265,BTC-e.com,92144530308,4
ePay.info_CoinJoinMess,3048881,2480000,1
3120029,61,9480620796,31
0,CloudBet.com,6199466,3
Genesis-Mining.com,652099,3228445636,2
2024,Bitfinex.com,4000005,2
ePay.info_CoinJoinMess,70351635,24613676,1
396,PocketDice.io,1743186983,1
ePay.info_CoinJoinMess,Igot.com,74892718,1
NucleusMarket,1834092,362583304,1
ePay.info_CoinJoinMess,70063233,757299920,2
ePay.info_CoinJoinMess,241309,47679939,1
71554939,386,592627469,1
Poloniex.com,354,645116983,3
AllCoin.com,31707,66236918,2
57490,BitPay.com,1039900000,1
18340295,898,2609250000,2
1654888,5941,551506522,2
898,AbraxasMarket,279940000,1
354,119943,725579269,1
602820,BitPay.com,7790154,4
20042,57,40327641,1
71659657,AgoraMarket,222234020,1
71868011,860,12527182,1
72628573,69278244,204410000,1
Poloniex.com,Xapo.com,11174626,1
73126767,73388652,13050540,1
Hashnest.com,24782,118360149,2
Bitcoin.de,NucleusMarket,6500018530,5
SlushPool.com,4411380,2500978932,1
6661709,BitZillions.com,10039774,7
Luno.com,1228047,24830992755,40
5542742,Xapo.com,724374124,18
71554939,Hashnest.com,2307749678,2
69383113,BTC-e.com,81873473,3
SlushPool.com,1539,2500978932,1
Poloniex.com,999Dice.com,493491902,2
Genesis-Mining.com,73728436,849424780,1
ePay.info_CoinJoinMess,PrimeDice.com,1324445554,16
70742958,71816597,15318476,1
2172648,1066863,174891813,2
Genesis-Mining.com,Bleutrade.com,8254138147,5
CoinPayments.net,CoinTrader.net_LocalBitcoins.com,99964893,9
2184069,BTC-e.com,171798249,1
72603304,4348611,144664609,1
ePay.info_CoinJoinMess,27502457,59914108,2
Cex.io,AgoraMarket,405683840,5
CoinGaming.io,3048834,7002580,1
BitPay.com,1621394,2373631390,1
16768780,72206096,31886119,1
13286399,Cryptsy.com,2471386,1
999Dice.com,3048834,42045227,6
20488,Bitstamp.net,33990000,1
71554939,0,4352878125,7
72498623,69984672,28994723,1
AgoraMarket,1323,1099866388,1
BitVC.com,796.com,118580000,1
70115489,74015103,147691397,1
71110794,73987471,206524759,1
1285711,72393857,4797183716,1
9378589,MercadoBitcoin.com.br,20043599,1
5325883,71423684,66228000,1
Genesis-Mining.com,700,998814611,1
Genesis-Mining.com,MaiCoin.com,1997629222,2
Genesis-Mining.com,BX.in.th,998814611,1
BtcTrade.com,6022,220080000,1
70187476,860,114435751,1
PrimeDice.com,1144,10650267,3
Genesis-Mining.com,56918,2415105350,1
Bleutrade.com,269,3338400,2
Vircurex.com,421,2876875,1
Bleutrade.com,Cryptsy.com,54039633,3
71345206,BitcoinWallet.com,31082297,2
5283,BitcoinWallet.com,47473869,1
60997896,BitPay.com,289582636,1
73022114,ePay.info_CoinJoinMess,7465702,1
69199627,Bleutrade.com,199990000,1
Cryptsy.com,Hashnest.com,166617766,4
69827719,70979684,9687782,1
FortuneJack.com,SatoshiMines.com,5543467,3
ePay.info_CoinJoinMess,AgoraMarket,28314818937,46
SlushPool.com,Luno.com,7992911940,3
72444911,BTC-e.com,91065249,2
2226,6022,3073051995,2
FaucetBOX.com,BTCJam.com,27738372,3
16425460,74200010,315017294,1
Xapo.com,AllCoin.com,20079545,1
FaucetBOX.com,71528992,17390719,1
3120,Cryptsy.com,18200830,1
Betcoin.tm,39030,24980000,1
Genesis-Mining.com,70953407,998814611,1
72524261,69984672,37460335,1
37686970,73309624,268452093,1
11222093,31317920,9354381,1
71554277,73466818,118896019,1
1285711,32856319,7371353385,1
FaucetBOX.com,73832613,78410822,1
3048881,BitPay.com,316608200,1
366342,ePay.info_CoinJoinMess,1886261336,1
FaucetBOX.com,71319615,78410822,1
NitrogenSports.eu,912,674681090,1
70612415,70089354,151175730,1
Matbea.com,7573578,50008268,1
73937548,69565876,5845680,1
69252167,0,1072400,1
FaucetBOX.com,Hashnest.com,227376676,6
Xapo.com,4,331183317,27
73360597,69223587,1524967665,1
Genesis-Mining.com,3325210,2415105350,1
ePay.info_CoinJoinMess,73937407,389252767,4
BitPay.com,42093257,105521800,1
0,BTCLend.org,127678516,2
BTCLend.org,Cryptsy.com,119990000,1
289,ePay.info_CoinJoinMess,2039974684,3
FaucetBOX.com,72891548,23273556,1
1116,NitrogenSports.eu,17080533,1
69278079,72706288,33439823,1
OkLink.com,3980,1834121158,6
66254,FaucetBOX.com,159987,1
72707685,71659769,141324194,1
6355,7667375,2591896499,1
70063161,71032462,61912066,1
1514897,441347,176832365,2
2226,424,15999990000,1
71657813,860,93990130,1
ePay.info_CoinJoinMess,154,74892718,1
PrimeDice.com,Xapo.com,22171129,2
LuckyB.it,33971,1703432711,112
354,73021938,918259867,1
Poloniex.com,YoBit.net,114134499,1
PrimeDice.com,BitPay.com,199980000,2
Cex.io,BTC-e.com,1170831769,6
CoinKite.com,AgoraMarket,234578896,4
Exchanging.ir,69147824,56985849,1
ePay.info_CoinJoinMess,194937,75139470030,1
Genesis-Mining.com,69513856,2415105350,1
4355,CoinTrader.net_LocalBitcoins.com,1001970000,1
BTCJam.com,Xapo.com,52834864,2
Rollin.io,NitrogenSports.eu,2629964,2
342,411,1011055584,1
73413077,289,33875516,1
Betcoin.ag,CoinTrader.net_LocalBitcoins.com,142517500,3
Rollin.io,FortuneJack.com,2289892,2
1836,2820290,101950000,2
4337,CoinPayments.net,1342108,1
Genesis-Mining.com,71031830,10007486,1
71319702,Xapo.com,2929656,1
Coin.mx,16500241,12224527,1
74304487,CoinTrader.net_LocalBitcoins.com,4492895,1
999Dice.com,1836,77744695,2
954,6022,1599990000,1
69146689,Cryptsy.com,10669127,1
SlushPool.com,CoinTrader.net_LocalBitcoins.com,10262544927,4
SlushPool.com,525,7516578423,3
