Source,Target,value,nb_transactions
ePay.info_CoinJoinMess,1580,296565370,1
CoinTrader.net_LocalBitcoins.com,424,604204511,2
GoCelery.com,2799,299980000,1
LiteBit.eu,Bitfinex.com,186775239,1
999Dice.com,CoinTrader.net_LocalBitcoins.com,312740920,2
1285711,73858713,186225731,1
999Dice.com,70403439,31366661,2
Cryptsy.com,Huobi.com,9281349,1
Poloniex.com,HitBtc.com,488095925,1
57,Bitfinex.com,63343272,1
65045514,597,3904979,1
OKCoin.com,954,364080036669,41
73724891,NitrogenSports.eu,12336201,2
ePay.info_CoinJoinMess,70665166,308136828,1
62046790,513,9712301,3
FoxBit.com.br,1580,920564158,1
354,2338,688091854,1
Xapo.com,292,701694999,3
396,ePay.info_CoinJoinMess,52858352,1
GHash.io,7366,4408991141,1
Matbea.com,FaucetBOX.com,82546900,1
55782,CoinTrader.net_LocalBitcoins.com,89675688,1
44932733,1138,98870000,4
69433503,6748,913303057,1
3765,BitcoinVideoCasino.com,87245857,5
1156799,1493,8456786,1
Huobi.com,Bitstamp.net,11955250000,1
1905505,0,11084768,1
CoinChimp.com,BitLaunder.com,363000000,1
72707320,70324935,105690000,1
CoinPayments.net,1495423,14243861,1
70744026,641,51463000,1
2293476,1580,23697626,1
Poloniex.com,1144,302981603,2
FortuneJack.com,Betcoin.ag,4889150,1
74041435,67575362,109080909,1
Bitfinex.com,ePay.info_CoinJoinMess,6603127468,12
Betcoin.ag,Cryptsy.com,351002569,1
AgoraMarket,27849,499928463,1
73807082,74015208,273970000,2
Betcoin.ag,ePay.info_CoinJoinMess,25993064,2
FYBSG.com,69932008,11627933,1
999Dice.com,69329889,195530090,5
32354,PrimeDice.com,14143000,2
71005802,33444,23410820,1
Xapo.com,6294,93789703,1
73309045,597,6595019,1
0,AgoraMarket,387182766,4
SwCPoker.eu,Bitstamp.net,12002527,1
Bittrex.com,AdmiralCoin.com,10140000,1
Xapo.com,CloudBet.com,585591512,4
536,NitrogenSports.eu,1240998,1
69827719,71371977,80490000,1
ePay.info_CoinJoinMess,70377652,79481416,1
354,525,781819163,1
71554939,ePay.info_CoinJoinMess,8618106035,14
354,24782,688091854,1
Cryptsy.com,101,397784071,1
73336527,73310497,236965752,1
69539900,AnoniBet.com,14970000,1
46252592,BitPay.com,20867355,1
3598099,294,42761266,1
4758,BTC-e.com,28962784,4
Poloniex.com,PrimeDice.com,91187825,2
73858713,777Coin.com,7212642,1
ePay.info_CoinJoinMess,69879707,26917026,1
69330805,1972,16895347,1
Xapo.com,SafeDice.com,216823683,1
73962910,Cex.io,14353764,2
0,FortuneJack.com,15760811,1
73962910,1138,10994127,2
2545,Huobi.com,774990000,1
157228,4144433,69499960000,1
Bittrex.com,BX.in.th,2799359,1
