Source,Target,value,nb_transactions
2755004,523,2348599,1
Poloniex.com,566,1878297190,1
CoinJar.com,AlphaBayMarket,905225451,4
72391467,1747,73686034,4
354,BTCC.com,845928392,1
71947629,LocalBitcoins.com,888018000,1
4908,Poloniex.com,548160399,4
PocketDice.io,Xapo.com,110702420,42
50353,52525,100080000,1
AlphaBayMarket,Bitstamp.net,2063547,1
Huobi.com,0,111521295347,66
BitVC.com,290,70947616558,4
Betcoin.tm,2012172,5581713,1
71346041,Btc38.com,1873429245,1
73778887,152,45847,1
164,CoinTrader.net_LocalBitcoins.com,9994953981,2
69801611,Bittrex.com,3217634763,1
849,Cubits.com,7644919,1
Poloniex.com,3651,969960624,1
70822388,73962381,2056069,1
50092604,LocalBitcoins.com,30314034,1
Cryptonator.com,1539,1050009,1
HaoBTC.com,BX.in.th,2247303648,11
342,200,4600846,1
71685884,BitAces.me,1239498,2
1228047,4,1188758287,2
72575778,ePay.info_CoinJoinMess,7170000,3
127566,BTC-e.com,3573000,1
51326,71396,135780000,1
629,883,2213448,1
372665,BitBargain.co.uk,603527200,3
405610,Huobi.com,223568568,1
8204715,GermanPlazaMarket,141212500,2
67985,71816597,49990000,1
63150696,73230829,22805386,1
BX.in.th,4,15856806599,20
1654888,1576,236012687,1
SatoshiDice.com,NitrogenSports.eu,8266751,1
809,152,2096672458,1
ePay.info_CoinJoinMess,16621,275828400,4
1223413,69723011,125773800,1
53030,50556,2690000,1
45103799,ePay.info_CoinJoinMess,75336594,1
64475407,23410521,29681501,1
Xapo.com,1972,19996502365,2
Poloniex.com,386,2136885167,1
2237,4,1086533,1
71215132,37,8272208,1
74278522,72760355,238615575,2
2536,Bitstamp.net,1656544612,1
FaucetBOX.com,1576,8646776,1
64479,290,23000000,1
72707691,227,142382775,1
Bitcoin.de,Coinmate.io,160010741,1
71659609,74278618,336659930,1
483243,57,3126846101,1
73702173,BtcTrade.com,544811149,1
CoinPayments.net,5553070,96106368,1
74172449,BTC-e.com,1884807,1
Poloniex.com,NucleusMarket,445925949,1
368,1585,1659000000,1
315,BTC-e.com,38692931,1
300441,BX.in.th,1862743215,1
Purse.io,73728626,2049814880,5
73336559,1316,975855,1
25042594,368,24890000,1
13137,354,77448057,1
974256,68426617,12990000,1
SatoshiMines.com,70325078,1237541,1
ePay.info_CoinJoinMess,61,5607110885,11
22698867,CoinKite.com,189197,1
1769,Xapo.com,30990000,1
Kano.is,0,1465443505004,583
Kano.is,Poloniex.com,45246202260,18
71554939,FortuneJack.com,79900165,1
49672550,ePay.info_CoinJoinMess,2008519,1
70037060,35,298484,1
69670996,2080612,9403093,1
69330299,7,50839631,5
0,1769,5223811,5
50102,51562,313283554,2
5162,787953,21047149,1
1695643,LocalBitcoins.com,320990000,1
60,70901336,2499781580,1
71162248,CoinTrader.net_LocalBitcoins.com,16071424,1
61,51,6489900,1
51216,52220,2022770000,2
70795265,72707708,24715724,1
NucleusMarket,60,67093682,2
51523,52441,10340000,1
3980,LocalBitcoins.com,599990000,1
762014,3751,119496,1
3368,437,15526897,1
105520,1017,4994606766,1
1228047,Rollin.io,376270989,1
105520,CoinTrader.net_LocalBitcoins.com,4598842452,1
622667,69954477,9710000,1
1226470,57,2218531057,1
MoonBit.co.in,1539,79507654,1
70534604,Poloniex.com,602786000,1
200,ePay.info_CoinJoinMess,95500342,1
1972,70741487,36343636,1
1226,Huobi.com,20093013895,5
73441091,52012,754390000,1
Xapo.com,18981,9473943965,1
398,72576596,77570815,2
Genesis-Mining.com,1281001,4134925963,4
454,30052,518011570278,6
69697250,640281,2674520000,1
69905412,67933107,7900300,1
GHash.io,CoinKite.com,2919309526,1
354,CoinSpot.com.au,71975292,1
0,5683,2237488,1
5162,525,21047149,1
0,269,43736851,9
Bter.com,513,4694205,1
69932384,73258302,19033710,1
53194,51562,239739968,2
667745,1747,1019123648,13
4355,CoinTrader.net_LocalBitcoins.com,57980000,1
CoinPayments.net,BitcoinFog,57669150,1
4758,BTC-e.com,14868125,1
ePay.info_CoinJoinMess,72104778,182357721,2
13286399,421,9782640,1
906,ePay.info_CoinJoinMess,99990000,1
53326,70842,100991000,1
131,4,8526000,1
70586820,16621,52045590,1
1654888,Exmo.com,307032204,1
71346041,Bittrex.com,1222167645,1
FaucetBOX.com,4,25940328,3
ePay.info_CoinJoinMess,71424013,78577153840,1
70245395,BTC-e.com,68409122,1
ePay.info_CoinJoinMess,72288915,16392730,1
71761939,BitoEX.com,199396500,1
396,386,1575421123,1
BitBargain.co.uk,73597439,599900000,1
Huobi.com,BTCCPool,2100724361459,830
70298377,73806093,30392397,1
Rollin.io,Luno.com,1102221,1
Betcoin.tm,ePay.info_CoinJoinMess,75954930,2
71554939,269,1237570569,4
3368,999Dice.com,15526897,1
71816350,351,1212286457,1
73466970,0,19489034,1
612782,Bitstamp.net,78499865049,1
73807167,BTC-e.com,30075713,1
NucleusMarket,CoinJar.com,195988410,1
MoonBit.co.in,72707816,223902777,1
566,AlphaBayMarket,47356681,1
69827719,57451766,24263348,1
855,4,5781642,5
809,Luno.com,2212633867,2
906,NitrogenSports.eu,399980000,2
69697250,18340295,5394030000,1
53532,52525,121080000,1
CoinPayments.net,Bleutrade.com,12477400,1
72839276,73858645,57590872,1
Bitcoin.de,468,1132776987,1
71238640,1218,7130000,1
72262922,74172550,48912200,1
50925,52561,469990000,1
Huobi.com,200,47279429,2
71684015,7,64468098,1
Bitstamp.net,NucleusMarket,113764078005,10
72706956,368,15316965,1
CoinPayments.net,LocalBitcoins.com,54461677,5
51214,1247276,90830000,1
61,18918,169927143,4
71110892,ePay.info_CoinJoinMess,65703181,1
32622877,60,2042913037,1
833,PocketDice.io,401577458,1
Xapo.com,BitPay.com,5028831015,1
ePay.info_CoinJoinMess,70717454,14826218400,1
69692690,0,10002501,1
70010818,CoinGaming.io,1479829,1
1506795,Cryptonator.com,2805483,1
50968,175320,698866229,1
70586820,72681598,103835610,1
227,1747,6914416,3
69591456,1972,721143,1
4338203,72025510,71756032,1
5109547,AlphaBayMarket,139748377,2
70743567,401,30298047,2
ePay.info_CoinJoinMess,1582,157154307680,2
6652,Poloniex.com,9888230,1
942,16621,1009107,1
1228047,NitrogenSports.eu,1851487820,6
33670164,BTC-e.com,125068174,1
FortuneJack.com,Exmo.com,7048758,2
ePay.info_CoinJoinMess,71842642,202351275,1
51754,70029,56127110,1
6652,189043,9888949,1
MaiCoin.com,424,52749023,2
16621,69825604,679750,1
16768780,0,16155458,1
69906299,1022532,4876000,1
ePay.info_CoinJoinMess,OkLink.com,2593182096720,34
70063369,MeXBT.com,1890000,1
51986,51868,758789375,1
HaoBTC.com,4395,165615791,1
Poloniex.com,BTC-e.com,353608362845,220
70770466,ePay.info_CoinJoinMess,88289000,1
Crypto-Games.net,2769906,3086324,1
FaucetBOX.com,152,8646776,1
72289111,71293588,628054835,1
354,61394841,574616871,1
2542990,1747,60970000,1
5784856,368,31290000,1
441956,CoinKite.com,990000,1
354,354533,705761518,1
45048181,16564,237537936,1
4126,34731,39043149,2
72367929,69226066,6821262,1
51,942,1913986,1
398,Cubits.com,52002756,2
50556,52409,6328310,1
69409251,73623532,18761699,1
396,1252,1117405910,1
70979656,BTC-e.com,42073362,1
405610,629,1341411408,6
ePay.info_CoinJoinMess,73648582,27962175,1
70770466,61,438380000,5
70037420,57018697,577630000,1
Xapo.com,CoinTrader.net_LocalBitcoins.com,22387859241,4
25332204,YoBit.net,307119,1
BX.in.th,BitoEX.com,10210788295,13
Bitstamp.net,256869,2510120274,1
72655543,424,215131188,1
51562,51082,691853467,1
51857,69932,9990000,1
40319365,BTCCPool,127016584,1
71659791,883,2145770,2
52540,51131,133560000,1
BX.in.th,Huobi.com,45917088607,50
35046709,71266722,30653250,1
354,124473,5630871,1
64475407,15260310,30124845,1
56353767,70324301,71621907,1
289,351,1228662,1
0,MaiCoin.com,20303519,1
Betcoin.tm,70744180,19990000,1
Huobi.com,9329436,25100000,1
HaoBTC.com,BTCCPool,35181981216,125
954,2184,3399990000,1
454,44932,57585100858,2
Genesis-Mining.com,HaoBTC.com,11378529229,10
Crypto-Games.net,YoBit.net,10117572,1
27447,LocalBitcoins.com,869932526,5
1215,809,59999638100,2
72262922,70664519,220416241,1
0,2331,116039,1
637623,1747,224209621,5
37686970,72341203,74721290,2
Exchanging.ir,LocalBitcoins.com,413180000,1
HaoBTC.com,MaiCoin.com,1609852288,12
CoinPayments.net,73336567,13214049,2
46410064,368,3392550,2
59589,424,20163569400,1
354,63073,705761518,1
PocketDice.io,289,30393307,6
954,MaiCoin.com,2899990000,1
73176745,7,1440156,1
24774,74042229,382467374,1
16962,891,282233987,2
1228047,424,322621689,1
70796631,AlphaBayMarket,107182038,2
472,BtcTrade.com,381960000,3
41672,51401,580096934,2
BX.in.th,LocalBitcoins.com,9029851577,4
10306431,0,55828237,5
ePay.info_CoinJoinMess,71424581,187820000,1
1228047,HaoBTC.com,1407132308,2
71476131,2783126,25145569,1
Exchanging.ir,BTC-e.com,290370000,1
809,ePay.info_CoinJoinMess,695173019,1
6652,Exmo.com,3111564,1
1711316,Paymium.com,2965688,1
50102,52503,293451777,1
73283070,GermanPlazaMarket,2202321,2
289,Poloniex.com,70226303,1
51120,51562,52390000,1
ePay.info_CoinJoinMess,125402,219268397,1
4395,5010,27359138,1
11432272,421,116385500,1
898,70508252,226816430,1
73441080,71266149,65405851,1
9830015,7,2096907,1
Xapo.com,4395,5017760937,1
69173924,10378973,26186000,2
0,1539,9973096,3
1506795,Luno.com,6296987,4
0,942,9876136,5
HolyTransaction.com,72733276,3455930,1
1477737,16621,16356360,1
227,0,12743294,5
1070,Bitstamp.net,55532000,1
SlushPool.com,Hashnest.com,5096907322,2
50289,50378,47261081,1
SlushPool.com,354,14392638822,3
MaiCoin.com,Xapo.com,11809292,1
71816350,Huobi.com,298564462,1
1829155,Paxful.com,222955387,1
Xapo.com,CoinApult.com,5006301822,1
0,YoBit.net,115503504,7
51418,52057,79680000,1
MoonBit.co.in,Bittrex.com,37437794,1
126,LocalBitcoins.com,1777172022,2
71947632,368,15140922,3
70193816,Xapo.com,8012110,1
HaoBTC.com,Btc38.com,2919981166,9
50799,71251,100110000,1
51014,70029,236677217,1
73336533,7860468,4997660822,1
3370,NucleusMarket,1657180000,7
71764611,860,339955557,2
69487327,73309830,637708231,1
Poloniex.com,472,3313900462,4
11683827,860,784874190,2
9924517,523,1729989,1
Bitstamp.net,73590338,3268622084,1
73336533,107,601904629,1
Xapo.com,70979322,5014128078,1
73126387,LocalBitcoins.com,426879420,1
74303896,368,3321432,1
CoinPayments.net,46346214,22261214,1
1477737,72236394,9940000,1
1228047,Igot.com,352141054,1
35268579,860,151595114,1
Huobi.com,2329,69990000,1
1578,Matbea.com,71793000,1
52468,70089229,800080000,1
72758378,368,27705711,1
11983443,0,23813705,1
HolyTransaction.com,170,1900001,1
73937539,421,571706,1
354,2461,574616871,1
1103,CoinApult.com,6739182525,56
73387706,25384573,88785490,1
354,289,2082654157,5
702763,1747,21808118,1
44918410,38347376,21168427,1
71684015,Paxful.com,261710384,3
Xapo.com,HolyTransaction.com,50239365234,10
51754,52525,199990000,1
Rollin.io,HolyTransaction.com,1171179,1
11432272,Poloniex.com,116225500,1
Xapo.com,7351,5476485736,1
40192,1747,1396327000,10
16962,CloudBet.com,139994063,1
641,4,7780181,5
16962,Xapo.com,1835643846,13
71816350,1539,5531706333,9
612782,107,78499865049,1
Hashnest.com,69200089,407890000,1
70586548,1972,20804372,1
1138,LocalBitcoins.com,91002763,1
AlphaBayMarket,149737,56416251,1
71659793,AlphaBayMarket,1224880761,2
6355,OKCoin.com,225494871,1
AlphaBayMarket,7215724,46620141,2
73728626,69641584,34160644,1
73153283,70637818,11274841,1
2476667,BTCC.com,351492925,1
Bitstamp.net,CoinGaming.io,2969981900,1
69409447,69278244,10603700,1
71214269,BitcoinWallet.com,6024747,1
7873040,883,75879549,1
1316,290,38962948,1
71842975,73179364,68711306,1
73441091,51120,568990000,1
Poloniex.com,871,1130945597,1
6355,CoinTrader.net_LocalBitcoins.com,225494871,1
35,48860,7011289,1
398,Paxful.com,68115229,1
72681607,AlphaBayMarket,1827880,1
9442173,FaucetBOX.com,609301,1
ePay.info_CoinJoinMess,64475407,863620489,3
69513979,73569805,32703067,1
74278506,368,138367068,3
995,Bleutrade.com,39827888,3
74042229,73622516,227395322,1
5432877,BTC-e.com,60399210,1
Luno.com,51754,2491308292,1
9302171,69670240,15090000,1
71110749,73100100,762185,1
69906299,70927626,44603000,1
72603436,LuckyB.it,2582000,1
7491050,942,2126732,1
Poloniex.com,Luno.com,4899584146,3
64822401,0,12018100,1
Poloniex.com,1309,9465326259,10
70508252,4412,7912821,1
0,809,3894329,1
5155233,71503055,195365207,1
50762,51868,400530000,1
Kano.is,4398943,15082067420,6
5542047,995,205510000,1
AlphaBayMarket,Bittrex.com,1290512984,1
73464055,7,7289601,4
41672,51118,3308132000,2
70009917,69931860,1666431400,1
ePay.info_CoinJoinMess,FortuneJack.com,45100273,10
72315523,BTC-e.com,371839383,1
74042306,ePay.info_CoinJoinMess,40884211,1
72707830,Matbea.com,2319267,1
4126,19381,58191539,3
55544,Poloniex.com,17994503,1
35049846,Bittrex.com,4974328454,6
8477213,200,84048440,2
3368,16621,15526897,1
61,1582,38941027,2
13286399,4,72719019,1
52330,41213,100170000,1
348,4,966053627,1
AlphaBayMarket,72681537,48632692,2
73048147,69276945,66756956,1
ePay.info_CoinJoinMess,Cubits.com,401752211,8
20062,Huobi.com,14197008,1
72156746,Cubits.com,40120,1
Poloniex.com,CoinPayments.net,257989940,1
Kano.is,72157125,7541033710,3
Rollin.io,ePay.info_CoinJoinMess,527765114,2
Xapo.com,Bter.com,5020677801,1
ePay.info_CoinJoinMess,891,225593074,1
70063369,24261,16695424933,83
YoBit.net,855,1148451,1
Poloniex.com,654099,19999970364,1
Kano.is,72865479,7541033710,3
1218,69852413,176321379,2
60,4,3093500776,3
53283409,Xapo.com,61678587,1
72707816,289,1482687,1
1654888,57,616129829,3
472,BTCCPool,69330502,2
71685902,70715906,255003219,1
73492752,368,20572484,1
69879659,CoinPayments.net,8030399,1
51115,50950,435738032,1
70559984,860,25276666,1
6048154,CoinPayments.net,227180094,2
8204715,61,159570800,9
73884846,70455774,25353118,1
37155,Luno.com,276639007,1
33074938,398,8618596,1
398,1528188,3614131,1
Genesis-Mining.com,3578,5910702958,5
Kano.is,1309,7541033710,3
Xapo.com,1323,19154840085,3
6484665,41334,899980000,1
1578,61,2135979539,29
3007269,2506,4454000,1
AlphaBayMarket,914715,37370000,1
70399544,ePay.info_CoinJoinMess,17390000,1
ePay.info_CoinJoinMess,BtcTrade.com,19185614924165,248
3368,1144,10836599,1
446678,269,190000,1
71816350,1309,2915188224,5
52710,52294,140070000,1
70665113,315,49506930,3
4338203,Coinomat.com,24018039,1
YoBit.net,Xapo.com,443417382,2
