Source,Target,value,nb_transactions
999Dice.com,69591284,450000,1
SafeDice.com,62,414235832,3
4,417,93561763,1
154,117,4586076,3
70166419,1075,1654928,1
9102977,4,849967,1
Poloniex.com,ePay.info_CoinJoinMess,755988827995,21
69696667,29,43954067,1
37,896,782098868,2
340,91,81930942,3
14,56691,143012034,1
Xapo.com,69644289,1399000,1
27914256,154,3451327973,1
94,39,335730103,3
70665172,44,3661145,1
152121,131,432670722,2
1228047,Cubits.com,4691541748,20
37810,563,3145222,1
219,4,1306987375,1
14,81224,1125406400,1
61,5026,30671045,2
129,175,48258750,1
410034,61,17058220,2
1330,275,506021495,3
14,916,19467312709,2
87610,386,1661483,1
73701613,0,2441656,1
87610,735,10148408,1
1228047,811,447729738,2
74278362,72472408,15932280,1
189,ePay.info_CoinJoinMess,4350079,1
0,74042240,8621835,1
PocketDice.io,639,10000131,1
Poloniex.com,BitoEX.com,511866187498,12
0,1227,1563404,1
26587,29,297962627,5
0,129,24000490,7
289,Poloniex.com,500537833,7
189,62,10314229,3
74304268,276,9421599583,3
1228047,MoonBit.co.in,201040500,1
Poloniex.com,19431,42728884822,1
74304268,Hashnest.com,5467706647,2
20761,354,5037983,1
CoinJar.com,14,840904744,5
152121,152,4931265101,5
745,Bittrex.com,7652758,1
SatoshiDice.com,1316,21840032,1
1227,4,2131285,1
33117,42844,1432903560,1
4689,BitoEX.com,47028242,1
163,2803,19390098,1
437,Xapo.com,2140175,1
33117,Bittrex.com,5731614240,4
4689,263,60282099,1
999Dice.com,Bitcoin.de,19957667,1
ePay.info_CoinJoinMess,1227,109264909,1
72707605,1075,8993223,1
33117,Bitcoin.de,2865807120,2
61,4033,64408825,3
BTCJam.com,29,1487983,1
219,Bit-x.com,12314462181,1
864,871,2999954800,1
ePay.info_CoinJoinMess,Cex.io,94897408420,4
1123,ePay.info_CoinJoinMess,2251166,2
Bitcoin.de,Cubits.com,670171309,2
Poloniex.com,162,1642357964181,26
Poloniex.com,126,88114435533,2
Bitstamp.net,CoinTrader.net_LocalBitcoins.com,182939769018,8
Xapo.com,SatoshiMines.com,312172517,13
1391,Kraken.com,14656242,3
152121,YoBit.net,194753833,1
139,417,1578277346,1
1236,Bittrex.com,211153746,3
71624909,995,182227806,1
Cryptonator.com,269,999966391,1
ePay.info_CoinJoinMess,SatoshiMines.com,111482176,2
60,871,117983662,1
Xapo.com,16744777,13890000,1
1316,58102,936014000,1
YoBit.net,65,39588489,4
276,417,27410086,1
Cryptonator.com,Bleutrade.com,1101703,1
129,35,27652086,1
ePay.info_CoinJoinMess,33351,23724352105,1
848667,PocketDice.io,1586976704,2
276,2899,149914225,1
139,157,16677017488,12
1612,BTCC.com,17088221155,5
17622,Luno.com,26039115,9
1070,2769976,3357516,1
