Source,Target,value,nb_transactions
MoonBit.co.in,Xapo.com,12311498904,18
YoBit.net,FortuneJack.com,30988700,1
Xapo.com,BitKonan.com,36525523,1
405595,2647,5461632058,1
FaucetBOX.com,891,48316157,5
SlushPool.com,73962769,1265799494,1
MoonBit.co.in,13278575,904221776,1
Poloniex.com,10438691,112187866150,2
163,BitPay.com,68800578,4
220,289,1122102,1
69932507,BitPay.com,18680470,2
71450805,20,2514071028,1
20,401,1373533127,6
Poloniex.com,158,240175154834,22
ePay.info_CoinJoinMess,10497631,28671304144,1
131,Cubits.com,2826000,1
72681518,44,10274439,3
CoinPayments.net,0,245769008668,911
Xapo.com,3368,219163204,2
60,126,14275234800,1
Poloniex.com,OKCoin.com,428551227355,27
641,4,2919981,2
Cryptonator.com,Bittrex.com,9047355,2
61,2748119,2793000009,6
43398859,0,120526897,1
269,53693198,2033730,1
ePay.info_CoinJoinMess,1235,163706530,1
PocketDice.io,BTC-e.com,23658200,1
233,4014,13000000,1
61351,523,37346588,1
FaucetBOX.com,91,75427152,7
8063818,468,5457432,1
1654888,107,2836061030,8
1654888,Poloniex.com,3871212209,12
152121,152,157584479,7
219,CoinGaming.io,17491617158,3
71189298,163,1565712,1
396,72367835,30216768,1
Bitstamp.net,70063369,18977209323,3
848667,94,96874179,1
163,29,160108068,5
1612,979585,27133733679,1
1472686,BTC-e.com,623961953,1
0,68870910,7225743,1
Poloniex.com,238,186797876895,5
FaucetBOX.com,Cryptopay.me,61226406,4
71398009,44,16314219,1
73868651,2230,51199694,3
44482327,70141217,29884226,1
72888824,72236482,5456662,1
2506,233,7110433,2
73074336,AnoniBet.com,85757,1
72836661,29,7331074,1
19172839,35,5879587,1
Xapo.com,Crypto-Games.net,551774648,12
157,0,10443200,1
70744026,662,4505505,1
Kano.is,LocalBitcoins.com,14234802186,11
FortuneJack.com,MercadoBitcoin.com.br,4497758,2
5714831,220,804543998,2
175,CoinPayments.net,8042467,1
17880,LocalBitcoins.com,1013212346,1
61,5026,62290164,3
72943698,6167,23226060,1
Kano.is,60,3882218778,3
WatchMyBit.com,0,1085232,1
2506,61,3216192839,61
73255864,BitPay.com,240906900,6
398,0,9833100,4
