Source,Target,value,nb_transactions
20,71188764,86127538,1
48009518,Poloniex.com,40895040,1
999Dice.com,942,2367029,1
74147462,44,12040577,2
Poloniex.com,276,1165388688652,10
289,Cryptopay.me,138057,1
233,Cryptonator.com,1000000,1
69409004,44,4888321,1
69434492,44,5972880,1
BTCJam.com,0,16361370,1
70717836,1075,35805595,1
Poloniex.com,2080612,9887212154,1
0,61,494916728,60
87610,CloudBet.com,2650848,1
102,Poloniex.com,99522844,6
69303601,289,26103400,1
ePay.info_CoinJoinMess,Cryptopay.me,49678837904,16
4,3648,187683238,2
55014680,29,1439760,1
821,4,1027306267,1
14,217,481122797,1
8387,Poloniex.com,999682903,1
69147676,BTC-e.com,8938174,1
523,864,19005805088,72
19052189,CoinGaming.io,2972880,1
804,0,20060193,1
131,821,18131766,2
73753711,72446493,40666880,1
69278242,0,16748969,8
1450,523,130159002,1
405610,126,494934720,1
16371,94,14510584,2
70849012,44,11421813,1
Bitstamp.net,0,151324599643,18
2218,732,6767097,1
0,2461,65902,2
73388743,CoinPayments.net,1868866,1
Xapo.com,263,33417996,1
70743378,999Dice.com,1845243,2
1228047,69,715598151,1
Bitstamp.net,342,6045255001,1
0,189,87037979,14
20,73571556,47437588,1
999Dice.com,598,1590000,1
5026,Cryptopay.me,53143687,1
154,0,99934703,1
1654888,485934,413875890,1
4833806,170,78146085,2
276,39,424478871,2
776,289,446341986,14
22823356,1075,4968811,1
117,Cryptopay.me,5894150,3
3607952,Cryptopay.me,74352340,4
111896,57,37606271649,3
1316,15271467,152556313,1
71764609,49,15955404,1
4,811,173084482,7
18553978,29,155741839,1
15287886,662,1894418,3
1228047,1901,431071211,2
348,107,82500016,2
14,49984385,371007668,1
71737867,1075,1267469,1
71397973,44,3873563,1
HaoBTC.com,14,89949963,1
10169632,860,190924025,2
1278,451,1744767,3
71241043,44,5977560,2
1654888,73858387,151218012,1
4833806,Xapo.com,164486219,4
72943763,275,169039404,2
32634249,44,7782880,1
2218,52687183,17200596,1
20,FortuneJack.com,4197502159,18
776,YoBit.net,13551936,1
BX.in.th,354,64190127,1
87610,Cubits.com,10849985,1
14,Bitcoin.de,72831809204,25
20,69356910,96912935,2
131,223,5479250392,3
43398859,29,9233462,1
2380,Poloniex.com,18445889,1
SlushPool.com,73048424,2885313644,1
71997692,CoinGaming.io,614564190,3
107,CoinTrader.net_LocalBitcoins.com,197082218,3
276,387,309394777,3
1070,942,371126,1
70112246,49,1709911,1
68980,883,19452980,1
57,107,20100188,3
916,35,156006581,1
Poloniex.com,Huobi.com,485801869294,4
ePay.info_CoinJoinMess,1566,1034816992398,42
70377394,44,1252311,1
69278079,69852167,30333423,1
1622,102,9940000,1
776,158,394247581,7
ePay.info_CoinJoinMess,29,197475124654,15
3425,BitBay.net,226986582,3
14,25918,177430809,1
1070,39,244317119,7
5714831,71424190,10901722837,1
391,CoinGaming.io,6954615,1
292,999Dice.com,3025322,2
4,102,201174366,3
69382638,49,12836458,3
0,69,18911482,5
0,3077,237802,5
73832987,BTC-e.com,32319862,1
69748919,96,2654410,1
289,Xapo.com,25414457,4
8900,29,506941340,4
69853197,35,16484526,1
746299,223,120082708654,6
14,Coinmate.io,2188933635,1
101,MercadoBitcoin.com.br,4157453,1
51,283,20759531,7
0,70796582,2640211,1
71659609,49,9551001,1
Xapo.com,269,5221809,1
73336533,LocalBitcoins.com,13712003701,3
189,0,11214696,1
217,Bit-x.com,28074297,1
SlushPool.com,354,34340356945,15
4,238,92404423,1
2078,1215,58259440,1
Cryptonator.com,ePay.info_CoinJoinMess,274543471,14
