Source,Target,value,nb_transactions
Rollin.io,29,55108060,2
70560793,368,34635310,1
37,348,32175768,1
60,Cryptopay.me,985784050,1
Poloniex.com,5892,85140015492,1
SlushPool.com,354,17622592092,6
Poloniex.com,Cryptonator.com,393545416471,10
69906258,942,1370310,1
354,122,1106986614,2
468,Bittrex.com,454775980,2
18946,108,295161860,3
0,CloudBet.com,581725322,50
5026,1054,2534759190,17
70089418,CoinGaming.io,3986556,1
20,71005392,453656419,2
72367940,0,119823453,1
104837,5026,24177163,3
Xapo.com,8729,545593020,1
72262922,71607484,167038550,2
801,497,31114426,1
105520,20,1249328872,2
150953,4,825811653,1
73806419,44,2999860,1
999Dice.com,227,24925178,7
MoonBit.co.in,1098,197240000,1
1654888,72156363,358002587,1
396,Crypto-Games.net,90042111,1
SlushPool.com,18203512,5561299312,4
71450805,468,1206707354,1
Poloniex.com,LocalBitcoins.com,159514483052,4
432,163,5103504,1
0,891,67300,2
451,19379,2263795,2
MoonBit.co.in,BitoEX.com,4201476106,28
61,15284,1431420825,12
220,883,3724621,1
354,24439,689573495,1
1654888,4359631,877721753,1
9925458,0,85310,1
942,158,1800000,1
69278079,71606741,175420317,1
SatoshiMines.com,71345482,5202251,1
1903,122608,198789318,1
Huobi.com,387,76475991,3
3693472,BTC-e.com,412786382,2
Poloniex.com,3648,114541433849,2
MoonBit.co.in,1598,359256570,2
LuckyB.it,33971,328459945,26
1669,BTCCPool,99950000,1
117,1567,428371,1
72024568,4,15969506,1
5540,368,199950000,1
MoonBit.co.in,SafeDice.com,162016570,1
73336366,31975877,900121714,1
MoonBit.co.in,51094,50638989,1
0,9306,26880704,1
74250503,35,107162,1
102,468,3913586,1
143516,497,157955930,1
71554939,170,213195280,3
61,8900,3799647004,9
5892,605,309534115,2
0,289,22753889,6
55137511,44,7158638,2
396,PocketDice.io,811751864,2
73884704,72891555,17239441,1
16768780,CloudBet.com,169446507,4
BX.in.th,PocketDice.io,1751988793,3
20,72891722,631442475,2
74252166,6075,4226201695,1
ePay.info_CoinJoinMess,FaucetBOX.com,147448079,1
4661129,220,364498302,1
129,Bitcoin.de,51057340,2
746299,10438691,10421411985,1
72051910,OKCoin.com,17034011,1
14,122,18153092305,2
MoonBit.co.in,375475,283128164,2
0,Luno.com,475885692,29
ePay.info_CoinJoinMess,HitBtc.com,86903084714,7
3368,152,18183693,1
1450,354,5322864,1
451,36455,4539718,4
1654888,11543080,343714067,1
71685167,1075,7677860,1
541285,73806093,12521900,1
Poloniex.com,Huobi.com,583454570430,17
