Source,Target,value,nb_transactions
73702052,SatoshiCircle.com,50917137,9
ePay.info_CoinJoinMess,72891548,52797442,1
348,72236394,5079974,1
FaucetBOX.com,86911,43617687,1
3709580,Rollin.io,6085548,3
69409522,72628573,183792844,1
FaucetBOX.com,Bter.com,277821920,2
144947,CoinTrader.net_LocalBitcoins.com,166921412,1
Bitfinex.com,Coin.mx,213105932,2
Kano.is,Cryptsy.com,47282341073,19
622667,641,19380000,1
69146577,ePay.info_CoinJoinMess,1226969,1
2547684,Genesis-Mining.com,170796970,1
2799,ePay.info_CoinJoinMess,1038417874,2
Genesis-Mining.com,BitVC.com,1135009904,1
70638329,70639001,158455142,1
2344925,HolyTransaction.com,1149855,1
70242326,ePay.info_CoinJoinMess,682909603,1
1589747,Betcoin.tm,10568600,2
BitPay.com,CoinTrader.net_LocalBitcoins.com,182353300,2
ePay.info_CoinJoinMess,441347,86667000,1
71398087,424,3093821100,1
999Dice.com,SatoshiCircle.com,22426809,1
Genesis-Mining.com,Luno.com,2270019808,2
72944015,BitPay.com,67820333,1
ePay.info_CoinJoinMess,Poloniex.com,63304665209,14
ePay.info_CoinJoinMess,26483314,85621640,1
3415,421,87407462,3
72576984,69932357,127016276,1
AbraxasMarket,1834092,82106723,1
13270405,Bitstamp.net,35478768,1
663113,69617848,1349999819,1
999Dice.com,BTC-e.com,225252615,3
Cryptsy.com,898,491439227,3
47133752,1580,20573334,1
69827719,71371977,405466658,1
354,73310711,4924339967,4
Genesis-Mining.com,10727819,1135009904,1
Rollin.io,ePay.info_CoinJoinMess,1814114,1
Xapo.com,1149,445235000,1
42601,CoinTrader.net_LocalBitcoins.com,31008893,1
AbraxasMarket,CoinSpot.com.au,23802222,1
ePay.info_CoinJoinMess,69147640,392176225,2
Xapo.com,MaiCoin.com,81077002,7
59589,ePay.info_CoinJoinMess,34999800000,2
354,Hashnest.com,3240401338,2
1144,11332,3000000000,2
Xapo.com,16083010,33864527,1
289,BTC-e.com,521736331,3
Exchanging.ir,Betcoin.ag,746183127,5
72104556,71921391,498987019,1
Paymium.com,NucleusMarket,46008198321,3
1309,11332,1500000000,1
71659840,37686970,383601502,1
ePay.info_CoinJoinMess,33351,145430589554,2
Rollin.io,Luno.com,3265010,4
71293041,515376,11645731,1
0,4641098,50200750,1
ePay.info_CoinJoinMess,773056,13906349218,2
39030,Betcoin.tm,102193,1
157228,CoinTrader.net_LocalBitcoins.com,48099960000,1
23010605,BTC-e.com,4321062746,5
2226,1252,32749960000,1
C-Cex.com,Bter.com,1895037,1
74093690,860,64044775,1
69433503,Poloniex.com,2309758618,1
108975,CoinTrader.net_LocalBitcoins.com,193663299,1
70639141,67933107,9190270,1
954,424,23834691902,7
118271,MiddleEarthMarketplace,133843335,1
278515,4397,5390254,1
6801,1116,23250000,1
63150696,32631712,181657595,1
968,ePay.info_CoinJoinMess,194896187,1
157228,16962,48099960000,1
1156799,265,22240000,1
16425460,BTC-e.com,90797823,1
70111911,860,48131646,1
Xapo.com,1144,604838135,15
4144,BTC-e.com,446983446,18
107,CoinTrader.net_LocalBitcoins.com,8395689329,4
2758406,37686929,846792800,1
25695512,69775175,70836534,2
20640336,CoinTrader.net_LocalBitcoins.com,170538167,1
Kraken.com,SimpleCoin.cz,1576023088,3
69304400,71371661,17411230,2
10306431,Xapo.com,67810000,1
122,CoinGaming.io,278810387,2
Bitfinex.com,1116,229563688,4
73336533,ePay.info_CoinJoinMess,8076315263,2
CoinSpot.com.au,421,1126179,1
51675206,FaucetBOX.com,1165826,1
10515,61,70020000,1
FaucetBOX.com,Indacoin.com,126578835,1
MercadoBitcoin.com.br,QuadrigaCX.com,416862494,1
107,NitrogenSports.eu,2232349385,1
Betcoin.ag,Bitfinex.com,79990000,1
107,Bitfinex.com,117668574,1
MiddleEarthMarketplace,650395,531814523,3
SatoshiBet.com,PrimeDice.com,1229328,1
Poloniex.com,AllCoin.com,96714518,1
342,VirWoX.com,78284876484,30
16425460,70770461,536840319,4
ePay.info_CoinJoinMess,149405,72715294777,1
227,Xapo.com,1050005,1
ePay.info_CoinJoinMess,122,47086753600,8
BitBargain.co.uk,ePay.info_CoinJoinMess,299932880,1
2739281,CoinGaming.io,81003709,4
72472408,71424260,209543572,1
131539,BTC-e.com,69984000,1
69304400,Xapo.com,1510415,1
8144584,ePay.info_CoinJoinMess,1870105,1
Xapo.com,71921521,62570697,4
