Source,Target,value,nb_transactions
37,695,982098915,1
72943763,BTC-e.com,39875396,1
69827719,29,50630800,1
1090,29,45908098,3
0,801,957107,7
69720076,20,15440281,1
MoonBit.co.in,12936,84952481,1
26220,61,874855344,9
157,29,17372089,2
0,1316,16909778,5
1182362,Poloniex.com,330654928,6
74252166,290,5409656527,1
94,223,499002950,1
32317,39,4738526356,2
70089418,170,199833,1
26587,29,142565901,1
71737943,49,3111118,1
131,276,1013016800,1
20,73231286,299890834,1
2218,91,23338998,2
131,4395,10069511600,1
5714831,162,98645474778,6
1863,2811,6896390578,19
131,29,32548092,2
598,Bittrex.com,323340132,4
108,883,1709118,1
Xapo.com,2218,5274530,1
Poloniex.com,60,28196220330965,182
39,163,399911472,1
70743462,7277,5460,1
750,387,28970000,1
60,391,99923044,1
4661129,4,28094,1
74304268,417,13393058241,5
0,5342,1163191,1
15693,Xapo.com,499955012,1
73336533,Xapo.com,132836634186,49
879,PocketDice.io,27285105,2
69121065,0,358173456,2
Bitstamp.net,544,39409121154,2
73336533,CoinPayments.net,28383704939,12
999Dice.com,69591284,160000,1
70141457,BitcoinWallet.com,1524991,1
444,BTC-e.com,997009104,1
577504,29,15956351,1
20,1090,2789005967,3
5714831,CoinGaming.io,272967385191,27
94,Bitstamp.net,52863876,2
60,3535,25083107168,1
0,CoinGaming.io,104759559,38
60,126,11519328348,1
PocketDice.io,1123,1038119,1
ePay.info_CoinJoinMess,72104778,244989364,1
37,Hashnest.com,403502016,1
0,942,1262492,6
71554939,29,10234272,1
20,HelixMixer,1785651091,3
Poloniex.com,563,325774594251,1
1654888,497,1681499567,4
71554939,BTC-e.com,282340336,4
60,695,6789600826,1
2230,0,731500,3
39,158,3007481120,1
71842541,Xapo.com,564091,1
111896,91,37493761458,3
74120699,44,10003864,2
SafeDice.com,YoBit.net,5705968,1
39,152,492517704,1
19671,20,67849525,1
219,170,6099712656,1
20,4238,338140929,1
1450,523,351934876,3
Xapo.com,598,5267675,1
5162,Bter.com,103849314132,6
396,9,414677796,1
14,859,24011891331,27
37,CloudBet.com,18417800314,2
74147423,0,2678533,1
14,284,7392517866,9
71293840,BTC-e.com,99972880,1
107,57,144647913,2
20,CoinTrader.net_LocalBitcoins.com,1486109393,4
57,0,10654126,2
5162,1566,51924657066,3
6271,Luno.com,8999966100,1
40231,544,370300346,1
60,48235,37746981685,1
1123,0,20835109,10
0,2218,856871,4
14,7366,7958052707,1
298,Bittrex.com,1865280209,1
0,223,125657948,6
33117,Xapo.com,14628039720,10
Poloniex.com,46590,2801852204184,15
74304268,Xapo.com,186596731192,23
SafeDice.com,ePay.info_CoinJoinMess,2129072,1
0,ePay.info_CoinJoinMess,182847146,212
189,391,2499857,1
117,71919234,1139061,1
Poloniex.com,69383146,114040701109,1
60,513,190585730,1
1654888,BitoEX.com,588298487,1
1228047,Huobi.com,69867844,1
0,73832987,1782196,4
14,19431,1680609165,2
1863,Luno.com,94695185,1
189,4,104972000,2
4661129,Poloniex.com,410472601,3
175,20,86586362,2
74304268,162,21860789297,5
14,BitoEX.com,818626592652,510
598,4,9805817,2
HolyTransaction.com,Cubits.com,6815278,1
7645,Xapo.com,188742126,1
102,37,30622799,2
71711665,73701980,4331016,1
SatoshiMines.com,Bittrex.com,3020659,2
87610,Cubits.com,471848447,3
39,BitBay.net,2319660302,5
289,Poloniex.com,790831534,5
35,695,3450343,1
Xapo.com,Cubits.com,832540904,18
29770994,BTC-e.com,612282674,2
598,29,187812242,1
391,4,82363928,1
Xapo.com,872,5267953,1
396,Kraken.com,201874533,1
4810,Poloniex.com,297962858,3
69513766,387,8022880,1
354,Bittrex.com,15735419663,6
139,267689,26550966308,4
4661129,Cubits.com,90911397,5
354,7787,11578598742,3
4689,Xapo.com,36121674,1
131,3223,1760939050,3
0,543,2093930,1
0,102,19665769,21
73649688,CoinGaming.io,209596000,2
361,BTC-e.com,1430000,1
ePay.info_CoinJoinMess,MaiCoin.com,23820875105,1
69668803,60,614640,1
1365,29,12499881500,2
71764216,Poloniex.com,122864900,1
2579901,CoinGaming.io,60673165,3
74304268,1306,3837992435,1
60,22344,4545201207,3
63333024,69,7771079,1
111896,2387,12497920486,1
1070,Cryptopay.me,1539114,2
1798,Poloniex.com,37133826,1
71764452,44,514233,1
72681482,ePay.info_CoinJoinMess,4528832,1
54597475,Poloniex.com,364395034,2
354,472,19434474521,5
354,Igot.com,3859532914,1
2387,73414517,10615494,2
74304268,PocketDice.io,16967958921,2
5026,117,48442722,1
37,CoinPayments.net,286258931,1
269,Poloniex.com,252108545,5
73596404,91,4104778000,1
4833806,39,6038559069,7
848667,CoinPayments.net,46719896,1
39,6300,146040873869,4
1332,Poloniex.com,233206464,2
94,154,140512030,2
0,871,3478865,6
GoCelery.com,7319,701000006,1
298,ePay.info_CoinJoinMess,46564322,9
354,Poloniex.com,198864948143,55
131,HitBtc.com,1094014495,2
4,629,2656183,1
126,Cubits.com,82678268,1
Bit-x.com,94,19372687,2
ePay.info_CoinJoinMess,60,95365772547,6
1654888,0,79527685643,133
Poloniex.com,4,5053515139912,35
72602682,Bittrex.com,86510000,1
1330,22005675,1054640,1
49319076,96,1505053,1
14,73571623,4482411871,2
YoBit.net,Xapo.com,8642321,2
0,4075,1390938,2
70325093,44,1812491,1
801,MercadoBitcoin.com.br,19356058,3
70901336,70927614,29864400,1
608,4195,6542066448,1
22457176,72733939,3147220,1
12548,Bittrex.com,399872880,1
14,Cubits.com,25541292566,22
5478,BTC-e.com,9291053,1
1901,152,1444424,1
4833806,YoBit.net,959410841,4
9373931,1391,79999031984,2
BX.in.th,60,1391920157,1
73231273,0,38137450,1
0,289,2956410,7
4075,14,43943593,1
12737,5714831,648141236100,8
20,69723209,253152991,1
801,175,3721316,2
361,Cubits.com,3071108,1
111896,70377594,13937558865,2
CoinMotion.com,72629435,5345803,1
152121,VirWoX.com,35285094,1
354,BitcoinWallet.com,3859532914,1
72445697,0,74716785,11
69435310,44,879000,1
1228047,3934,116000250,1
0,VirWoX.com,8885288,11
71241335,101,1742440,1
Bitcoin.de,14,3054447262,5
