Source,Target,value,nb_transactions
234,Luno.com,10860468,1
71554939,152,85017899,1
YoBit.net,Bleutrade.com,930805059,15
4689,331,568461015,2
Xapo.com,732,985275011,5
Bittrex.com,371,16107074878,2
405610,158,823078854,3
71711888,2374,1436071,1
73728662,44,403743,1
94,51,33829060,1
117,315,1313309,1
405610,16621,548719236,2
1588901,74042306,63789501,1
20,LakeBTC.com,74225973,1
37,Bit-x.com,995663193,1
4,276,18074700,1
1654888,995,30164265,1
SlushPool.com,CoinTrader.net_LocalBitcoins.com,2923510451,2
1330,275,2007853,1
233,0,18620490,3
71450805,Poloniex.com,77526346312,42
9749,101,529816940,1
Rollin.io,CoinGaming.io,2654331,2
0,331,120895834,13
20,9,529022021817,2446
27914256,Bittrex.com,5160517941,2
20,70010165,56504015,1
69383050,0,1635342,1
ePay.info_CoinJoinMess,BitcoinFog,69945760,1
1228047,695,459611270,1
217,BTC-e.com,9132200,1
217,Bittrex.com,5051267847,58
101,LocalBitcoins.com,5202395,2
175,354,24119200,1
Bittrex.com,3273,50273923417,5
Bittrex.com,386,104844967935,8
Cryptonator.com,833,2541600,1
71554939,ePay.info_CoinJoinMess,1484174396,5
0,2374,305257,4
0,Hashnest.com,20178039,1
Bitstamp.net,Bter.com,508939855,1
35,YoBit.net,1021389662,47
4833806,Bittrex.com,2422943992,33
Cryptonator.com,598,1000000,1
5026,61,35066863057,771
35,Bittrex.com,5281098482,168
1654888,Bit-x.com,3204997239,2
106268,162,49999932800,1
102,223,33803627,1
54597475,217,363739620,1
62,733,2585071647,3
275,ePay.info_CoinJoinMess,29945315,11
73336024,Cubits.com,2979436,1
Bitstamp.net,391,1305821082,1
27140713,497,1006013075,2
6037,28962,49878413,1
139,ePay.info_CoinJoinMess,324654970,1
14,Cryptopay.me,12193375884,34
9749,170,199633880,2
Xapo.com,276,1275670,1
234,354,5923434,1
354,472,3058521308,3
117,292,622679,1
354,29549,1355241771,1
69697250,BitcoinWallet.com,25055075755,1
4833806,879,179940965,1
Poloniex.com,CoinPayments.net,105922392375,5
ePay.info_CoinJoinMess,605,16723872817,1
0,3578,1242983,1
1228047,LocalBitcoins.com,210430410,1
209813,Poloniex.com,124472465,3
391,342,17086440,1
1654888,57,125253104,2
217,60,12734600,1
39,OKCoin.com,31697005793,4
35,472,256275338,3
Poloniex.com,170,641214309689,27
20,491,692189560,2
Bitstamp.net,170,250580099,1
Poloniex.com,6671,9690060704,1
354,22199,1210107768,1
35,94,51737382,4
ePay.info_CoinJoinMess,YoBit.net,267594773519,18
